"V1","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1914","127.3","130.3","18.60","","","","","","","","",""
"1915","127.3","130.3","18.60","","","","","","","","",""
"1916","127.3","130.3","18.60","","","","","","","","",""
"1917","127.3","130.3","18.59","","","","","","","","",""
"1918","127.2","130.3","18.60","","","","","","","","",""
"1919","127.3","130.3","18.60","","","","","","","","",""
"1920","127.3","130.3","18.60","","","","","","","","",""
"1921","127.3","130.3","18.60","","","","","","","","",""
"1922","127.3","130.3","18.60","","","","","","","","",""
"1923","127.3","130.3","18.60","","","","","","","","",""
"1924","127.3","130.3","18.60","","","","","","","","",""
"1925","127.2","130.3","18.60","","","","","","","","",""
"1926","127.2","130.3","18.60","","","","","","","","",""
"1927","127.3","130.3","18.60","","","","","","","","",""
"1928","127.2","130.3","18.60","","","","","","","","",""
"1929","127.3","130.3","18.60","","","","","","","","",""
"1930","127.3","130.3","18.62","","","","","","","","",""
"1931","127.3","130.3","18.62","","","","","","","","",""
"1932","127.3","130.3","18.62","","","","","","","","",""
"1933","127.3","130.3","18.62","","","","","","","","",""
"1934","127.3","130.3","18.60","","","","","","","","",""
"1935","127.3","130.3","18.62","","","","","","","","",""
"1936","127.3","130.3","18.62","","","","","","","","",""
"1937","127.3","130.3","18.60","","","","","","","","",""
"1938","127.3","130.3","18.62","","","","","","","","",""
"1939","127.3","130.3","18.62","","","","","","","","",""
"1940","127.3","130.3","18.60","","","","","","","","",""
"1941","127.3","130.3","18.60","","","","","","","","",""
"1942","127.3","130.3","18.62","","","","","","","","",""
"1943","127.3","130.3","18.62","","","","","","","","",""
"1944","127.3","130.3","18.62","","","","","","","","",""
"1945","127.3","130.3","18.62","","","","","","","","",""
"1946","127.3","130.3","18.62","","","","","","","","",""
"1947","127.3","130.3","18.62","","","","","","","","",""
"1948","127.3","130.3","18.62","","","","","","","","",""
"1949","127.3","130.3","18.62","","","","","","","","",""
"1950","127.3","130.7","18.62","","","","","","","","",""
"1951","127.3","130.3","18.62","","","","","","","","",""
"1952","127.3","130.3","18.62","","","","","","","","",""
"1953","127.3","130.3","18.62","","","","","","","","",""
"1954","127.3","130.3","18.60","","","","","","","","",""
"1955","127.3","130.3","18.62","","","","","","","","",""
"1956","127.3","130.3","18.62","","","","","","","","",""
"1957","127.3","130.3","18.62","","","","","","","","",""
"1958","127.3","130.3","18.63","","","","","","","","",""
"1959","127.3","130.3","18.62","","","","","","","","",""
"1960","127.3","130.3","18.62","","","","","","","","",""
"1961","127.3","130.3","18.62","","","","","","","","",""
"1962","127.3","130.3","18.63","","","","","","","","",""
"1963","127.3","130.3","18.62","","","","","","","","",""
"1964","127.3","130.3","18.62","","","","","","","","",""
"1965","127.3","130.3","18.62","","","","","","","","",""
"1966","127.3","130.3","18.62","","","","","","","","",""
"1967","127.3","130.3","18.62","","","","","","","","",""
"1968","127.3","130.3","18.62","","","","","","","","",""
"1969","127.3","130.3","18.62","","","","","","","","",""
"1970","127.3","130.3","18.63","","","","","","","","",""
"1971","127.3","130.3","18.62","","","","","","","","",""
"1972","127.4","130.3","18.62","","","","","","","","",""
"1973","127.3","130.3","18.62","","","","","","","","",""
"1974","127.3","130.3","18.62","","","","","","","","",""
"1975","127.3","130.3","18.63","","","","","","","","",""
"1976","127.3","130.3","18.63","","","","","","","","",""
"1977","127.3","130.3","18.63","","","","","","","","",""
"1978","127.3","130.3","18.63","","","","","","","","",""
"1979","127.3","130.3","18.62","","","","","","","","",""
"1980","127.3","130.3","18.63","","","","","","","","",""
"1981","127.3","130.7","18.62","","","","","","","","",""
"1982","127.3","130.3","18.63","","","","","","","","",""
"1983","127.3","130.3","18.63","","","","","","","","",""
"1984","127.3","130.3","18.63","","","","","","","","",""
"1985","127.3","130.3","18.63","","","","","","","","",""
"1986","127.3","130.3","18.63","","","","","","","","",""
"1987","127.3","130.3","18.62","","","","","","","","",""
"1988","127.3","130.3","18.63","","","","","","","","",""
"1989","127.3","130.3","18.62","","","","","","","","",""
"1990","127.4","130.7","18.63","","","","","","","","",""
"1991","127.3","130.3","18.64","","","","","","","","",""
"1992","127.3","130.3","18.63","","","","","","","","",""
"1993","127.4","130.3","18.63","","","","","","","","",""
"1994","127.3","130.3","18.63","","","","","","","","",""
"1995","127.4","130.3","18.63","","","","","","","","",""
"1996","127.3","130.3","18.63","","","","","","","","",""
"1997","127.3","130.7","18.63","","","","","","","","",""
"1998","127.4","130.3","18.63","","","","","","","","",""
"1999","127.4","130.3","18.63","","","","","","","","",""
"2000","127.3","130.3","18.63","","","","","","","","",""
"2001","127.3","130.3","18.63","","","","","","","","",""
"2002","127.4","130.3","18.63","","","","","","","","",""
"2003","127.3","130.3","18.63","","","","","","","","",""
"2004","127.3","130.3","18.63","","","","","","","","",""
"2005","127.4","130.3","18.63","","","","","","","","",""
"2006","127.4","130.3","18.63","","","","","","","","",""
"2007","127.4","130.3","18.63","","","","","","","","",""
"2008","127.3","130.7","18.63","","","","","","","","",""
"2009","127.4","130.3","18.63","","","","","","","","",""
"2010","127.4","130.3","18.63","","","","","","","","",""
"2011","127.3","130.3","18.64","","","","","","","","",""
"2012","127.3","130.7","18.63","","","","","","","","",""
"2013","127.3","130.3","18.63","","","","","","","","",""
"2014","127.4","130.3","18.63","","","","","","","","",""
"2015","127.3","130.3","18.63","","","","","","","","",""
"2016","127.4","130.7","18.64","","","","","","","","",""
"2017","127.4","130.3","18.63","","","","","","","","",""
"2018","127.4","130.3","18.64","","","","","","","","",""
"2019","127.4","130.7","18.64","","","","","","","","",""
"2020","127.4","130.7","18.63","","","","","","","","",""
"2021","127.4","130.7","18.64","","","","","","","","",""
"2022","127.4","130.3","18.63","","","","","","","","",""
"2023","127.4","130.7","18.63","","","","","","","","",""
"2024","127.4","130.3","18.64","","","","","","","","",""
"2025","127.4","130.3","18.64","","","","","","","","",""
"2026","127.3","130.3","18.63","","","","","","","","",""
"2027","127.4","130.7","18.64","","","","","","","","",""
"2028","127.4","130.3","18.63","","","","","","","","",""
"2029","127.4","130.3","18.63","","","","","","","","",""
"2030","127.4","130.3","18.63","","","","","","","","",""
"2031","127.4","130.3","18.64","","","","","","","","",""
"2032","127.4","130.7","18.64","","","","","","","","",""
"2033","127.4","130.3","18.64","","","","","","","","",""
"2034","127.4","130.3","18.63","","","","","","","","",""
"2035","127.4","130.7","18.63","","","","","","","","",""
"2036","127.4","130.7","18.63","","","","","","","","",""
"2037","127.4","130.3","18.64","","","","","","","","",""
"2038","127.4","130.7","18.64","","","","","","","","",""
"2039","127.5","130.7","18.64","","","","","","","","",""
"2040","127.5","130.7","18.64","","","","","","","","",""
"2041","127.4","130.3","18.66","","","","","","","","",""
"2042","127.4","130.3","18.63","","","","","","","","",""
"2043","127.5","130.3","18.64","","","","","","","","",""
"2044","127.3","130.3","18.64","","","","","","","","",""
"2045","127.5","130.7","18.64","","","","","","","","",""
"2046","127.4","130.7","18.64","","","","","","","","",""
"2047","127.5","130.7","18.64","","","","","","","","",""
"2048","127.4","130.3","18.64","","","","","","","","",""
"2049","127.5","130.3","18.63","","","","","","","","",""
"2050","127.4","130.3","18.64","","","","","","","","",""
"2051","127.4","130.7","18.64","","","","","","","","",""
"2052","127.4","130.3","18.64","","","","","","","","",""
"2053","127.4","130.7","18.63","","","","","","","","",""
"2054","127.5","130.7","18.64","","","","","","","","",""
"2055","127.4","130.7","18.64","","","","","","","","",""
"2056","127.4","130.3","18.64","","","","","","","","",""
"2057","127.4","130.7","18.64","","","","","","","","",""
"2058","127.5","130.7","18.64","","","","","","","","",""
"2059","127.5","130.3","18.64","","","","","","","","",""
"2060","127.4","130.7","18.64","","","","","","","","",""
"2061","127.4","130.3","18.64","","","","","","","","",""
"2062","127.4","130.3","18.64","","","","","","","","",""
"2063","127.5","130.3","18.64","","","","","","","","",""
"2064","127.4","130.7","18.64","","","","","","","","",""
"2065","127.5","130.7","18.64","","","","","","","","",""
"2066","127.5","130.3","18.64","","","","","","","","",""
"2067","127.5","130.7","18.64","","","","","","","","",""
"2068","127.4","130.3","18.64","","","","","","","","",""
"2069","127.5","130.3","18.64","","","","","","","","",""
"2070","127.4","130.3","18.64","","","","","","","","",""
"2071","127.4","130.7","18.64","","","","","","","","",""
"2072","127.4","130.7","18.64","","","","","","","","",""
"2073","127.5","130.3","18.64","","","","","","","","",""
"2074","127.4","130.7","18.64","","","","","","","","",""
"2075","127.5","130.3","18.64","","","","","","","","",""
"2076","127.5","130.3","18.64","","","","","","","","",""
"2077","127.5","130.7","18.66","","","","","","","","",""
"2078","127.5","130.7","18.64","","","","","","","","",""
"2079","127.5","130.7","18.64","","","","","","","","",""
"2080","127.5","130.7","18.64","","","","","","","","",""
"2081","127.4","130.7","18.64","","","","","","","","",""
"2082","127.5","130.3","18.64","","","","","","","","",""
"2083","127.5","130.7","18.64","","","","","","","","",""
"2084","127.5","130.7","18.64","","","","","","","","",""
"2085","127.4","130.7","18.64","","","","","","","","",""
"2086","127.5","130.7","18.66","","","","","","","","",""
"2087","127.5","130.3","18.66","","","","","","","","",""
"2088","127.5","130.3","18.66","","","","","","","","",""
"2089","127.5","130.7","18.64","","","","","","","","",""
"2090","127.5","130.3","18.66","","","","","","","","",""
"2091","127.5","130.7","18.64","","","","","","","","",""
"2092","127.5","130.7","18.66","","","","","","","","",""
"2093","127.6","130.7","18.66","","","","","","","","",""
"2094","127.6","130.3","18.64","","","","","","","","",""
"2095","127.5","130.7","18.66","","","","","","","","",""
"2096","127.5","130.3","18.66","","","","","","","","",""
"2097","127.5","130.7","18.66","","","","","","","","",""
"2098","127.5","130.7","18.64","","","","","","","","",""
"2099","127.5","130.7","18.64","","","","","","","","",""
"2100","127.4","130.3","18.66","","","","","","","","",""
"2101","127.5","130.7","18.64","","","","","","","","",""
"2102","127.5","130.7","18.66","","","","","","","","",""
"2103","127.5","130.7","18.66","","","","","","","","",""
"2104","127.6","130.7","18.66","","","","","","","","",""
"2105","127.5","130.7","18.66","","","","","","","","",""
"2106","127.5","130.3","18.66","","","","","","","","",""
"2107","127.6","130.7","18.66","","","","","","","","",""
"2108","127.5","130.7","18.66","","","","","","","","",""
"2109","127.6","130.7","18.66","","","","","","","","",""
"2110","127.5","130.3","18.66","","","","","","","","",""
"2111","127.5","130.7","18.66","","","","","","","","",""
"2112","127.5","130.7","18.66","","","","","","","","",""
"2113","127.6","130.7","18.66","","","","","","","","",""
"2114","127.5","130.7","18.66","","","","","","","","",""
"2115","127.6","130.7","18.66","","","","","","","","",""
"2116","127.6","130.7","18.66","","","","","","","","",""
"2117","127.6","130.7","18.66","","","","","","","","",""
"2118","127.6","130.7","18.66","","","","","","","","",""
"2119","127.6","130.7","18.66","","","","","","","","",""
"2120","127.5","130.7","18.66","","","","","","","","",""
"2121","127.6","130.7","18.66","","","","","","","","",""
"2122","127.6","130.7","18.66","","","","","","","","",""
"2123","127.6","130.7","18.66","","","","","","","","",""
"2124","127.6","130.7","18.66","","","","","","","","",""
"2125","127.6","130.7","18.66","","","","","","","","",""
"2126","127.6","130.7","18.66","","","","","","","","",""
"2127","127.5","130.7","18.66","","","","","","","","",""
"2128","127.6","130.7","18.66","","","","","","","","",""
"2129","127.5","130.3","18.66","","","","","","","","",""
"2130","127.6","130.7","18.66","","","","","","","","",""
"2131","127.6","130.3","18.66","","","","","","","","",""
"2132","127.5","130.3","18.66","","","","","","","","",""
"2133","127.5","130.3","18.66","","","","","","","","",""
"2134","127.6","130.7","18.66","","","","","","","","",""
"2135","127.5","130.7","18.66","","","","","","","","",""
"2136","127.6","130.7","18.67","","","","","","","","",""
"2137","127.6","130.7","18.67","","","","","","","","",""
"2138","127.6","130.3","18.66","","","","","","","","",""
"2139","127.6","130.3","18.67","","","","","","","","",""
"2140","127.6","130.7","18.67","","","","","","","","",""
"2141","127.6","130.3","18.67","","","","","","","","",""
"2142","127.6","130.7","18.66","","","","","","","","",""
"2143","127.6","130.7","18.67","","","","","","","","",""
"2144","127.6","130.7","18.67","","","","","","","","",""
"2145","127.6","130.7","18.67","","","","","","","","",""
"2146","127.6","130.7","18.66","","","","","","","","",""
"2147","127.6","130.3","18.66","","","","","","","","",""
"2148","127.5","130.3","18.67","","","","","","","","",""
"2149","127.6","130.7","18.67","","","","","","","","",""
"2150","127.6","130.7","18.67","","","","","","","","",""
"2151","127.6","130.7","18.67","","","","","","","","",""
"2152","127.6","130.7","18.67","","","","","","","","",""
"2153","127.6","130.7","18.67","","","","","","","","",""
"2154","127.6","130.7","18.67","","","","","","","","",""
"2155","127.6","130.7","18.67","","","","","","","","",""
"2156","127.6","130.7","18.67","","","","","","","","",""
"2157","127.6","130.7","18.67","","","","","","","","",""
"2158","127.6","130.7","18.67","","","","","","","","",""
"2159","127.6","130.7","18.67","","","","","","","","",""
"2160","127.6","130.7","18.67","","","","","","","","",""
"2161","127.6","130.7","18.67","","","","","","","","",""
"2162","127.6","130.7","18.67","","","","","","","","",""
"2163","127.6","130.7","18.67","","","","","","","","",""
"2164","127.6","130.7","18.68","","","","","","","","",""
"2165","127.6","130.7","18.67","","","","","","","","",""
"2166","127.6","130.7","18.68","","","","","","","","",""
"2167","127.6","130.3","18.68","","","","","","","","",""
"2168","127.6","130.7","18.67","","","","","","","","",""
"2169","127.6","130.7","18.68","","","","","","","","",""
"2170","127.6","130.7","18.68","","","","","","","","",""
"2171","127.6","130.7","18.67","","","","","","","","",""
"2172","127.6","130.7","18.68","","","","","","","","",""
"2173","127.6","130.7","18.67","","","","","","","","",""
"2174","127.6","130.7","18.68","","","","","","","","",""
"2175","127.6","130.7","18.68","","","","","","","","",""
"2176","127.6","130.7","18.67","","","","","","","","",""
"2177","127.6","130.7","18.68","","","","","","","","",""
"2178","127.6","130.7","18.68","","","","","","","","",""
"2179","127.6","130.7","18.68","","","","","","","","",""
"2180","127.6","130.7","18.68","","","","","","","","",""
"2181","127.6","130.7","18.68","","","","","","","","",""
"2182","127.6","130.7","18.68","","","","","","","","",""
"2183","127.6","130.7","18.68","","","","","","","","",""
"2184","127.6","130.7","18.68","","","","","","","","",""
"2185","127.6","130.7","18.68","","","","","","","","",""
"2186","127.6","130.7","18.68","","","","","","","","",""
"2187","127.6","130.7","18.70","","","","","","","","",""
"2188","127.6","130.7","18.68","","","","","","","","",""
"2189","127.6","130.7","18.68","","","","","","","","",""
"2190","127.6","130.7","18.68","","","","","","","","",""
"2191","127.6","130.7","18.68","","","","","","","","",""
"2192","127.6","130.7","18.70","","","","","","","","",""
"2193","127.6","130.7","18.68","","","","","","","","",""
"2194","127.6","130.7","18.68","","","","","","","","",""
"2195","127.6","130.7","18.68","","","","","","","","",""
"2196","127.6","130.7","18.70","","","","","","","","",""
"2197","127.6","130.7","18.68","","","","","","","","",""
"2198","127.6","130.7","18.68","","","","","","","","",""
"2199","127.6","130.7","18.68","","","","","","","","",""
"2200","127.6","130.7","18.68","","","","","","","","",""
"2201","127.6","130.7","18.68","","","","","","","","",""
"2202","127.7","130.7","18.68","","","","","","","","",""
"2203","127.6","130.7","18.68","","","","","","","","",""
"2204","127.6","130.7","18.70","","","","","","","","",""
"2205","127.6","130.7","18.68","","","","","","","","",""
"2206","127.6","130.7","18.70","","","","","","","","",""
"2207","127.6","130.7","18.68","","","","","","","","",""
"2208","127.6","130.7","18.70","","","","","","","","",""
"2209","127.6","130.7","18.70","","","","","","","","",""
"2210","127.6","130.7","18.70","","","","","","","","",""
"2211","127.6","130.7","18.70","","","","","","","","",""
"2212","127.6","130.7","18.70","","","","","","","","",""
"2213","127.6","130.7","18.70","","","","","","","","",""
"2214","127.7","130.7","18.70","","","","","","","","",""
"2215","127.6","130.7","18.70","","","","","","","","",""
"2216","127.7","130.7","18.70","","","","","","","","",""
"2217","127.6","130.7","18.70","","","","","","","","",""
"2218","127.7","130.7","18.70","","","","","","","","",""
"2219","127.6","130.7","18.70","","","","","","","","",""
"2220","127.6","130.7","18.70","","","","","","","","",""
"2221","127.6","130.7","18.70","","","","","","","","",""
"2222","127.6","130.7","18.70","","","","","","","","",""
"2223","127.7","130.7","18.70","","","","","","","","",""
"2224","127.6","130.7","18.70","","","","","","","","",""
"2225","127.7","130.7","18.70","","","","","","","","",""
"2226","127.7","130.7","18.71","","","","","","","","",""
"2227","127.6","130.7","18.70","","","","","","","","",""
"2228","127.6","130.7","18.71","","","","","","","","",""
"2229","127.6","130.7","18.70","","","","","","","","",""
"2230","127.6","130.7","18.70","","","","","","","","",""
"2231","127.6","130.7","18.71","","","","","","","","",""
"2232","127.6","130.7","18.70","","","","","","","","",""
"2233","127.6","130.7","18.70","","","","","","","","",""
"2234","127.7","131.1","18.70","","","","","","","","",""
"2235","127.7","130.7","18.70","","","","","","","","",""
"2236","127.7","130.7","18.70","","","","","","","","",""
"2237","127.7","130.7","18.70","","","","","","","","",""
"2238","127.6","130.7","18.70","","","","","","","","",""
"2239","127.7","130.7","18.71","","","","","","","","",""
"2240","127.7","130.7","18.71","","","","","","","","",""
"2241","127.7","130.7","18.71","","","","","","","","",""
"2242","127.7","130.7","18.70","","","","","","","","",""
"2243","127.7","130.7","18.70","","","","","","","","",""
"2244","127.7","130.7","18.71","","","","","","","","",""
"2245","127.7","130.7","18.70","","","","","","","","",""
"2246","127.7","130.7","18.70","","","","","","","","",""
"2247","127.7","130.7","18.70","","","","","","","","",""
"2248","127.7","130.7","18.70","","","","","","","","",""
"2249","127.7","130.7","18.71","","","","","","","","",""
"2250","127.7","131.1","18.71","","","","","","","","",""
"2251","127.6","130.7","18.70","","","","","","","","",""
"2252","127.7","130.7","18.71","","","","","","","","",""
"2253","127.7","130.7","18.70","","","","","","","","",""
"2254","127.7","130.7","18.71","","","","","","","","",""
"2255","127.6","130.7","18.71","","","","","","","","",""
"2256","127.8","130.7","18.71","","","","","","","","",""
"2257","127.8","131.1","18.71","","","","","","","","",""
"2258","127.7","130.7","18.71","","","","","","","","",""
"2259","127.7","130.7","18.70","","","","","","","","",""
"2260","127.7","130.7","18.71","","","","","","","","",""
"2261","127.7","130.7","18.71","","","","","","","","",""
"2262","127.7","130.7","18.71","","","","","","","","",""
"2263","127.7","130.7","18.71","","","","","","","","",""
"2264","127.7","130.7","18.71","","","","","","","","",""
"2265","127.7","130.7","18.71","","","","","","","","",""
"2266","127.7","130.7","18.71","","","","","","","","",""
"2267","127.7","130.7","18.71","","","","","","","","",""
"2268","127.7","130.7","18.71","","","","","","","","",""
"2269","127.7","130.7","18.71","","","","","","","","",""
"2270","127.8","130.7","18.71","","","","","","","","",""
"2271","127.7","130.7","18.71","","","","","","","","",""
"2272","127.7","130.7","18.71","","","","","","","","",""
"2273","127.7","130.7","18.71","","","","","","","","",""
"2274","127.7","130.7","18.72","","","","","","","","",""
"2275","127.7","130.7","18.71","","","","","","","","",""
"2276","127.7","130.7","18.71","","","","","","","","",""
"2277","127.7","130.7","18.71","","","","","","","","",""
"2278","127.7","130.7","18.72","","","","","","","","",""
"2279","127.8","130.7","18.72","","","","","","","","",""
"2280","127.8","130.7","18.72","","","","","","","","",""
"2281","127.7","130.7","18.71","","","","","","","","",""
"2282","127.8","130.7","18.72","","","","","","","","",""
"2283","127.8","130.7","18.72","","","","","","","","",""
"2284","127.8","130.7","18.71","","","","","","","","",""
"2285","127.8","130.7","18.72","","","","","","","","",""
"2286","127.8","130.7","18.71","","","","","","","","",""
"2287","127.7","131.1","18.72","","","","","","","","",""
"2288","127.7","130.7","18.72","","","","","","","","",""
"2289","127.8","130.7","18.72","","","","","","","","",""
"2290","127.7","130.7","18.72","","","","","","","","",""
"2291","127.7","130.7","18.72","","","","","","","","",""
"2292","127.7","130.7","18.72","","","","","","","","",""
"2293","127.8","130.7","18.72","","","","","","","","",""
"2294","127.7","130.7","18.72","","","","","","","","",""
"2295","127.8","130.7","18.72","","","","","","","","",""
"2296","127.8","130.7","18.72","","","","","","","","",""
"2297","127.8","130.7","18.72","","","","","","","","",""
"2298","127.7","130.7","18.72","","","","","","","","",""
"2299","127.8","130.7","18.72","","","","","","","","",""
"2300","127.8","130.7","18.72","","","","","","","","",""
"2301","127.8","130.7","18.72","","","","","","","","",""
"2302","127.7","131.1","18.74","","","","","","","","",""
"2303","127.8","130.7","18.72","","","","","","","","",""
"2304","127.8","130.7","18.72","","","","","","","","",""
"2305","127.8","130.7","18.72","","","","","","","","",""
"2306","127.8","130.7","18.74","","","","","","","","",""
"2307","127.8","130.7","18.72","","","","","","","","",""
"2308","127.8","130.7","18.72","","","","","","","","",""
"2309","127.8","130.7","18.72","","","","","","","","",""
"2310","127.8","130.7","18.74","","","","","","","","",""
"2311","127.8","130.7","18.74","","","","","","","","",""
"2312","127.8","131.1","18.74","","","","","","","","",""
"2313","127.8","130.7","18.74","","","","","","","","",""
"2314","127.8","130.7","18.74","","","","","","","","",""
"2315","127.8","130.7","18.74","","","","","","","","",""
"2316","127.8","131.1","18.74","","","","","","","","",""
"2317","127.8","130.7","18.74","","","","","","","","",""
"2318","127.8","130.7","18.74","","","","","","","","",""
"2319","127.8","130.7","18.74","","","","","","","","",""
"2320","127.8","130.7","18.74","","","","","","","","",""
"2321","127.8","131.1","18.74","","","","","","","","",""
"2322","127.8","130.7","18.74","","","","","","","","",""
"2323","127.8","130.7","18.74","","","","","","","","",""
"2324","127.8","130.7","18.74","","","","","","","","",""
"2325","127.8","130.7","18.74","","","","","","","","",""
"2326","127.8","131.1","18.74","","","","","","","","",""
"2327","127.8","131.1","18.74","","","","","","","","",""
"2328","127.8","130.7","18.74","","","","","","","","",""
"2329","127.8","130.7","18.74","","","","","","","","",""
"2330","127.8","130.7","18.74","","","","","","","","",""
"2331","127.8","130.7","18.74","","","","","","","","",""
"2332","127.8","130.7","18.74","","","","","","","","",""
"2333","127.8","130.7","18.74","","","","","","","","",""
"2334","127.8","130.7","18.74","","","","","","","","",""
"2335","127.8","131.1","18.74","","","","","","","","",""
"2336","127.7","131.1","18.74","","","","","","","","",""
"2337","127.8","130.7","18.74","","","","","","","","",""
"2338","127.8","130.7","18.74","","","","","","","","",""
"2339","127.8","131.1","18.74","","","","","","","","",""
"2340","127.8","131.1","18.74","","","","","","","","",""
"2341","127.8","130.7","18.74","","","","","","","","",""
"2342","127.8","130.7","18.75","","","","","","","","",""
"2343","127.8","130.7","18.74","","","","","","","","",""
"2344","127.8","130.7","18.74","","","","","","","","",""
"2345","127.8","130.7","18.74","","","","","","","","",""
"2346","127.8","131.1","18.74","","","","","","","","",""
"2347","127.8","130.7","18.74","","","","","","","","",""
"2348","127.8","131.1","18.74","","","","","","","","",""
"2349","127.8","130.7","18.74","","","","","","","","",""
"2350","127.8","130.7","18.74","","","","","","","","",""
"2351","127.8","131.1","18.75","","","","","","","","",""
"2352","127.9","130.7","18.74","","","","","","","","",""
"2353","127.8","130.7","18.75","","","","","","","","",""
"2354","127.8","130.7","18.75","","","","","","","","",""
"2355","127.8","131.1","18.74","","","","","","","","",""
"2356","127.8","130.7","18.75","","","","","","","","",""
"2357","127.8","130.7","18.74","","","","","","","","",""
"2358","127.8","130.7","18.75","","","","","","","","",""
"2359","127.8","131.1","18.75","","","","","","","","",""
"2360","127.8","131.1","18.75","","","","","","","","",""
"2361","127.9","131.1","18.75","","","","","","","","",""
"2362","127.8","130.7","18.75","","","","","","","","",""
"2363","127.8","131.1","18.75","","","","","","","","",""
"2364","127.8","130.7","18.75","","","","","","","","",""
"2365","127.9","130.7","18.75","","","","","","","","",""
"2366","127.8","131.1","18.75","","","","","","","","",""
"2367","127.8","130.7","18.75","","","","","","","","",""
"2368","127.8","131.1","18.75","","","","","","","","",""
"2369","127.8","131.1","18.75","","","","","","","","",""
"2370","127.8","130.7","18.75","","","","","","","","",""
"2371","127.8","130.7","18.75","","","","","","","","",""
"2372","127.8","130.7","18.75","","","","","","","","",""
"2373","127.9","130.7","18.76","","","","","","","","",""
"2374","127.9","130.7","18.75","","","","","","","","",""
"2375","127.8","130.7","18.75","","","","","","","","",""
"2376","127.8","131.1","18.75","","","","","","","","",""
"2377","127.9","130.7","18.75","","","","","","","","",""
"2378","127.8","131.1","18.76","","","","","","","","",""
"2379","127.8","131.1","18.75","","","","","","","","",""
"2380","127.8","130.7","18.76","","","","","","","","",""
"2381","127.8","130.7","18.75","","","","","","","","",""
"2382","127.9","130.7","18.76","","","","","","","","",""
"2383","127.9","130.7","18.76","","","","","","","","",""
"2384","127.9","130.7","18.76","","","","","","","","",""
"2385","127.9","130.7","18.76","","","","","","","","",""
"2386","127.9","131.1","18.76","","","","","","","","",""
"2387","127.8","131.1","18.76","","","","","","","","",""
"2388","127.8","131.1","18.76","","","","","","","","",""
"2389","127.8","130.7","18.76","","","","","","","","",""
"2390","127.8","131.1","18.78","","","","","","","","",""
"2391","127.9","130.7","18.76","","","","","","","","",""
"2392","127.8","130.7","18.76","","","","","","","","",""
"2393","127.8","131.1","18.78","","","","","","","","",""
"2394","127.8","130.7","18.76","","","","","","","","",""
"2395","127.9","130.7","18.76","","","","","","","","",""
"2396","127.9","130.7","18.76","","","","","","","","",""
"2397","127.9","130.7","18.76","","","","","","","","",""
"2398","127.9","130.7","18.78","","","","","","","","",""
"2399","127.9","131.1","18.76","","","","","","","","",""
"2400","127.8","131.1","18.76","","","","","","","","",""
"2401","128.0","130.7","18.76","","","","","","","","",""
"2402","127.9","131.1","18.76","","","","","","","","",""
"2403","127.8","131.1","18.78","","","","","","","","",""
"2404","127.9","131.1","18.76","","","","","","","","",""
"2405","127.8","131.1","18.78","","","","","","","","",""
"2406","127.9","131.1","18.76","","","","","","","","",""
"2407","127.9","131.1","18.78","","","","","","","","",""
"2408","127.9","131.1","18.78","","","","","","","","",""
"2409","127.9","131.1","18.78","","","","","","","","",""
"2410","127.9","131.1","18.78","","","","","","","","",""
"2411","127.9","131.1","18.78","","","","","","","","",""
"2412","127.9","131.1","18.78","","","","","","","","",""
"2413","127.9","131.1","18.78","","","","","","","","",""
"2414","127.9","131.1","18.78","","","","","","","","",""
"2415","127.9","131.0","18.79","","","","","","","","",""
"2416","128.0","130.7","18.78","","","","","","","","",""
"2417","127.9","131.0","18.79","","","","","","","","",""
"2418","127.9","131.1","18.78","","","","","","","","",""
"2419","127.9","131.1","18.78","","","","","","","","",""
"2420","127.9","131.1","18.78","","","","","","","","",""
"2421","128.0","131.1","18.78","","","","","","","","",""
"2422","127.9","131.1","18.78","","","","","","","","",""
"2423","127.9","131.0","18.79","","","","","","","","",""
"2424","127.9","131.1","18.78","","","","","","","","",""
"2425","127.9","131.0","18.79","","","","","","","","",""
"2426","127.9","131.1","18.78","","","","","","","","",""
"2427","127.9","130.7","18.76","","","","","","","","",""
"2428","127.9","131.1","18.78","","","","","","","","",""
"2429","127.9","131.1","18.78","","","","","","","","",""
"2430","128.0","130.7","18.78","","","","","","","","",""
"2431","128.0","131.1","18.78","","","","","","","","",""
"2432","128.0","131.1","18.78","","","","","","","","",""
"2433","128.0","131.1","18.78","","","","","","","","",""
"2434","127.9","131.1","18.78","","","","","","","","",""
"2435","127.9","130.7","18.78","","","","","","","","",""
"2436","128.0","131.1","18.78","","","","","","","","",""
"2437","128.0","131.1","18.78","","","","","","","","",""
"2438","128.0","131.1","18.78","","","","","","","","",""
"2439","128.0","131.0","18.79","","","","","","","","",""
"2440","127.9","131.1","18.78","","","","","","","","",""
"2441","127.9","131.1","18.78","","","","","","","","",""
"2442","127.9","131.1","18.78","","","","","","","","",""
"2443","128.0","131.1","18.78","","","","","","","","",""
"2444","128.0","131.0","18.79","","","","","","","","",""
"2445","128.0","131.1","18.78","","","","","","","","",""
"2446","128.0","131.0","18.79","","","","","","","","",""
"2447","128.0","131.0","18.79","","","","","","","","",""
"2448","128.0","131.1","18.78","","","","","","","","",""
"2449","128.0","131.0","18.79","","","","","","","","",""
