"Plot Title: mgas_station_5"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10700193, SEN S/N: 10700193)","High Range, μS/cm (LGR S/N: 10700193, SEN S/N: 10700193)","Temp, °C (LGR S/N: 10700193, SEN S/N: 10700193)","Coupler Detached (LGR S/N: 10700193)","End Of File (LGR S/N: 10700193)"
2279,05/25/23 03:09:50 PM,110.7,374.3,18.18,,
2280,05/25/23 03:09:55 PM,110.7,375.3,18.18,,
2281,05/25/23 03:10:00 PM,110.7,374.3,18.18,,
2282,05/25/23 03:10:05 PM,110.3,374.3,18.18,,
2283,05/25/23 03:10:10 PM,110.3,375.3,18.18,,
2284,05/25/23 03:10:15 PM,110.7,374.3,18.18,,
2285,05/25/23 03:10:20 PM,110.7,375.3,18.18,,
2286,05/25/23 03:10:25 PM,110.7,374.3,18.18,,
2287,05/25/23 03:10:30 PM,110.7,375.3,18.18,,
2288,05/25/23 03:10:35 PM,110.7,375.3,18.18,,
2289,05/25/23 03:10:40 PM,110.7,375.3,18.18,,
2290,05/25/23 03:10:45 PM,110.7,374.3,18.19,,
2291,05/25/23 03:10:50 PM,110.7,375.3,18.19,,
2292,05/25/23 03:10:55 PM,110.3,375.3,18.19,,
2293,05/25/23 03:11:00 PM,110.7,374.3,18.19,,
2294,05/25/23 03:11:05 PM,110.7,375.3,18.21,,
2295,05/25/23 03:11:10 PM,110.7,374.3,18.19,,
2296,05/25/23 03:11:15 PM,110.7,374.3,18.18,,
2297,05/25/23 03:11:20 PM,110.3,375.3,18.19,,
2298,05/25/23 03:11:25 PM,110.3,375.3,18.19,,
2299,05/25/23 03:11:30 PM,110.7,374.3,18.18,,
2300,05/25/23 03:11:35 PM,110.7,374.3,18.19,,
2301,05/25/23 03:11:40 PM,110.7,375.3,18.19,,
2302,05/25/23 03:11:45 PM,110.3,375.3,18.19,,
2303,05/25/23 03:11:50 PM,110.7,375.3,18.18,,
2304,05/25/23 03:11:55 PM,110.7,374.3,18.19,,
2305,05/25/23 03:12:00 PM,110.7,374.3,18.19,,
2306,05/25/23 03:12:05 PM,110.7,375.3,18.19,,
2307,05/25/23 03:12:10 PM,110.3,374.3,18.18,,
2308,05/25/23 03:12:15 PM,110.7,375.3,18.19,,
2309,05/25/23 03:12:20 PM,110.7,374.3,18.19,,
2310,05/25/23 03:12:25 PM,110.7,375.3,18.19,,
2311,05/25/23 03:12:30 PM,110.7,374.3,18.21,,
2312,05/25/23 03:12:35 PM,110.7,375.3,18.21,,
2313,05/25/23 03:12:40 PM,110.7,375.3,18.21,,
2314,05/25/23 03:12:45 PM,110.7,375.3,18.19,,
2315,05/25/23 03:12:50 PM,110.7,374.3,18.21,,
2316,05/25/23 03:12:55 PM,110.7,375.3,18.21,,
2317,05/25/23 03:13:00 PM,110.7,375.3,18.21,,
2318,05/25/23 03:13:05 PM,110.7,375.3,18.21,,
2319,05/25/23 03:13:10 PM,110.7,375.3,18.21,,
2320,05/25/23 03:13:15 PM,110.7,375.3,18.21,,
2321,05/25/23 03:13:20 PM,110.7,375.3,18.21,,
2322,05/25/23 03:13:25 PM,110.7,375.3,18.21,,
2323,05/25/23 03:13:30 PM,110.7,374.3,18.21,,
2324,05/25/23 03:13:35 PM,110.7,374.3,18.21,,
2325,05/25/23 03:13:40 PM,110.7,374.3,18.21,,
2326,05/25/23 03:13:45 PM,110.7,374.3,18.21,,
2327,05/25/23 03:13:50 PM,110.7,374.3,18.22,,
2328,05/25/23 03:13:55 PM,110.7,375.3,18.22,,
2329,05/25/23 03:14:00 PM,110.7,374.3,18.21,,
2330,05/25/23 03:14:05 PM,110.7,375.3,18.21,,
2331,05/25/23 03:14:10 PM,110.3,375.3,18.19,,
2332,05/25/23 03:14:15 PM,110.3,375.3,18.19,,
2333,05/25/23 03:14:20 PM,110.7,374.3,18.21,,
2334,05/25/23 03:14:25 PM,110.7,375.3,18.21,,
2335,05/25/23 03:14:30 PM,110.7,374.3,18.22,,
2336,05/25/23 03:14:35 PM,110.7,374.3,18.22,,
2337,05/25/23 03:14:40 PM,110.7,374.3,18.22,,
2338,05/25/23 03:14:45 PM,110.7,374.3,18.22,,
2339,05/25/23 03:14:50 PM,110.7,374.3,18.22,,
2340,05/25/23 03:14:55 PM,110.7,374.3,18.22,,
2341,05/25/23 03:15:00 PM,110.7,374.3,18.22,,
2342,05/25/23 03:15:05 PM,110.7,375.3,18.22,,
2343,05/25/23 03:15:10 PM,110.7,374.3,18.22,,
2344,05/25/23 03:15:15 PM,110.7,374.3,18.22,,
2345,05/25/23 03:15:20 PM,110.7,374.3,18.22,,
2346,05/25/23 03:15:25 PM,110.7,374.3,18.21,,
2347,05/25/23 03:15:30 PM,110.7,374.3,18.22,,
2348,05/25/23 03:15:35 PM,110.7,374.3,18.22,,
2349,05/25/23 03:15:40 PM,110.7,374.3,18.22,,
2350,05/25/23 03:15:45 PM,110.7,374.3,18.23,,
2351,05/25/23 03:15:50 PM,110.7,374.3,18.23,,
2352,05/25/23 03:15:55 PM,110.7,374.3,18.22,,
2353,05/25/23 03:16:00 PM,110.7,374.3,18.22,,
2354,05/25/23 03:16:05 PM,110.3,374.3,18.22,,
2355,05/25/23 03:16:10 PM,110.7,375.3,18.22,,
2356,05/25/23 03:16:15 PM,110.7,375.3,18.22,,
2357,05/25/23 03:16:20 PM,110.7,374.3,18.22,,
2358,05/25/23 03:16:25 PM,110.7,374.3,18.22,,
2359,05/25/23 03:16:30 PM,110.7,375.3,18.22,,
2360,05/25/23 03:16:35 PM,110.7,375.3,18.22,,
2361,05/25/23 03:16:40 PM,110.7,374.3,18.23,,
2362,05/25/23 03:16:45 PM,110.7,374.3,18.23,,
2363,05/25/23 03:16:50 PM,110.7,374.3,18.23,,
2364,05/25/23 03:16:55 PM,110.7,374.3,18.23,,
2365,05/25/23 03:17:00 PM,110.7,374.3,18.23,,
2366,05/25/23 03:17:05 PM,110.7,374.3,18.23,,
2367,05/25/23 03:17:10 PM,110.7,374.3,18.23,,
2368,05/25/23 03:17:15 PM,110.7,374.3,18.23,,
2369,05/25/23 03:17:20 PM,110.7,374.3,18.23,,
2370,05/25/23 03:17:25 PM,110.7,374.3,18.23,,
2371,05/25/23 03:17:30 PM,110.7,374.3,18.23,,
2372,05/25/23 03:17:35 PM,110.7,374.3,18.25,,
2373,05/25/23 03:17:40 PM,110.7,374.3,18.25,,
2374,05/25/23 03:17:45 PM,110.7,374.3,18.25,,
2375,05/25/23 03:17:50 PM,110.7,374.3,18.26,,
2376,05/25/23 03:17:55 PM,110.7,374.3,18.25,,
2377,05/25/23 03:18:00 PM,110.7,374.3,18.25,,
2378,05/25/23 03:18:05 PM,110.7,374.3,18.25,,
2379,05/25/23 03:18:10 PM,110.7,374.3,18.25,,
2380,05/25/23 03:18:15 PM,110.7,374.3,18.25,,
2381,05/25/23 03:18:20 PM,110.7,374.3,18.25,,
2382,05/25/23 03:18:25 PM,110.7,374.3,18.25,,
2383,05/25/23 03:18:30 PM,110.7,374.3,18.25,,
2384,05/25/23 03:18:35 PM,110.7,374.3,18.23,,
2385,05/25/23 03:18:40 PM,110.7,374.3,18.25,,
2386,05/25/23 03:18:45 PM,110.7,374.3,18.25,,
2387,05/25/23 03:18:50 PM,110.7,374.3,18.26,,
2388,05/25/23 03:18:55 PM,110.7,374.3,18.26,,
2389,05/25/23 03:19:00 PM,110.7,374.3,18.26,,
2390,05/25/23 03:19:05 PM,110.7,374.3,18.25,,
2391,05/25/23 03:19:10 PM,110.7,374.3,18.25,,
2392,05/25/23 03:19:15 PM,110.7,374.3,18.26,,
2393,05/25/23 03:19:20 PM,110.7,374.3,18.25,,
2394,05/25/23 03:19:25 PM,110.7,374.3,18.25,,
2395,05/25/23 03:19:30 PM,110.7,374.3,18.26,,
2396,05/25/23 03:19:35 PM,110.7,374.3,18.25,,
2397,05/25/23 03:19:40 PM,110.7,374.3,18.25,,
2398,05/25/23 03:19:45 PM,110.7,374.3,18.25,,
2399,05/25/23 03:19:50 PM,110.7,374.3,18.25,,
2400,05/25/23 03:19:55 PM,110.7,374.3,18.25,,
2401,05/25/23 03:20:00 PM,110.7,375.3,18.26,,
2402,05/25/23 03:20:05 PM,110.7,374.3,18.26,,
2403,05/25/23 03:20:10 PM,110.7,374.3,18.26,,
2404,05/25/23 03:20:15 PM,110.7,374.3,18.26,,
2405,05/25/23 03:20:20 PM,110.7,374.3,18.27,,
2406,05/25/23 03:20:25 PM,110.7,375.3,18.26,,
2407,05/25/23 03:20:30 PM,110.7,375.3,18.26,,
2408,05/25/23 03:20:35 PM,110.7,374.3,18.27,,
2409,05/25/23 03:20:40 PM,110.7,375.3,18.27,,
2410,05/25/23 03:20:45 PM,110.7,374.3,18.27,,
2411,05/25/23 03:20:50 PM,110.7,375.3,18.27,,
2412,05/25/23 03:20:55 PM,110.7,374.3,18.26,,
2413,05/25/23 03:21:00 PM,110.7,375.3,18.26,,
2414,05/25/23 03:21:05 PM,110.7,374.3,18.26,,
2415,05/25/23 03:21:10 PM,110.7,374.3,18.26,,
2416,05/25/23 03:21:15 PM,110.7,374.3,18.26,,
2417,05/25/23 03:21:20 PM,110.7,374.3,18.26,,
2418,05/25/23 03:21:25 PM,110.7,374.3,18.26,,
2419,05/25/23 03:21:30 PM,110.7,374.3,18.25,,
2420,05/25/23 03:21:35 PM,110.7,374.3,18.25,,
2421,05/25/23 03:21:40 PM,110.7,374.3,18.26,,
2422,05/25/23 03:21:45 PM,110.7,373.3,18.27,,
2423,05/25/23 03:21:50 PM,110.7,375.3,18.27,,
2424,05/25/23 03:21:55 PM,111.2,374.3,18.27,,
2425,05/25/23 03:22:00 PM,110.7,374.3,18.27,,
2426,05/25/23 03:22:05 PM,111.2,374.3,18.27,,
2427,05/25/23 03:22:10 PM,110.7,374.3,18.27,,
2428,05/25/23 03:22:15 PM,110.7,374.3,18.27,,
2429,05/25/23 03:22:20 PM,110.7,374.3,18.26,,
2430,05/25/23 03:22:25 PM,110.7,374.3,18.26,,
2431,05/25/23 03:22:30 PM,110.7,374.3,18.26,,
2432,05/25/23 03:22:35 PM,110.7,374.3,18.26,,
2433,05/25/23 03:22:40 PM,110.7,374.3,18.27,,
2434,05/25/23 03:22:45 PM,110.7,374.3,18.27,,
2435,05/25/23 03:22:50 PM,110.7,375.3,18.27,,
2436,05/25/23 03:22:55 PM,110.7,374.3,18.27,,
2437,05/25/23 03:23:00 PM,110.7,374.3,18.29,,
2438,05/25/23 03:23:05 PM,110.7,374.3,18.29,,
2439,05/25/23 03:23:10 PM,110.7,374.3,18.29,,
2440,05/25/23 03:23:15 PM,110.7,374.3,18.30,,
2441,05/25/23 03:23:20 PM,110.7,374.3,18.29,,
2442,05/25/23 03:23:25 PM,110.7,374.3,18.29,,
2443,05/25/23 03:23:30 PM,110.7,374.3,18.27,,
2444,05/25/23 03:23:35 PM,110.7,375.3,18.27,,
2445,05/25/23 03:23:40 PM,110.7,374.3,18.29,,
2446,05/25/23 03:23:45 PM,110.7,375.3,18.29,,
2447,05/25/23 03:23:50 PM,110.7,374.3,18.29,,
2448,05/25/23 03:23:55 PM,110.7,374.3,18.29,,
2449,05/25/23 03:24:00 PM,110.7,374.3,18.29,,
2450,05/25/23 03:24:05 PM,110.7,374.3,18.29,,
2451,05/25/23 03:24:10 PM,110.7,374.3,18.27,,
2452,05/25/23 03:24:15 PM,110.7,374.3,18.29,,
2453,05/25/23 03:24:20 PM,110.7,374.3,18.27,,
2454,05/25/23 03:24:25 PM,110.7,374.3,18.29,,
2455,05/25/23 03:24:30 PM,110.7,374.3,18.29,,
2456,05/25/23 03:24:35 PM,110.7,374.3,18.29,,
2457,05/25/23 03:24:40 PM,110.7,374.3,18.29,,
2458,05/25/23 03:24:45 PM,110.3,374.3,18.27,,
2459,05/25/23 03:24:50 PM,110.7,374.3,18.27,,
2460,05/25/23 03:24:55 PM,110.7,374.3,18.29,,
2461,05/25/23 03:25:00 PM,110.7,374.3,18.29,,
2462,05/25/23 03:25:05 PM,110.7,374.3,18.29,,
2463,05/25/23 03:25:10 PM,110.7,374.3,18.29,,
2464,05/25/23 03:25:15 PM,110.7,374.3,18.29,,
2465,05/25/23 03:25:20 PM,110.7,374.3,18.29,,
2466,05/25/23 03:25:25 PM,110.7,374.3,18.29,,
2467,05/25/23 03:25:30 PM,110.7,374.3,18.29,,
2468,05/25/23 03:25:35 PM,110.7,374.3,18.30,,
2469,05/25/23 03:25:40 PM,110.7,374.3,18.30,,
2470,05/25/23 03:25:45 PM,110.7,374.3,18.30,,
2471,05/25/23 03:25:50 PM,110.7,374.3,18.30,,
2472,05/25/23 03:25:55 PM,110.7,374.3,18.30,,
2473,05/25/23 03:26:00 PM,110.7,375.3,18.29,,
2474,05/25/23 03:26:05 PM,110.7,374.3,18.29,,
2475,05/25/23 03:26:10 PM,110.7,374.3,18.30,,
2476,05/25/23 03:26:15 PM,110.7,374.3,18.30,,
2477,05/25/23 03:26:20 PM,110.7,374.3,18.30,,
2478,05/25/23 03:26:25 PM,110.7,374.3,18.30,,
2479,05/25/23 03:26:30 PM,110.7,374.3,18.30,,
2480,05/25/23 03:26:35 PM,110.7,374.3,18.30,,
2481,05/25/23 03:26:40 PM,110.7,374.3,18.32,,
2482,05/25/23 03:26:45 PM,110.7,374.3,18.32,,
2483,05/25/23 03:26:50 PM,111.2,374.3,18.32,,
2484,05/25/23 03:26:55 PM,110.7,373.3,18.32,,
2485,05/25/23 03:27:00 PM,110.7,374.3,18.32,,
2486,05/25/23 03:27:05 PM,110.7,374.3,18.30,,
2487,05/25/23 03:27:10 PM,110.7,374.3,18.30,,
2488,05/25/23 03:27:15 PM,110.7,374.3,18.30,,
2489,05/25/23 03:27:20 PM,110.7,374.3,18.30,,
2490,05/25/23 03:27:25 PM,110.7,374.3,18.30,,
2491,05/25/23 03:27:30 PM,110.7,374.3,18.30,,
2492,05/25/23 03:27:35 PM,111.2,374.3,18.32,,
2493,05/25/23 03:27:40 PM,110.7,374.3,18.32,,
2494,05/25/23 03:27:45 PM,110.7,374.3,18.32,,
2495,05/25/23 03:27:50 PM,111.2,374.3,18.32,,
2496,05/25/23 03:27:55 PM,110.7,374.3,18.33,,
2497,05/25/23 03:28:00 PM,110.7,374.3,18.33,,
2498,05/25/23 03:28:05 PM,110.7,374.3,18.33,,
2499,05/25/23 03:28:10 PM,110.7,374.3,18.33,,
2500,05/25/23 03:28:15 PM,110.7,374.3,18.33,,
2501,05/25/23 03:28:20 PM,110.7,374.3,18.33,,
2502,05/25/23 03:28:25 PM,110.7,374.3,18.33,,
2503,05/25/23 03:28:30 PM,110.7,374.3,18.33,,
2504,05/25/23 03:28:35 PM,110.7,374.3,18.33,,
2505,05/25/23 03:28:40 PM,110.7,374.3,18.33,,
2506,05/25/23 03:28:45 PM,110.7,374.3,18.33,,
2507,05/25/23 03:28:50 PM,110.7,374.3,18.32,,
2508,05/25/23 03:28:55 PM,110.7,374.3,18.32,,
2509,05/25/23 03:29:00 PM,111.2,374.3,18.33,,
2510,05/25/23 03:29:05 PM,110.7,374.3,18.33,,
2511,05/25/23 03:29:10 PM,110.7,374.3,18.33,,
2512,05/25/23 03:29:15 PM,110.7,374.3,18.32,,
2513,05/25/23 03:29:20 PM,110.7,374.3,18.33,,
2514,05/25/23 03:29:25 PM,110.7,374.3,18.32,,
2515,05/25/23 03:29:30 PM,110.7,374.3,18.33,,
2516,05/25/23 03:29:35 PM,110.7,374.3,18.33,,
2517,05/25/23 03:29:40 PM,110.7,374.3,18.33,,
2518,05/25/23 03:29:45 PM,110.7,374.3,18.33,,
2519,05/25/23 03:29:50 PM,110.7,374.3,18.33,,
2520,05/25/23 03:29:55 PM,110.7,374.3,18.33,,
2521,05/25/23 03:30:00 PM,111.2,374.3,18.33,,
2522,05/25/23 03:30:05 PM,110.7,374.3,18.33,,
2523,05/25/23 03:30:10 PM,110.7,374.3,18.34,,
2524,05/25/23 03:30:15 PM,110.7,374.3,18.33,,
2525,05/25/23 03:30:20 PM,110.7,374.3,18.34,,
2526,05/25/23 03:30:25 PM,110.7,374.3,18.34,,
2527,05/25/23 03:30:30 PM,110.7,374.3,18.34,,
2528,05/25/23 03:30:35 PM,110.7,374.3,18.34,,
2529,05/25/23 03:30:40 PM,110.7,374.3,18.34,,
2530,05/25/23 03:30:45 PM,110.7,374.3,18.33,,
2531,05/25/23 03:30:50 PM,110.7,374.3,18.33,,
2532,05/25/23 03:30:55 PM,110.7,374.3,18.33,,
2533,05/25/23 03:31:00 PM,110.7,374.3,18.33,,
2534,05/25/23 03:31:05 PM,110.7,374.3,18.32,,
2535,05/25/23 03:31:10 PM,110.7,374.3,18.32,,
2536,05/25/23 03:31:15 PM,110.7,374.3,18.33,,
2537,05/25/23 03:31:20 PM,110.7,374.3,18.34,,
2538,05/25/23 03:31:25 PM,111.2,374.3,18.34,,
2539,05/25/23 03:31:30 PM,110.7,374.3,18.34,,
2540,05/25/23 03:31:35 PM,110.7,374.3,18.34,,
2541,05/25/23 03:31:40 PM,110.7,374.3,18.33,,
2542,05/25/23 03:31:45 PM,110.7,374.3,18.34,,
2543,05/25/23 03:31:50 PM,110.7,373.3,18.34,,
2544,05/25/23 03:31:55 PM,111.2,374.3,18.34,,
2545,05/25/23 03:32:00 PM,110.7,374.3,18.34,,
2546,05/25/23 03:32:05 PM,110.7,374.3,18.34,,
2547,05/25/23 03:32:10 PM,111.2,373.3,18.34,,
2548,05/25/23 03:32:15 PM,110.7,374.3,18.34,,
2549,05/25/23 03:32:20 PM,110.7,374.3,18.34,,
2550,05/25/23 03:32:25 PM,110.7,374.3,18.33,,
2551,05/25/23 03:32:30 PM,111.2,374.3,18.33,,
2552,05/25/23 03:32:35 PM,110.3,374.3,18.33,,
2553,05/25/23 03:32:40 PM,110.7,374.3,18.33,,
2554,05/25/23 03:32:45 PM,110.7,374.3,18.33,,
2555,05/25/23 03:32:50 PM,110.7,373.3,18.34,,
2556,05/25/23 03:32:55 PM,110.7,374.3,18.34,,
2557,05/25/23 03:33:00 PM,110.7,374.3,18.33,,
2558,05/25/23 03:33:05 PM,110.7,374.3,18.33,,
2559,05/25/23 03:33:10 PM,110.7,374.3,18.34,,
2560,05/25/23 03:33:15 PM,110.7,374.3,18.33,,
2561,05/25/23 03:33:20 PM,110.7,374.3,18.34,,
2562,05/25/23 03:33:25 PM,110.7,374.3,18.34,,
2563,05/25/23 03:33:30 PM,110.7,372.4,18.34,,
2564,05/25/23 03:33:35 PM,110.7,374.3,18.34,,
2565,05/25/23 03:33:40 PM,110.7,374.3,18.34,,
2566,05/25/23 03:33:45 PM,110.7,374.3,18.34,,
2567,05/25/23 03:33:50 PM,110.7,374.3,18.33,,
2568,05/25/23 03:33:55 PM,110.7,374.3,18.34,,
2569,05/25/23 03:34:00 PM,110.7,374.3,18.33,,
2570,05/25/23 03:34:05 PM,111.2,373.3,18.33,,
2571,05/25/23 03:34:10 PM,110.7,374.3,18.34,,
2572,05/25/23 03:34:15 PM,111.2,373.3,18.34,,
2573,05/25/23 03:34:20 PM,111.2,374.3,18.34,,
2574,05/25/23 03:34:25 PM,110.7,374.3,18.34,,
2575,05/25/23 03:34:30 PM,110.7,374.3,18.34,,
2576,05/25/23 03:34:35 PM,110.7,374.3,18.34,,
2577,05/25/23 03:34:40 PM,110.7,374.3,18.33,,
2578,05/25/23 03:34:45 PM,110.7,374.3,18.34,,
2579,05/25/23 03:34:50 PM,110.7,374.3,18.34,,
2580,05/25/23 03:34:55 PM,110.7,374.3,18.34,,
2581,05/25/23 03:35:00 PM,110.7,374.3,18.34,,
2582,05/25/23 03:35:05 PM,110.7,374.3,18.34,,
2583,05/25/23 03:35:10 PM,110.7,374.3,18.36,,
2584,05/25/23 03:35:15 PM,110.7,374.3,18.34,,
2585,05/25/23 03:35:20 PM,110.7,374.3,18.34,,
2586,05/25/23 03:35:25 PM,110.7,374.3,18.36,,
2587,05/25/23 03:35:30 PM,110.7,373.3,18.34,,
2588,05/25/23 03:35:35 PM,110.7,374.3,18.34,,
2589,05/25/23 03:35:40 PM,111.2,373.3,18.36,,
2590,05/25/23 03:35:45 PM,110.7,374.3,18.36,,
2591,05/25/23 03:35:50 PM,110.7,374.3,18.36,,
2592,05/25/23 03:35:55 PM,110.7,374.3,18.34,,
2593,05/25/23 03:36:00 PM,111.2,374.3,18.34,,
2594,05/25/23 03:36:05 PM,110.7,373.3,18.34,,
2595,05/25/23 03:36:10 PM,111.2,374.3,18.36,,
2596,05/25/23 03:36:15 PM,110.7,373.3,18.36,,
2597,05/25/23 03:36:20 PM,110.7,374.3,18.36,,
2598,05/25/23 03:36:25 PM,111.2,374.3,18.36,,
2599,05/25/23 03:36:30 PM,110.7,374.3,18.34,,
2600,05/25/23 03:36:35 PM,110.7,374.3,18.34,,
2601,05/25/23 03:36:40 PM,110.7,374.3,18.36,,
2602,05/25/23 03:36:45 PM,110.7,374.3,18.36,,
2603,05/25/23 03:36:50 PM,110.7,373.3,18.36,,
2604,05/25/23 03:36:55 PM,111.2,374.3,18.36,,
2605,05/25/23 03:37:00 PM,110.7,374.3,18.36,,
2606,05/25/23 03:37:05 PM,110.7,374.3,18.36,,
2607,05/25/23 03:37:10 PM,110.7,374.3,18.36,,
2608,05/25/23 03:37:15 PM,110.7,374.3,18.36,,
2609,05/25/23 03:37:20 PM,110.7,374.3,18.36,,
2610,05/25/23 03:37:25 PM,111.2,373.3,18.34,,
2611,05/25/23 03:37:30 PM,111.2,374.3,18.36,,
2612,05/25/23 03:37:35 PM,110.7,374.3,18.36,,
2613,05/25/23 03:37:40 PM,110.7,374.3,18.34,,
2614,05/25/23 03:37:45 PM,110.7,374.3,18.34,,
2615,05/25/23 03:37:50 PM,110.7,374.3,18.36,,
2616,05/25/23 03:37:55 PM,110.7,374.3,18.34,,
2617,05/25/23 03:38:00 PM,110.7,373.3,18.34,,
2618,05/25/23 03:38:05 PM,110.7,373.3,18.34,,
2619,05/25/23 03:38:10 PM,111.2,374.3,18.34,,
2620,05/25/23 03:38:15 PM,110.7,374.3,18.34,,
2621,05/25/23 03:38:20 PM,110.7,374.3,18.36,,
2622,05/25/23 03:38:25 PM,111.2,374.3,18.36,,
2623,05/25/23 03:38:30 PM,110.7,373.3,18.36,,
2624,05/25/23 03:38:35 PM,110.7,374.3,18.36,,
2625,05/25/23 03:38:40 PM,110.7,374.3,18.36,,
2626,05/25/23 03:38:45 PM,110.7,374.3,18.36,,
2627,05/25/23 03:38:50 PM,110.7,374.3,18.36,,
2628,05/25/23 03:38:55 PM,110.7,374.3,18.36,,
2629,05/25/23 03:39:00 PM,111.2,374.3,18.36,,
2630,05/25/23 03:39:05 PM,110.7,374.3,18.36,,
2631,05/25/23 03:39:10 PM,111.2,373.3,18.36,,
2632,05/25/23 03:39:15 PM,110.7,373.3,18.36,,
2633,05/25/23 03:39:20 PM,110.7,374.3,18.36,,
2634,05/25/23 03:39:25 PM,111.2,373.3,18.37,,
2635,05/25/23 03:39:30 PM,111.2,373.3,18.36,,
2636,05/25/23 03:39:35 PM,110.7,374.3,18.36,,
2637,05/25/23 03:39:40 PM,110.7,374.3,18.36,,
2638,05/25/23 03:39:45 PM,110.7,374.3,18.37,,
2639,05/25/23 03:39:50 PM,110.7,374.3,18.36,,
2640,05/25/23 03:39:55 PM,111.2,374.3,18.36,,
2641,05/25/23 03:40:00 PM,111.2,373.3,18.36,,
2642,05/25/23 03:40:05 PM,110.7,374.3,18.36,,
2643,05/25/23 03:40:10 PM,111.2,373.3,18.36,,
2644,05/25/23 03:40:15 PM,111.2,374.3,18.36,,
2645,05/25/23 03:40:20 PM,110.7,374.3,18.36,,
2646,05/25/23 03:40:25 PM,111.2,374.3,18.36,,
2647,05/25/23 03:40:30 PM,111.2,373.3,18.36,,
2648,05/25/23 03:40:35 PM,110.7,374.3,18.36,,
2649,05/25/23 03:40:40 PM,110.7,372.4,18.37,,
2650,05/25/23 03:40:45 PM,110.7,373.3,18.36,,
2651,05/25/23 03:40:50 PM,110.7,374.3,18.36,,
2652,05/25/23 03:40:55 PM,110.7,374.3,18.36,,
2653,05/25/23 03:41:00 PM,110.7,374.3,18.36,,
2654,05/25/23 03:41:05 PM,110.7,374.3,18.36,,
2655,05/25/23 03:41:10 PM,111.2,374.3,18.36,,
2656,05/25/23 03:41:15 PM,111.2,374.3,18.36,,
2657,05/25/23 03:41:20 PM,111.2,374.3,18.37,,
2658,05/25/23 03:41:25 PM,110.7,374.3,18.36,,
2659,05/25/23 03:41:30 PM,111.2,374.3,18.37,,
2660,05/25/23 03:41:35 PM,111.2,374.3,18.37,,
2661,05/25/23 03:41:40 PM,111.2,373.3,18.37,,
2662,05/25/23 03:41:45 PM,111.2,374.3,18.36,,
2663,05/25/23 03:41:50 PM,111.2,374.3,18.36,,
2664,05/25/23 03:41:55 PM,110.7,374.3,18.36,,
2665,05/25/23 03:42:00 PM,110.7,374.3,18.37,,
2666,05/25/23 03:42:05 PM,110.7,373.3,18.36,,
2667,05/25/23 03:42:10 PM,111.2,374.3,18.36,,
2668,05/25/23 03:42:15 PM,111.2,374.3,18.36,,
2669,05/25/23 03:42:20 PM,110.7,374.3,18.36,,
2670,05/25/23 03:42:25 PM,110.7,374.3,18.36,,
2671,05/25/23 03:42:30 PM,110.7,374.3,18.36,,
2672,05/25/23 03:42:35 PM,110.7,374.3,18.36,,
2673,05/25/23 03:42:40 PM,110.7,373.3,18.37,,
2674,05/25/23 03:42:45 PM,110.7,373.3,18.37,,
2675,05/25/23 03:42:50 PM,110.7,373.3,18.36,,
2676,05/25/23 03:42:55 PM,110.7,372.4,18.37,,
2677,05/25/23 03:43:00 PM,111.2,374.3,18.36,,
2678,05/25/23 03:43:05 PM,110.7,374.3,18.36,,
2679,05/25/23 03:43:10 PM,110.7,373.3,18.36,,
2680,05/25/23 03:43:15 PM,110.7,374.3,18.36,,
2681,05/25/23 03:43:20 PM,110.7,374.3,18.36,,
2682,05/25/23 03:43:25 PM,111.2,374.3,18.36,,
2683,05/25/23 03:43:30 PM,111.2,374.3,18.36,,
2684,05/25/23 03:43:35 PM,110.7,374.3,18.36,,
2685,05/25/23 03:43:40 PM,110.7,374.3,18.36,,
2686,05/25/23 03:43:45 PM,111.2,373.3,18.36,,
2687,05/25/23 03:43:50 PM,110.7,374.3,18.36,,
2688,05/25/23 03:43:55 PM,111.2,373.3,18.36,,
2689,05/25/23 03:44:00 PM,111.2,374.3,18.36,,
2690,05/25/23 03:44:05 PM,110.7,374.3,18.37,,
2691,05/25/23 03:44:10 PM,111.2,374.3,18.37,,
2692,05/25/23 03:44:15 PM,110.7,373.3,18.36,,
2693,05/25/23 03:44:20 PM,111.2,374.3,18.37,,
2694,05/25/23 03:44:25 PM,110.7,373.3,18.36,,
2695,05/25/23 03:44:30 PM,110.7,373.3,18.37,,
2696,05/25/23 03:44:35 PM,110.7,374.3,18.36,,
2697,05/25/23 03:44:40 PM,111.2,374.3,18.37,,
2698,05/25/23 03:44:45 PM,110.7,374.3,18.37,,
2699,05/25/23 03:44:50 PM,111.2,373.3,18.36,,
2700,05/25/23 03:44:55 PM,111.2,374.3,18.36,,
2701,05/25/23 03:45:00 PM,111.2,374.3,18.36,,
2702,05/25/23 03:45:05 PM,110.7,374.3,18.36,,
2703,05/25/23 03:45:10 PM,111.2,374.3,18.36,,
2704,05/25/23 03:45:15 PM,111.2,374.3,18.36,,
2705,05/25/23 03:45:20 PM,111.2,373.3,18.36,,
2706,05/25/23 03:45:25 PM,110.7,374.3,18.36,,
2707,05/25/23 03:45:30 PM,110.7,374.3,18.36,,
2708,05/25/23 03:45:35 PM,111.2,374.3,18.37,,
2709,05/25/23 03:45:40 PM,111.2,373.3,18.36,,
2710,05/25/23 03:45:45 PM,110.7,373.3,18.36,,
