"Plot Title: mgas_station_4"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458)","Full Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458, LBL: SC)","Temp, °C (LGR S/N: 10559458, SEN S/N: 10559458)","Coupler Detached (LGR S/N: 10559458)","Bad Battery (LGR S/N: 10559458)","End Of File (LGR S/N: 10559458)"
2263,05/25/23 03:08:30 PM,98.7,100.6,18.98,,,
2264,05/25/23 03:08:35 PM,98.6,100.6,18.96,,,
2265,05/25/23 03:08:40 PM,98.7,100.6,18.96,,,
2266,05/25/23 03:08:45 PM,98.7,100.6,18.98,,,
2267,05/25/23 03:08:50 PM,98.7,100.6,18.98,,,
2268,05/25/23 03:08:55 PM,98.7,100.6,18.98,,,
2269,05/25/23 03:09:00 PM,98.7,100.6,18.98,,,
2270,05/25/23 03:09:05 PM,98.8,100.6,18.98,,,
2271,05/25/23 03:09:10 PM,98.7,100.6,18.98,,,
2272,05/25/23 03:09:15 PM,98.7,100.6,18.98,,,
2273,05/25/23 03:09:20 PM,98.7,100.6,18.98,,,
2274,05/25/23 03:09:25 PM,98.7,100.6,18.98,,,
2275,05/25/23 03:09:30 PM,98.7,100.2,18.98,,,
2276,05/25/23 03:09:35 PM,98.7,100.6,18.98,,,
2277,05/25/23 03:09:40 PM,98.7,100.6,18.99,,,
2278,05/25/23 03:09:45 PM,98.8,100.6,18.98,,,
2279,05/25/23 03:09:50 PM,98.8,100.6,18.99,,,
2280,05/25/23 03:09:55 PM,98.7,100.2,18.98,,,
2281,05/25/23 03:10:00 PM,98.7,100.2,18.99,,,
2282,05/25/23 03:10:05 PM,98.7,100.2,18.98,,,
2283,05/25/23 03:10:10 PM,98.7,100.6,18.98,,,
2284,05/25/23 03:10:15 PM,98.7,100.6,18.98,,,
2285,05/25/23 03:10:20 PM,98.8,100.6,18.98,,,
2286,05/25/23 03:10:25 PM,98.7,100.6,18.98,,,
2287,05/25/23 03:10:30 PM,98.7,100.6,18.98,,,
2288,05/25/23 03:10:35 PM,98.7,100.6,18.98,,,
2289,05/25/23 03:10:40 PM,98.8,100.6,18.98,,,
2290,05/25/23 03:10:45 PM,98.8,100.6,18.98,,,
2291,05/25/23 03:10:50 PM,98.7,100.6,18.99,,,
2292,05/25/23 03:10:55 PM,98.7,100.2,18.99,,,
2293,05/25/23 03:11:00 PM,98.7,100.6,18.99,,,
2294,05/25/23 03:11:05 PM,98.7,100.6,18.98,,,
2295,05/25/23 03:11:10 PM,98.8,100.6,18.99,,,
2296,05/25/23 03:11:15 PM,98.7,100.6,18.99,,,
2297,05/25/23 03:11:20 PM,98.8,100.6,18.99,,,
2298,05/25/23 03:11:25 PM,98.7,100.6,18.99,,,
2299,05/25/23 03:11:30 PM,98.7,100.6,18.98,,,
2300,05/25/23 03:11:35 PM,98.7,100.6,18.98,,,
2301,05/25/23 03:11:40 PM,98.7,100.6,18.99,,,
2302,05/25/23 03:11:45 PM,98.8,100.6,18.99,,,
2303,05/25/23 03:11:50 PM,98.7,100.2,18.99,,,
2304,05/25/23 03:11:55 PM,98.7,100.2,18.99,,,
2305,05/25/23 03:12:00 PM,98.7,100.6,18.99,,,
2306,05/25/23 03:12:05 PM,98.7,100.6,18.99,,,
2307,05/25/23 03:12:10 PM,98.8,100.6,18.99,,,
2308,05/25/23 03:12:15 PM,98.7,100.6,19.00,,,
2309,05/25/23 03:12:20 PM,98.8,100.6,18.99,,,
2310,05/25/23 03:12:25 PM,98.8,100.6,18.99,,,
2311,05/25/23 03:12:30 PM,98.8,100.6,18.99,,,
2312,05/25/23 03:12:35 PM,98.8,100.6,18.99,,,
2313,05/25/23 03:12:40 PM,98.8,100.6,18.99,,,
2314,05/25/23 03:12:45 PM,98.7,100.6,19.00,,,
2315,05/25/23 03:12:50 PM,98.8,100.6,18.99,,,
2316,05/25/23 03:12:55 PM,98.7,100.2,19.00,,,
2317,05/25/23 03:13:00 PM,98.7,100.6,19.00,,,
2318,05/25/23 03:13:05 PM,98.7,100.2,19.00,,,
2319,05/25/23 03:13:10 PM,98.8,100.6,19.00,,,
2320,05/25/23 03:13:15 PM,98.7,100.6,19.00,,,
2321,05/25/23 03:13:20 PM,98.8,100.6,18.99,,,
2322,05/25/23 03:13:25 PM,98.8,100.6,19.00,,,
2323,05/25/23 03:13:30 PM,98.8,100.6,18.99,,,
2324,05/25/23 03:13:35 PM,98.8,100.2,18.99,,,
2325,05/25/23 03:13:40 PM,98.7,100.6,18.99,,,
2326,05/25/23 03:13:45 PM,98.8,100.2,19.00,,,
2327,05/25/23 03:13:50 PM,98.8,100.6,19.00,,,
2328,05/25/23 03:13:55 PM,98.8,100.6,19.00,,,
2329,05/25/23 03:14:00 PM,98.8,100.6,19.00,,,
2330,05/25/23 03:14:05 PM,98.8,100.6,19.00,,,
2331,05/25/23 03:14:10 PM,98.8,100.6,19.00,,,
2332,05/25/23 03:14:15 PM,98.8,100.6,19.00,,,
2333,05/25/23 03:14:20 PM,98.8,100.6,19.00,,,
2334,05/25/23 03:14:25 PM,98.8,100.6,19.00,,,
2335,05/25/23 03:14:30 PM,98.8,100.6,18.99,,,
2336,05/25/23 03:14:35 PM,98.8,100.6,19.00,,,
2337,05/25/23 03:14:40 PM,98.7,100.6,18.99,,,
2338,05/25/23 03:14:45 PM,98.8,100.6,19.00,,,
2339,05/25/23 03:14:50 PM,98.9,100.2,19.00,,,
2340,05/25/23 03:14:55 PM,98.8,100.6,19.00,,,
2341,05/25/23 03:15:00 PM,98.8,100.6,19.00,,,
2342,05/25/23 03:15:05 PM,98.8,100.6,19.00,,,
2343,05/25/23 03:15:10 PM,98.9,100.6,18.99,,,
2344,05/25/23 03:15:15 PM,98.8,100.6,19.00,,,
2345,05/25/23 03:15:20 PM,98.8,100.6,19.00,,,
2346,05/25/23 03:15:25 PM,98.8,100.6,19.02,,,
2347,05/25/23 03:15:30 PM,98.8,100.6,19.00,,,
2348,05/25/23 03:15:35 PM,98.9,100.6,19.00,,,
2349,05/25/23 03:15:40 PM,98.8,100.6,19.00,,,
2350,05/25/23 03:15:45 PM,98.8,100.6,19.00,,,
2351,05/25/23 03:15:50 PM,98.7,100.6,19.00,,,
2352,05/25/23 03:15:55 PM,98.9,100.6,19.00,,,
2353,05/25/23 03:16:00 PM,98.8,100.6,19.00,,,
2354,05/25/23 03:16:05 PM,98.9,100.6,19.00,,,
2355,05/25/23 03:16:10 PM,98.9,100.6,19.00,,,
2356,05/25/23 03:16:15 PM,98.8,100.6,19.02,,,
2357,05/25/23 03:16:20 PM,98.8,100.6,19.00,,,
2358,05/25/23 03:16:25 PM,98.9,100.6,19.02,,,
2359,05/25/23 03:16:30 PM,98.8,100.6,19.02,,,
2360,05/25/23 03:16:35 PM,98.9,100.6,19.02,,,
2361,05/25/23 03:16:40 PM,98.9,100.6,19.02,,,
2362,05/25/23 03:16:45 PM,98.8,100.6,19.02,,,
2363,05/25/23 03:16:50 PM,98.9,100.6,19.02,,,
2364,05/25/23 03:16:55 PM,98.9,100.6,19.02,,,
2365,05/25/23 03:17:00 PM,98.8,100.6,19.02,,,
2366,05/25/23 03:17:05 PM,98.9,100.6,19.02,,,
2367,05/25/23 03:17:10 PM,98.9,100.6,19.02,,,
2368,05/25/23 03:17:15 PM,98.9,100.2,19.02,,,
2369,05/25/23 03:17:20 PM,98.8,100.6,19.02,,,
2370,05/25/23 03:17:25 PM,98.8,100.6,19.03,,,
2371,05/25/23 03:17:30 PM,98.9,100.6,19.02,,,
2372,05/25/23 03:17:35 PM,98.9,100.6,19.02,,,
2373,05/25/23 03:17:40 PM,98.9,100.6,19.02,,,
2374,05/25/23 03:17:45 PM,98.9,100.6,19.03,,,
2375,05/25/23 03:17:50 PM,98.9,100.6,19.02,,,
2376,05/25/23 03:17:55 PM,98.8,100.6,19.02,,,
2377,05/25/23 03:18:00 PM,98.9,100.6,19.02,,,
2378,05/25/23 03:18:05 PM,98.8,100.6,19.02,,,
2379,05/25/23 03:18:10 PM,98.9,100.6,19.02,,,
2380,05/25/23 03:18:15 PM,98.9,100.6,19.03,,,
2381,05/25/23 03:18:20 PM,98.9,100.6,19.02,,,
2382,05/25/23 03:18:25 PM,98.8,100.6,19.02,,,
2383,05/25/23 03:18:30 PM,98.9,100.6,19.02,,,
2384,05/25/23 03:18:35 PM,98.8,100.6,19.03,,,
2385,05/25/23 03:18:40 PM,98.9,100.6,19.03,,,
2386,05/25/23 03:18:45 PM,98.9,100.6,19.03,,,
2387,05/25/23 03:18:50 PM,98.9,100.6,19.02,,,
2388,05/25/23 03:18:55 PM,98.9,100.6,19.03,,,
2389,05/25/23 03:19:00 PM,98.9,100.2,19.03,,,
2390,05/25/23 03:19:05 PM,98.9,100.6,19.03,,,
2391,05/25/23 03:19:10 PM,98.9,100.6,19.03,,,
2392,05/25/23 03:19:15 PM,98.9,100.6,19.03,,,
2393,05/25/23 03:19:20 PM,98.9,100.6,19.03,,,
2394,05/25/23 03:19:25 PM,98.9,100.6,19.03,,,
2395,05/25/23 03:19:30 PM,98.9,100.6,19.04,,,
2396,05/25/23 03:19:35 PM,98.9,100.6,19.03,,,
2397,05/25/23 03:19:40 PM,98.9,100.6,19.03,,,
2398,05/25/23 03:19:45 PM,98.9,100.6,19.03,,,
2399,05/25/23 03:19:50 PM,98.9,100.6,19.04,,,
2400,05/25/23 03:19:55 PM,98.9,100.6,19.03,,,
2401,05/25/23 03:20:00 PM,98.9,100.6,19.04,,,
2402,05/25/23 03:20:05 PM,98.9,100.6,19.04,,,
2403,05/25/23 03:20:10 PM,98.9,100.6,19.03,,,
2404,05/25/23 03:20:15 PM,98.9,100.6,19.04,,,
2405,05/25/23 03:20:20 PM,98.9,100.6,19.04,,,
2406,05/25/23 03:20:25 PM,98.9,100.6,19.04,,,
2407,05/25/23 03:20:30 PM,98.9,100.6,19.04,,,
2408,05/25/23 03:20:35 PM,98.9,100.6,19.04,,,
2409,05/25/23 03:20:40 PM,98.9,100.6,19.03,,,
2410,05/25/23 03:20:45 PM,98.9,100.6,19.04,,,
2411,05/25/23 03:20:50 PM,98.9,100.6,19.03,,,
2412,05/25/23 03:20:55 PM,98.9,101.0,19.04,,,
2413,05/25/23 03:21:00 PM,98.9,100.6,19.04,,,
2414,05/25/23 03:21:05 PM,98.9,101.0,19.04,,,
2415,05/25/23 03:21:10 PM,99.0,100.6,19.04,,,
2416,05/25/23 03:21:15 PM,98.9,100.6,19.04,,,
2417,05/25/23 03:21:20 PM,98.9,100.6,19.04,,,
2418,05/25/23 03:21:25 PM,98.9,100.6,19.04,,,
2419,05/25/23 03:21:30 PM,98.9,100.6,19.04,,,
2420,05/25/23 03:21:35 PM,98.9,100.6,19.04,,,
2421,05/25/23 03:21:40 PM,99.0,100.6,19.04,,,
2422,05/25/23 03:21:45 PM,98.9,100.6,19.04,,,
2423,05/25/23 03:21:50 PM,98.9,100.6,19.04,,,
2424,05/25/23 03:21:55 PM,98.9,100.6,19.04,,,
2425,05/25/23 03:22:00 PM,98.9,100.6,19.04,,,
2426,05/25/23 03:22:05 PM,98.9,100.6,19.06,,,
2427,05/25/23 03:22:10 PM,98.9,100.6,19.04,,,
2428,05/25/23 03:22:15 PM,98.9,100.6,19.06,,,
2429,05/25/23 03:22:20 PM,98.9,100.6,19.04,,,
2430,05/25/23 03:22:25 PM,98.9,100.6,19.06,,,
2431,05/25/23 03:22:30 PM,98.9,100.6,19.04,,,
2432,05/25/23 03:22:35 PM,98.9,100.6,19.06,,,
2433,05/25/23 03:22:40 PM,98.9,100.6,19.06,,,
2434,05/25/23 03:22:45 PM,98.9,100.6,19.04,,,
2435,05/25/23 03:22:50 PM,98.9,100.6,19.04,,,
2436,05/25/23 03:22:55 PM,98.9,100.6,19.06,,,
2437,05/25/23 03:23:00 PM,98.9,100.6,19.06,,,
2438,05/25/23 03:23:05 PM,98.9,100.6,19.06,,,
2439,05/25/23 03:23:10 PM,98.9,100.6,19.04,,,
2440,05/25/23 03:23:15 PM,98.9,100.6,19.04,,,
2441,05/25/23 03:23:20 PM,98.9,100.6,19.06,,,
2442,05/25/23 03:23:25 PM,98.9,100.6,19.04,,,
2443,05/25/23 03:23:30 PM,98.9,100.6,19.04,,,
2444,05/25/23 03:23:35 PM,98.9,100.6,19.06,,,
2445,05/25/23 03:23:40 PM,98.9,100.6,19.06,,,
2446,05/25/23 03:23:45 PM,98.9,100.6,19.06,,,
2447,05/25/23 03:23:50 PM,98.9,100.6,19.06,,,
2448,05/25/23 03:23:55 PM,98.9,100.6,19.06,,,
2449,05/25/23 03:24:00 PM,98.9,100.6,19.06,,,
2450,05/25/23 03:24:05 PM,98.9,100.6,19.04,,,
2451,05/25/23 03:24:10 PM,98.9,100.6,19.04,,,
2452,05/25/23 03:24:15 PM,98.9,100.6,19.04,,,
2453,05/25/23 03:24:20 PM,98.9,100.6,19.06,,,
2454,05/25/23 03:24:25 PM,98.9,100.6,19.06,,,
2455,05/25/23 03:24:30 PM,98.9,101.0,19.06,,,
2456,05/25/23 03:24:35 PM,98.9,100.6,19.06,,,
2457,05/25/23 03:24:40 PM,98.9,100.6,19.06,,,
2458,05/25/23 03:24:45 PM,98.9,100.6,19.06,,,
2459,05/25/23 03:24:50 PM,98.9,101.0,19.06,,,
2460,05/25/23 03:24:55 PM,98.9,100.6,19.06,,,
2461,05/25/23 03:25:00 PM,98.9,100.6,19.06,,,
2462,05/25/23 03:25:05 PM,98.9,100.6,19.06,,,
2463,05/25/23 03:25:10 PM,98.9,100.6,19.06,,,
2464,05/25/23 03:25:15 PM,98.9,100.6,19.06,,,
2465,05/25/23 03:25:20 PM,98.9,100.6,19.06,,,
2466,05/25/23 03:25:25 PM,98.9,100.6,19.06,,,
2467,05/25/23 03:25:30 PM,98.9,100.6,19.06,,,
2468,05/25/23 03:25:35 PM,98.9,100.6,19.06,,,
2469,05/25/23 03:25:40 PM,98.9,100.6,19.06,,,
2470,05/25/23 03:25:45 PM,98.9,100.6,19.06,,,
2471,05/25/23 03:25:50 PM,98.9,101.0,19.06,,,
2472,05/25/23 03:25:55 PM,98.9,100.6,19.07,,,
2473,05/25/23 03:26:00 PM,99.1,100.6,19.06,,,
2474,05/25/23 03:26:05 PM,98.9,100.6,19.07,,,
2475,05/25/23 03:26:10 PM,98.9,101.0,19.06,,,
2476,05/25/23 03:26:15 PM,98.9,100.6,19.07,,,
2477,05/25/23 03:26:20 PM,98.9,100.6,19.07,,,
2478,05/25/23 03:26:25 PM,98.9,101.0,19.07,,,
2479,05/25/23 03:26:30 PM,99.1,100.6,19.08,,,
2480,05/25/23 03:26:35 PM,98.9,100.6,19.07,,,
2481,05/25/23 03:26:40 PM,98.9,100.6,19.07,,,
2482,05/25/23 03:26:45 PM,98.9,100.6,19.08,,,
2483,05/25/23 03:26:50 PM,99.1,100.6,19.07,,,
2484,05/25/23 03:26:55 PM,98.9,101.0,19.08,,,
2485,05/25/23 03:27:00 PM,98.9,100.6,19.08,,,
2486,05/25/23 03:27:05 PM,99.1,100.6,19.07,,,
2487,05/25/23 03:27:10 PM,98.9,100.6,19.07,,,
2488,05/25/23 03:27:15 PM,99.1,100.6,19.07,,,
2489,05/25/23 03:27:20 PM,99.1,100.6,19.08,,,
2490,05/25/23 03:27:25 PM,99.1,100.6,19.07,,,
2491,05/25/23 03:27:30 PM,99.1,100.6,19.08,,,
2492,05/25/23 03:27:35 PM,98.9,100.6,19.07,,,
2493,05/25/23 03:27:40 PM,99.1,100.6,19.07,,,
2494,05/25/23 03:27:45 PM,99.1,100.6,19.06,,,
2495,05/25/23 03:27:50 PM,98.9,101.0,19.08,,,
2496,05/25/23 03:27:55 PM,98.9,101.0,19.07,,,
2497,05/25/23 03:28:00 PM,98.9,100.6,19.07,,,
2498,05/25/23 03:28:05 PM,99.1,100.6,19.08,,,
2499,05/25/23 03:28:10 PM,98.9,100.6,19.07,,,
2500,05/25/23 03:28:15 PM,98.9,100.6,19.07,,,
2501,05/25/23 03:28:20 PM,99.1,100.6,19.08,,,
2502,05/25/23 03:28:25 PM,99.1,100.6,19.08,,,
2503,05/25/23 03:28:30 PM,99.1,101.0,19.08,,,
2504,05/25/23 03:28:35 PM,99.1,100.6,19.07,,,
2505,05/25/23 03:28:40 PM,99.1,100.6,19.07,,,
2506,05/25/23 03:28:45 PM,99.1,100.6,19.08,,,
2507,05/25/23 03:28:50 PM,98.9,100.6,19.08,,,
2508,05/25/23 03:28:55 PM,99.1,101.0,19.08,,,
2509,05/25/23 03:29:00 PM,99.1,100.6,19.08,,,
2510,05/25/23 03:29:05 PM,98.9,100.6,19.08,,,
2511,05/25/23 03:29:10 PM,99.1,100.6,19.08,,,
2512,05/25/23 03:29:15 PM,99.1,101.0,19.07,,,
2513,05/25/23 03:29:20 PM,99.1,101.0,19.08,,,
2514,05/25/23 03:29:25 PM,99.1,101.0,19.09,,,
2515,05/25/23 03:29:30 PM,99.1,100.6,19.08,,,
2516,05/25/23 03:29:35 PM,99.1,100.6,19.08,,,
2517,05/25/23 03:29:40 PM,99.1,100.6,19.08,,,
2518,05/25/23 03:29:45 PM,99.1,101.0,19.08,,,
2519,05/25/23 03:29:50 PM,99.1,101.0,19.08,,,
2520,05/25/23 03:29:55 PM,99.1,100.6,19.07,,,
2521,05/25/23 03:30:00 PM,99.1,100.6,19.08,,,
2522,05/25/23 03:30:05 PM,99.1,100.6,19.07,,,
2523,05/25/23 03:30:10 PM,99.1,101.0,19.07,,,
2524,05/25/23 03:30:15 PM,99.1,100.6,19.09,,,
2525,05/25/23 03:30:20 PM,99.1,100.6,19.08,,,
2526,05/25/23 03:30:25 PM,99.1,100.6,19.08,,,
2527,05/25/23 03:30:30 PM,99.1,100.6,19.07,,,
2528,05/25/23 03:30:35 PM,99.1,100.6,19.08,,,
2529,05/25/23 03:30:40 PM,99.1,100.6,19.08,,,
2530,05/25/23 03:30:45 PM,99.1,100.6,19.08,,,
2531,05/25/23 03:30:50 PM,99.1,100.6,19.08,,,
2532,05/25/23 03:30:55 PM,99.1,100.6,19.08,,,
2533,05/25/23 03:31:00 PM,99.1,101.0,19.08,,,
2534,05/25/23 03:31:05 PM,99.1,101.0,19.08,,,
2535,05/25/23 03:31:10 PM,99.1,100.6,19.08,,,
2536,05/25/23 03:31:15 PM,98.9,101.0,19.08,,,
2537,05/25/23 03:31:20 PM,99.1,101.0,19.08,,,
2538,05/25/23 03:31:25 PM,99.1,100.6,19.08,,,
2539,05/25/23 03:31:30 PM,99.1,100.6,19.08,,,
2540,05/25/23 03:31:35 PM,99.1,101.0,19.08,,,
2541,05/25/23 03:31:40 PM,99.1,100.6,19.08,,,
2542,05/25/23 03:31:45 PM,99.1,101.0,19.08,,,
2543,05/25/23 03:31:50 PM,99.1,100.6,19.09,,,
2544,05/25/23 03:31:55 PM,99.1,100.6,19.08,,,
2545,05/25/23 03:32:00 PM,99.1,101.0,19.08,,,
2546,05/25/23 03:32:05 PM,99.1,100.6,19.08,,,
2547,05/25/23 03:32:10 PM,99.1,101.0,19.08,,,
2548,05/25/23 03:32:15 PM,99.1,100.6,19.08,,,
2549,05/25/23 03:32:20 PM,99.1,100.6,19.08,,,
2550,05/25/23 03:32:25 PM,99.1,101.0,19.08,,,
2551,05/25/23 03:32:30 PM,99.1,101.0,19.08,,,
2552,05/25/23 03:32:35 PM,99.1,100.6,19.08,,,
2553,05/25/23 03:32:40 PM,99.1,101.0,19.09,,,
2554,05/25/23 03:32:45 PM,99.1,101.0,19.09,,,
2555,05/25/23 03:32:50 PM,99.1,101.0,19.08,,,
2556,05/25/23 03:32:55 PM,99.1,101.0,19.08,,,
2557,05/25/23 03:33:00 PM,99.1,101.0,19.09,,,
2558,05/25/23 03:33:05 PM,99.1,101.0,19.07,,,
2559,05/25/23 03:33:10 PM,99.1,100.6,19.08,,,
2560,05/25/23 03:33:15 PM,99.1,101.0,19.08,,,
2561,05/25/23 03:33:20 PM,99.1,101.0,19.08,,,
2562,05/25/23 03:33:25 PM,99.1,101.0,19.08,,,
2563,05/25/23 03:33:30 PM,99.1,101.0,19.08,,,
2564,05/25/23 03:33:35 PM,99.1,101.0,19.08,,,
2565,05/25/23 03:33:40 PM,99.1,101.0,19.08,,,
2566,05/25/23 03:33:45 PM,99.1,100.6,19.08,,,
2567,05/25/23 03:33:50 PM,99.1,101.0,19.08,,,
2568,05/25/23 03:33:55 PM,99.1,101.0,19.08,,,
2569,05/25/23 03:34:00 PM,99.1,101.0,19.08,,,
2570,05/25/23 03:34:05 PM,99.1,101.0,19.08,,,
2571,05/25/23 03:34:10 PM,99.1,100.6,19.08,,,
2572,05/25/23 03:34:15 PM,99.1,101.0,19.08,,,
2573,05/25/23 03:34:20 PM,99.1,101.0,19.08,,,
2574,05/25/23 03:34:25 PM,99.1,100.6,19.08,,,
2575,05/25/23 03:34:30 PM,99.1,100.6,19.08,,,
2576,05/25/23 03:34:35 PM,99.1,101.0,19.08,,,
2577,05/25/23 03:34:40 PM,99.1,101.0,19.08,,,
2578,05/25/23 03:34:45 PM,99.1,101.0,19.09,,,
2579,05/25/23 03:34:50 PM,99.1,101.0,19.08,,,
2580,05/25/23 03:34:55 PM,99.1,101.0,19.08,,,
2581,05/25/23 03:35:00 PM,99.1,101.0,19.08,,,
2582,05/25/23 03:35:05 PM,99.1,101.0,19.08,,,
2583,05/25/23 03:35:10 PM,99.1,101.0,19.09,,,
2584,05/25/23 03:35:15 PM,99.1,101.0,19.07,,,
2585,05/25/23 03:35:20 PM,99.1,101.0,19.08,,,
2586,05/25/23 03:35:25 PM,99.1,100.6,19.08,,,
2587,05/25/23 03:35:30 PM,99.1,101.0,19.08,,,
2588,05/25/23 03:35:35 PM,99.1,101.0,19.08,,,
2589,05/25/23 03:35:40 PM,99.1,101.0,19.08,,,
2590,05/25/23 03:35:45 PM,99.1,101.0,19.08,,,
2591,05/25/23 03:35:50 PM,99.2,101.0,19.08,,,
2592,05/25/23 03:35:55 PM,99.1,101.0,19.08,,,
2593,05/25/23 03:36:00 PM,99.1,101.0,19.08,,,
2594,05/25/23 03:36:05 PM,99.1,101.0,19.08,,,
2595,05/25/23 03:36:10 PM,99.1,101.0,19.08,,,
2596,05/25/23 03:36:15 PM,99.1,101.0,19.08,,,
2597,05/25/23 03:36:20 PM,99.1,100.6,19.08,,,
2598,05/25/23 03:36:25 PM,99.1,100.6,19.09,,,
2599,05/25/23 03:36:30 PM,99.1,100.6,19.08,,,
2600,05/25/23 03:36:35 PM,99.1,101.0,19.08,,,
2601,05/25/23 03:36:40 PM,99.1,101.0,19.09,,,
2602,05/25/23 03:36:45 PM,99.1,100.6,19.08,,,
2603,05/25/23 03:36:50 PM,99.1,101.0,19.09,,,
2604,05/25/23 03:36:55 PM,99.1,101.0,19.09,,,
2605,05/25/23 03:37:00 PM,99.1,101.0,19.09,,,
2606,05/25/23 03:37:05 PM,99.1,100.6,19.08,,,
2607,05/25/23 03:37:10 PM,99.1,100.6,19.09,,,
2608,05/25/23 03:37:15 PM,99.1,101.0,19.08,,,
2609,05/25/23 03:37:20 PM,99.1,101.0,19.08,,,
2610,05/25/23 03:37:25 PM,99.1,101.0,19.08,,,
2611,05/25/23 03:37:30 PM,99.1,101.0,19.09,,,
2612,05/25/23 03:37:35 PM,99.1,101.0,19.09,,,
2613,05/25/23 03:37:40 PM,99.1,101.0,19.09,,,
2614,05/25/23 03:37:45 PM,99.1,101.0,19.09,,,
2615,05/25/23 03:37:50 PM,99.1,101.0,19.09,,,
2616,05/25/23 03:37:55 PM,99.1,100.6,19.09,,,
2617,05/25/23 03:38:00 PM,99.1,101.0,19.09,,,
2618,05/25/23 03:38:05 PM,99.1,101.0,19.09,,,
2619,05/25/23 03:38:10 PM,99.1,100.6,19.08,,,
2620,05/25/23 03:38:15 PM,99.2,101.0,19.09,,,
2621,05/25/23 03:38:20 PM,99.1,101.0,19.09,,,
2622,05/25/23 03:38:25 PM,99.1,101.0,19.08,,,
2623,05/25/23 03:38:30 PM,99.1,101.0,19.08,,,
2624,05/25/23 03:38:35 PM,99.1,101.0,19.09,,,
2625,05/25/23 03:38:40 PM,99.1,101.0,19.09,,,
2626,05/25/23 03:38:45 PM,99.1,101.0,19.11,,,
2627,05/25/23 03:38:50 PM,99.1,101.0,19.09,,,
2628,05/25/23 03:38:55 PM,99.1,100.6,19.09,,,
2629,05/25/23 03:39:00 PM,99.1,101.0,19.09,,,
2630,05/25/23 03:39:05 PM,99.1,100.6,19.09,,,
2631,05/25/23 03:39:10 PM,99.1,101.0,19.09,,,
2632,05/25/23 03:39:15 PM,99.1,101.0,19.08,,,
2633,05/25/23 03:39:20 PM,99.2,101.0,19.09,,,
2634,05/25/23 03:39:25 PM,99.2,101.0,19.09,,,
2635,05/25/23 03:39:30 PM,99.1,101.0,19.09,,,
2636,05/25/23 03:39:35 PM,99.1,101.0,19.09,,,
2637,05/25/23 03:39:40 PM,99.1,101.0,19.09,,,
2638,05/25/23 03:39:45 PM,99.1,101.0,19.09,,,
2639,05/25/23 03:39:50 PM,99.2,101.0,19.09,,,
2640,05/25/23 03:39:55 PM,99.1,101.0,19.09,,,
2641,05/25/23 03:40:00 PM,99.1,101.0,19.08,,,
2642,05/25/23 03:40:05 PM,99.2,101.0,19.09,,,
2643,05/25/23 03:40:10 PM,99.1,101.0,19.09,,,
2644,05/25/23 03:40:15 PM,99.1,101.0,19.09,,,
2645,05/25/23 03:40:20 PM,99.2,101.0,19.09,,,
2646,05/25/23 03:40:25 PM,99.2,101.0,19.09,,,
2647,05/25/23 03:40:30 PM,99.1,101.0,19.08,,,
2648,05/25/23 03:40:35 PM,99.1,101.0,19.09,,,
2649,05/25/23 03:40:40 PM,99.1,100.6,19.09,,,
2650,05/25/23 03:40:45 PM,99.2,101.0,19.09,,,
2651,05/25/23 03:40:50 PM,99.1,101.0,19.09,,,
2652,05/25/23 03:40:55 PM,99.1,101.0,19.09,,,
2653,05/25/23 03:41:00 PM,99.2,100.6,19.09,,,
2654,05/25/23 03:41:05 PM,99.2,101.0,19.09,,,
2655,05/25/23 03:41:10 PM,99.1,100.6,19.09,,,
2656,05/25/23 03:41:15 PM,99.2,101.0,19.09,,,
2657,05/25/23 03:41:20 PM,99.2,101.0,19.09,,,
2658,05/25/23 03:41:25 PM,99.1,101.0,19.09,,,
2659,05/25/23 03:41:30 PM,99.2,101.0,19.09,,,
2660,05/25/23 03:41:35 PM,99.2,101.0,19.09,,,
2661,05/25/23 03:41:40 PM,99.1,101.0,19.09,,,
2662,05/25/23 03:41:45 PM,99.2,101.0,19.11,,,
2663,05/25/23 03:41:50 PM,99.1,101.0,19.09,,,
2664,05/25/23 03:41:55 PM,99.2,101.0,19.09,,,
2665,05/25/23 03:42:00 PM,99.2,101.0,19.09,,,
2666,05/25/23 03:42:05 PM,99.2,101.0,19.08,,,
2667,05/25/23 03:42:10 PM,99.2,101.0,19.09,,,
2668,05/25/23 03:42:15 PM,99.2,101.0,19.09,,,
2669,05/25/23 03:42:20 PM,99.2,101.0,19.08,,,
2670,05/25/23 03:42:25 PM,99.2,101.0,19.09,,,
2671,05/25/23 03:42:30 PM,99.2,101.0,19.09,,,
2672,05/25/23 03:42:35 PM,99.2,101.0,19.08,,,
2673,05/25/23 03:42:40 PM,99.2,101.0,19.09,,,
2674,05/25/23 03:42:45 PM,99.2,101.0,19.09,,,
2675,05/25/23 03:42:50 PM,99.2,101.0,19.09,,,
2676,05/25/23 03:42:55 PM,99.1,101.0,19.09,,,
2677,05/25/23 03:43:00 PM,99.2,101.0,19.08,,,
2678,05/25/23 03:43:05 PM,99.2,101.0,19.09,,,
2679,05/25/23 03:43:10 PM,99.2,101.0,19.09,,,
2680,05/25/23 03:43:15 PM,99.2,101.0,19.09,,,
