"Plot Title: mgas_station_1"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10395024, SEN S/N: 10395024)","Full Range, μS/cm (LGR S/N: 10395024, SEN S/N: 10395024)","Temp, °C (LGR S/N: 10395024, SEN S/N: 10395024)","Coupler Detached (LGR S/N: 10395024)","End Of File (LGR S/N: 10395024)"
2530,05/25/23 03:30:45 PM,128.1,131.0,18.79,,
2531,05/25/23 03:30:50 PM,128.1,131.0,18.79,,
2532,05/25/23 03:30:55 PM,128.1,131.0,18.79,,
2533,05/25/23 03:31:00 PM,128.1,131.0,18.79,,
2534,05/25/23 03:31:05 PM,128.1,131.0,18.79,,
2535,05/25/23 03:31:10 PM,128.1,131.0,18.80,,
2536,05/25/23 03:31:15 PM,128.1,131.0,18.80,,
2537,05/25/23 03:31:20 PM,128.1,131.0,18.79,,
2538,05/25/23 03:31:25 PM,128.1,131.0,18.80,,
2539,05/25/23 03:31:30 PM,128.1,131.0,18.80,,
2540,05/25/23 03:31:35 PM,128.1,131.0,18.80,,
2541,05/25/23 03:31:40 PM,128.1,131.0,18.79,,
2542,05/25/23 03:31:45 PM,128.0,131.0,18.80,,
2543,05/25/23 03:31:50 PM,128.1,131.0,18.79,,
2544,05/25/23 03:31:55 PM,128.1,131.0,18.79,,
2545,05/25/23 03:32:00 PM,128.1,131.0,18.79,,
2546,05/25/23 03:32:05 PM,128.0,131.0,18.79,,
2547,05/25/23 03:32:10 PM,128.1,131.0,18.79,,
2548,05/25/23 03:32:15 PM,128.1,131.0,18.79,,
2549,05/25/23 03:32:20 PM,128.1,131.0,18.79,,
2550,05/25/23 03:32:25 PM,128.1,131.0,18.79,,
2551,05/25/23 03:32:30 PM,128.1,131.0,18.79,,
2552,05/25/23 03:32:35 PM,128.1,131.0,18.79,,
2553,05/25/23 03:32:40 PM,128.1,131.0,18.79,,
2554,05/25/23 03:32:45 PM,128.1,131.0,18.79,,
2555,05/25/23 03:32:50 PM,128.1,131.0,18.79,,
2556,05/25/23 03:32:55 PM,128.1,131.0,18.79,,
2557,05/25/23 03:33:00 PM,128.1,131.0,18.79,,
2558,05/25/23 03:33:05 PM,128.1,131.0,18.79,,
2559,05/25/23 03:33:10 PM,128.1,131.0,18.79,,
2560,05/25/23 03:33:15 PM,128.1,131.0,18.79,,
2561,05/25/23 03:33:20 PM,128.1,131.0,18.79,,
2562,05/25/23 03:33:25 PM,128.1,131.0,18.79,,
2563,05/25/23 03:33:30 PM,128.1,131.0,18.79,,
2564,05/25/23 03:33:35 PM,128.1,131.0,18.79,,
2565,05/25/23 03:33:40 PM,128.1,131.0,18.79,,
2566,05/25/23 03:33:45 PM,128.1,131.0,18.79,,
2567,05/25/23 03:33:50 PM,128.1,131.0,18.80,,
2568,05/25/23 03:33:55 PM,128.1,131.0,18.79,,
2569,05/25/23 03:34:00 PM,128.1,131.0,18.79,,
2570,05/25/23 03:34:05 PM,128.0,131.0,18.79,,
2571,05/25/23 03:34:10 PM,128.1,131.4,18.79,,
2572,05/25/23 03:34:15 PM,128.1,131.4,18.79,,
2573,05/25/23 03:34:20 PM,128.1,131.0,18.79,,
2574,05/25/23 03:34:25 PM,128.1,131.0,18.79,,
2575,05/25/23 03:34:30 PM,128.1,131.0,18.79,,
2576,05/25/23 03:34:35 PM,128.1,131.0,18.79,,
2577,05/25/23 03:34:40 PM,128.1,131.0,18.79,,
2578,05/25/23 03:34:45 PM,128.1,131.0,18.79,,
2579,05/25/23 03:34:50 PM,128.1,131.0,18.79,,
2580,05/25/23 03:34:55 PM,128.1,131.0,18.79,,
2581,05/25/23 03:35:00 PM,128.1,131.0,18.80,,
2582,05/25/23 03:35:05 PM,128.1,131.0,18.79,,
2583,05/25/23 03:35:10 PM,128.1,131.0,18.79,,
2584,05/25/23 03:35:15 PM,128.1,131.0,18.79,,
2585,05/25/23 03:35:20 PM,128.1,131.0,18.79,,
2586,05/25/23 03:35:25 PM,128.1,131.0,18.79,,
2587,05/25/23 03:35:30 PM,128.1,131.0,18.79,,
2588,05/25/23 03:35:35 PM,128.1,131.0,18.80,,
2589,05/25/23 03:35:40 PM,128.1,131.0,18.79,,
2590,05/25/23 03:35:45 PM,128.1,131.0,18.79,,
2591,05/25/23 03:35:50 PM,128.1,130.7,18.79,,
2592,05/25/23 03:35:55 PM,128.1,131.0,18.79,,
2593,05/25/23 03:36:00 PM,128.1,131.0,18.80,,
2594,05/25/23 03:36:05 PM,128.1,131.0,18.79,,
2595,05/25/23 03:36:10 PM,128.1,131.0,18.79,,
2596,05/25/23 03:36:15 PM,128.1,131.0,18.79,,
2597,05/25/23 03:36:20 PM,128.1,131.0,18.79,,
2598,05/25/23 03:36:25 PM,128.1,131.0,18.79,,
2599,05/25/23 03:36:30 PM,128.1,131.0,18.80,,
2600,05/25/23 03:36:35 PM,128.1,131.0,18.79,,
2601,05/25/23 03:36:40 PM,128.1,131.0,18.80,,
2602,05/25/23 03:36:45 PM,128.1,131.0,18.79,,
2603,05/25/23 03:36:50 PM,128.1,131.0,18.79,,
2604,05/25/23 03:36:55 PM,128.1,131.0,18.79,,
2605,05/25/23 03:37:00 PM,128.1,131.0,18.79,,
2606,05/25/23 03:37:05 PM,128.1,131.0,18.79,,
2607,05/25/23 03:37:10 PM,128.1,131.0,18.79,,
2608,05/25/23 03:37:15 PM,128.1,131.0,18.80,,
2609,05/25/23 03:37:20 PM,128.1,131.0,18.79,,
2610,05/25/23 03:37:25 PM,128.1,131.0,18.79,,
2611,05/25/23 03:37:30 PM,128.1,131.0,18.79,,
2612,05/25/23 03:37:35 PM,128.1,131.0,18.79,,
2613,05/25/23 03:37:40 PM,128.2,131.0,18.80,,
2614,05/25/23 03:37:45 PM,128.1,131.0,18.79,,
2615,05/25/23 03:37:50 PM,128.1,131.0,18.79,,
2616,05/25/23 03:37:55 PM,128.1,131.0,18.79,,
2617,05/25/23 03:38:00 PM,128.1,131.0,18.79,,
2618,05/25/23 03:38:05 PM,128.1,131.0,18.79,,
2619,05/25/23 03:38:10 PM,128.1,131.0,18.79,,
2620,05/25/23 03:38:15 PM,128.1,131.0,18.79,,
2621,05/25/23 03:38:20 PM,128.1,131.0,18.79,,
2622,05/25/23 03:38:25 PM,128.1,131.0,18.79,,
2623,05/25/23 03:38:30 PM,128.2,131.0,18.79,,
2624,05/25/23 03:38:35 PM,128.1,131.0,18.79,,
2625,05/25/23 03:38:40 PM,128.2,131.0,18.79,,
2626,05/25/23 03:38:45 PM,128.1,131.0,18.79,,
2627,05/25/23 03:38:50 PM,128.1,131.0,18.79,,
2628,05/25/23 03:38:55 PM,128.1,131.0,18.79,,
2629,05/25/23 03:39:00 PM,128.1,131.0,18.79,,
2630,05/25/23 03:39:05 PM,128.1,131.4,18.79,,
2631,05/25/23 03:39:10 PM,128.2,131.0,18.79,,
2632,05/25/23 03:39:15 PM,128.1,131.0,18.79,,
2633,05/25/23 03:39:20 PM,128.1,131.0,18.79,,
2634,05/25/23 03:39:25 PM,128.1,131.0,18.79,,
2635,05/25/23 03:39:30 PM,128.1,131.4,18.79,,
2636,05/25/23 03:39:35 PM,128.1,131.0,18.79,,
2637,05/25/23 03:39:40 PM,128.1,131.0,18.79,,
2638,05/25/23 03:39:45 PM,128.1,131.0,18.79,,
2639,05/25/23 03:39:50 PM,128.1,131.0,18.79,,
2640,05/25/23 03:39:55 PM,128.1,131.0,18.79,,
2641,05/25/23 03:40:00 PM,128.1,131.0,18.79,,
2642,05/25/23 03:40:05 PM,128.1,131.0,18.79,,
2643,05/25/23 03:40:10 PM,128.2,131.0,18.80,,
2644,05/25/23 03:40:15 PM,128.2,131.0,18.79,,
2645,05/25/23 03:40:20 PM,128.2,131.0,18.79,,
2646,05/25/23 03:40:25 PM,128.1,131.4,18.79,,
2647,05/25/23 03:40:30 PM,128.2,131.0,18.79,,
2648,05/25/23 03:40:35 PM,128.1,131.0,18.79,,
2649,05/25/23 03:40:40 PM,128.2,131.0,18.80,,
2650,05/25/23 03:40:45 PM,128.1,131.0,18.79,,
2651,05/25/23 03:40:50 PM,128.2,131.4,18.80,,
2652,05/25/23 03:40:55 PM,128.1,131.0,18.79,,
2653,05/25/23 03:41:00 PM,128.2,131.4,18.79,,
2654,05/25/23 03:41:05 PM,128.1,131.0,18.79,,
2655,05/25/23 03:41:10 PM,128.1,131.0,18.79,,
2656,05/25/23 03:41:15 PM,128.1,131.0,18.80,,
2657,05/25/23 03:41:20 PM,128.2,131.0,18.80,,
2658,05/25/23 03:41:25 PM,128.1,131.0,18.80,,
2659,05/25/23 03:41:30 PM,128.1,131.0,18.80,,
2660,05/25/23 03:41:35 PM,128.2,131.0,18.80,,
2661,05/25/23 03:41:40 PM,128.2,131.0,18.79,,
2662,05/25/23 03:41:45 PM,128.1,131.0,18.80,,
2663,05/25/23 03:41:50 PM,128.1,131.0,18.80,,
2664,05/25/23 03:41:55 PM,128.1,131.0,18.80,,
2665,05/25/23 03:42:00 PM,128.2,131.0,18.79,,
2666,05/25/23 03:42:05 PM,128.2,131.0,18.80,,
2667,05/25/23 03:42:10 PM,128.2,131.0,18.80,,
2668,05/25/23 03:42:15 PM,128.2,131.0,18.80,,
2669,05/25/23 03:42:20 PM,128.2,131.0,18.80,,
2670,05/25/23 03:42:25 PM,128.2,131.0,18.79,,
2671,05/25/23 03:42:30 PM,128.1,131.0,18.80,,
2672,05/25/23 03:42:35 PM,128.1,131.0,18.80,,
2673,05/25/23 03:42:40 PM,128.1,131.0,18.80,,
2674,05/25/23 03:42:45 PM,128.2,131.0,18.80,,
2675,05/25/23 03:42:50 PM,128.2,131.0,18.80,,
2676,05/25/23 03:42:55 PM,128.2,131.0,18.80,,
2677,05/25/23 03:43:00 PM,128.1,131.0,18.80,,
2678,05/25/23 03:43:05 PM,128.1,131.0,18.80,,
2679,05/25/23 03:43:10 PM,128.2,131.0,18.80,,
2680,05/25/23 03:43:15 PM,128.2,131.0,18.80,,
2681,05/25/23 03:43:20 PM,128.2,131.0,18.80,,
2682,05/25/23 03:43:25 PM,128.2,131.0,18.80,,
2683,05/25/23 03:43:30 PM,128.2,131.0,18.80,,
2684,05/25/23 03:43:35 PM,128.2,131.0,18.80,,
2685,05/25/23 03:43:40 PM,128.2,131.0,18.80,,
2686,05/25/23 03:43:45 PM,128.2,131.0,18.80,,
2687,05/25/23 03:43:50 PM,128.2,131.4,18.80,,
2688,05/25/23 03:43:55 PM,128.1,131.0,18.80,,
2689,05/25/23 03:44:00 PM,128.1,131.0,18.82,,
2690,05/25/23 03:44:05 PM,128.2,131.0,18.80,,
2691,05/25/23 03:44:10 PM,128.2,131.0,18.82,,
2692,05/25/23 03:44:15 PM,128.1,131.0,18.80,,
2693,05/25/23 03:44:20 PM,128.1,131.0,18.80,,
2694,05/25/23 03:44:25 PM,128.2,131.0,18.80,,
2695,05/25/23 03:44:30 PM,128.2,131.0,18.80,,
2696,05/25/23 03:44:35 PM,128.2,131.0,18.80,,
2697,05/25/23 03:44:40 PM,128.2,131.0,18.80,,
2698,05/25/23 03:44:45 PM,128.2,131.0,18.80,,
2699,05/25/23 03:44:50 PM,128.1,131.0,18.80,,
2700,05/25/23 03:44:55 PM,128.2,131.0,18.80,,
2701,05/25/23 03:45:00 PM,128.3,131.4,18.82,,
2702,05/25/23 03:45:05 PM,128.2,131.0,18.80,,
2703,05/25/23 03:45:10 PM,128.2,131.0,18.82,,
2704,05/25/23 03:45:15 PM,128.2,131.0,18.82,,
2705,05/25/23 03:45:20 PM,128.2,131.0,18.82,,
2706,05/25/23 03:45:25 PM,128.2,131.0,18.80,,
2707,05/25/23 03:45:30 PM,128.2,131.0,18.82,,
2708,05/25/23 03:45:35 PM,128.3,131.0,18.82,,
2709,05/25/23 03:45:40 PM,128.2,131.0,18.82,,
2710,05/25/23 03:45:45 PM,128.2,131.4,18.82,,
2711,05/25/23 03:45:50 PM,128.2,131.0,18.80,,
2712,05/25/23 03:45:55 PM,128.2,131.4,18.82,,
2713,05/25/23 03:46:00 PM,128.3,131.0,18.82,,
2714,05/25/23 03:46:05 PM,128.2,131.0,18.82,,
2715,05/25/23 03:46:10 PM,128.2,131.0,18.82,,
2716,05/25/23 03:46:15 PM,128.2,131.0,18.82,,
2717,05/25/23 03:46:20 PM,128.2,131.0,18.82,,
2718,05/25/23 03:46:25 PM,128.2,131.0,18.82,,
2719,05/25/23 03:46:30 PM,128.2,131.4,18.82,,
2720,05/25/23 03:46:35 PM,128.2,131.4,18.82,,
2721,05/25/23 03:46:40 PM,128.2,131.0,18.82,,
2722,05/25/23 03:46:45 PM,128.2,131.0,18.82,,
2723,05/25/23 03:46:50 PM,128.2,131.0,18.82,,
2724,05/25/23 03:46:55 PM,128.2,131.4,18.82,,
2725,05/25/23 03:47:00 PM,128.2,131.0,18.82,,
2726,05/25/23 03:47:05 PM,128.2,131.4,18.82,,
2727,05/25/23 03:47:10 PM,128.3,131.4,18.82,,
2728,05/25/23 03:47:15 PM,128.2,131.0,18.82,,
2729,05/25/23 03:47:20 PM,128.2,131.0,18.82,,
2730,05/25/23 03:47:25 PM,128.2,131.4,18.82,,
2731,05/25/23 03:47:30 PM,128.3,131.4,18.82,,
2732,05/25/23 03:47:35 PM,128.2,131.0,18.82,,
2733,05/25/23 03:47:40 PM,128.2,131.0,18.82,,
2734,05/25/23 03:47:45 PM,128.3,131.0,18.82,,
2735,05/25/23 03:47:50 PM,128.2,131.0,18.82,,
2736,05/25/23 03:47:55 PM,128.2,131.0,18.82,,
2737,05/25/23 03:48:00 PM,128.2,131.4,18.82,,
2738,05/25/23 03:48:05 PM,128.3,131.4,18.82,,
2739,05/25/23 03:48:10 PM,128.3,131.0,18.82,,
2740,05/25/23 03:48:15 PM,128.3,131.4,18.82,,
2741,05/25/23 03:48:20 PM,128.3,131.4,18.82,,
2742,05/25/23 03:48:25 PM,128.3,131.0,18.82,,
2743,05/25/23 03:48:30 PM,128.3,131.0,18.82,,
2744,05/25/23 03:48:35 PM,128.3,131.4,18.82,,
2745,05/25/23 03:48:40 PM,128.3,131.4,18.82,,
2746,05/25/23 03:48:45 PM,128.3,131.0,18.83,,
2747,05/25/23 03:48:50 PM,128.3,131.0,18.82,,
2748,05/25/23 03:48:55 PM,128.2,131.4,18.82,,
2749,05/25/23 03:49:00 PM,128.3,131.0,18.82,,
2750,05/25/23 03:49:05 PM,128.2,131.0,18.82,,
2751,05/25/23 03:49:10 PM,128.3,131.0,18.82,,
2752,05/25/23 03:49:15 PM,128.3,131.4,18.82,,
2753,05/25/23 03:49:20 PM,128.4,131.4,18.83,,
2754,05/25/23 03:49:25 PM,128.3,131.4,18.82,,
2755,05/25/23 03:49:30 PM,128.2,131.4,18.82,,
2756,05/25/23 03:49:35 PM,128.3,131.4,18.82,,
2757,05/25/23 03:49:40 PM,128.3,131.4,18.83,,
2758,05/25/23 03:49:45 PM,128.3,131.4,18.82,,
2759,05/25/23 03:49:50 PM,128.3,131.4,18.82,,
2760,05/25/23 03:49:55 PM,128.3,131.4,18.82,,
2761,05/25/23 03:50:00 PM,128.2,131.0,18.82,,
2762,05/25/23 03:50:05 PM,128.3,131.0,18.83,,
2763,05/25/23 03:50:10 PM,128.3,131.4,18.83,,
2764,05/25/23 03:50:15 PM,128.3,131.0,18.83,,
2765,05/25/23 03:50:20 PM,128.3,131.0,18.83,,
2766,05/25/23 03:50:25 PM,128.3,131.4,18.82,,
2767,05/25/23 03:50:30 PM,128.3,131.0,18.82,,
2768,05/25/23 03:50:35 PM,128.3,131.4,18.82,,
2769,05/25/23 03:50:40 PM,128.3,131.0,18.83,,
2770,05/25/23 03:50:45 PM,128.3,131.4,18.82,,
2771,05/25/23 03:50:50 PM,128.3,131.4,18.82,,
2772,05/25/23 03:50:55 PM,128.3,131.4,18.82,,
2773,05/25/23 03:51:00 PM,128.3,131.4,18.83,,
2774,05/25/23 03:51:05 PM,128.3,131.4,18.83,,
2775,05/25/23 03:51:10 PM,128.3,131.4,18.83,,
2776,05/25/23 03:51:15 PM,128.2,131.4,18.83,,
2777,05/25/23 03:51:20 PM,128.3,131.4,18.83,,
2778,05/25/23 03:51:25 PM,128.3,131.0,18.83,,
2779,05/25/23 03:51:30 PM,128.2,131.4,18.83,,
2780,05/25/23 03:51:35 PM,128.3,131.0,18.82,,
2781,05/25/23 03:51:40 PM,128.3,131.4,18.83,,
2782,05/25/23 03:51:45 PM,128.3,131.4,18.83,,
2783,05/25/23 03:51:50 PM,128.3,131.0,18.83,,
2784,05/25/23 03:51:55 PM,128.3,131.4,18.83,,
2785,05/25/23 03:52:00 PM,128.2,131.0,18.83,,
2786,05/25/23 03:52:05 PM,128.3,131.0,18.83,,
2787,05/25/23 03:52:10 PM,128.3,131.0,18.83,,
2788,05/25/23 03:52:15 PM,128.3,131.0,18.83,,
2789,05/25/23 03:52:20 PM,128.3,131.4,18.83,,
2790,05/25/23 03:52:25 PM,128.4,131.0,18.83,,
2791,05/25/23 03:52:30 PM,128.3,131.4,18.83,,
2792,05/25/23 03:52:35 PM,128.4,131.4,18.83,,
2793,05/25/23 03:52:40 PM,128.3,131.4,18.83,,
2794,05/25/23 03:52:45 PM,128.3,131.0,18.83,,
2795,05/25/23 03:52:50 PM,128.4,131.0,18.83,,
2796,05/25/23 03:52:55 PM,128.4,131.0,18.83,,
2797,05/25/23 03:53:00 PM,128.4,131.4,18.83,,
2798,05/25/23 03:53:05 PM,128.4,131.4,18.83,,
2799,05/25/23 03:53:10 PM,128.3,131.4,18.83,,
2800,05/25/23 03:53:15 PM,128.3,131.4,18.83,,
2801,05/25/23 03:53:20 PM,128.4,131.4,18.83,,
2802,05/25/23 03:53:25 PM,128.3,131.4,18.83,,
2803,05/25/23 03:53:30 PM,128.3,131.4,18.83,,
2804,05/25/23 03:53:35 PM,128.4,131.4,18.83,,
2805,05/25/23 03:53:40 PM,128.3,131.4,18.83,,
2806,05/25/23 03:53:45 PM,128.3,131.4,18.83,,
2807,05/25/23 03:53:50 PM,128.4,131.4,18.83,,
2808,05/25/23 03:53:55 PM,128.4,131.4,18.84,,
2809,05/25/23 03:54:00 PM,128.3,131.4,18.83,,
2810,05/25/23 03:54:05 PM,128.3,131.4,18.83,,
2811,05/25/23 03:54:10 PM,128.4,131.4,18.84,,
2812,05/25/23 03:54:15 PM,128.3,131.4,18.83,,
2813,05/25/23 03:54:20 PM,128.3,131.0,18.83,,
2814,05/25/23 03:54:25 PM,128.3,131.4,18.83,,
2815,05/25/23 03:54:30 PM,128.3,131.4,18.83,,
2816,05/25/23 03:54:35 PM,128.3,131.4,18.84,,
2817,05/25/23 03:54:40 PM,128.4,131.4,18.83,,
2818,05/25/23 03:54:45 PM,128.4,131.4,18.83,,
2819,05/25/23 03:54:50 PM,128.3,131.0,18.83,,
2820,05/25/23 03:54:55 PM,128.4,131.0,18.84,,
2821,05/25/23 03:55:00 PM,128.4,131.4,18.84,,
2822,05/25/23 03:55:05 PM,128.4,131.4,18.83,,
2823,05/25/23 03:55:10 PM,128.4,131.4,18.84,,
2824,05/25/23 03:55:15 PM,128.4,131.4,18.84,,
2825,05/25/23 03:55:20 PM,128.3,131.0,18.83,,
2826,05/25/23 03:55:25 PM,128.4,131.4,18.84,,
2827,05/25/23 03:55:30 PM,128.4,131.4,18.84,,
2828,05/25/23 03:55:35 PM,128.4,131.4,18.83,,
2829,05/25/23 03:55:40 PM,128.4,131.4,18.83,,
2830,05/25/23 03:55:45 PM,128.3,131.4,18.83,,
2831,05/25/23 03:55:50 PM,128.4,131.4,18.83,,
2832,05/25/23 03:55:55 PM,128.4,131.0,18.84,,
2833,05/25/23 03:56:00 PM,128.4,131.4,18.84,,
2834,05/25/23 03:56:05 PM,128.4,131.4,18.84,,
2835,05/25/23 03:56:10 PM,128.4,131.4,18.84,,
2836,05/25/23 03:56:15 PM,128.4,131.4,18.84,,
2837,05/25/23 03:56:20 PM,128.4,131.4,18.84,,
2838,05/25/23 03:56:25 PM,128.4,131.4,18.84,,
2839,05/25/23 03:56:30 PM,128.4,131.4,18.83,,
2840,05/25/23 03:56:35 PM,128.3,131.4,18.84,,
2841,05/25/23 03:56:40 PM,128.4,131.4,18.84,,
2842,05/25/23 03:56:45 PM,128.4,131.4,18.83,,
2843,05/25/23 03:56:50 PM,128.3,131.4,18.84,,
2844,05/25/23 03:56:55 PM,128.4,131.4,18.84,,
2845,05/25/23 03:57:00 PM,128.4,131.4,18.84,,
2846,05/25/23 03:57:05 PM,128.4,131.4,18.84,,
2847,05/25/23 03:57:10 PM,128.4,131.4,18.83,,
2848,05/25/23 03:57:15 PM,128.4,131.4,18.83,,
2849,05/25/23 03:57:20 PM,128.3,131.4,18.84,,
2850,05/25/23 03:57:25 PM,128.4,131.4,18.84,,
2851,05/25/23 03:57:30 PM,128.4,131.4,18.83,,
2852,05/25/23 03:57:35 PM,128.4,131.4,18.84,,
2853,05/25/23 03:57:40 PM,128.4,131.0,18.84,,
2854,05/25/23 03:57:45 PM,128.4,131.4,18.84,,
2855,05/25/23 03:57:50 PM,128.4,131.4,18.84,,
2856,05/25/23 03:57:55 PM,128.4,131.4,18.84,,
2857,05/25/23 03:58:00 PM,128.4,131.4,18.84,,
2858,05/25/23 03:58:05 PM,128.4,131.4,18.84,,
2859,05/25/23 03:58:10 PM,128.4,131.4,18.84,,
2860,05/25/23 03:58:15 PM,128.4,131.4,18.84,,
2861,05/25/23 03:58:20 PM,128.4,131.4,18.84,,
2862,05/25/23 03:58:25 PM,128.4,131.4,18.84,,
2863,05/25/23 03:58:30 PM,128.4,131.4,18.84,,
2864,05/25/23 03:58:35 PM,128.4,131.4,18.84,,
2865,05/25/23 03:58:40 PM,128.4,131.4,18.84,,
2866,05/25/23 03:58:45 PM,128.4,131.4,18.84,,
2867,05/25/23 03:58:50 PM,128.4,131.4,18.84,,
2868,05/25/23 03:58:55 PM,128.4,131.4,18.84,,
2869,05/25/23 03:59:00 PM,128.4,131.4,18.84,,
2870,05/25/23 03:59:05 PM,128.4,131.4,18.84,,
2871,05/25/23 03:59:10 PM,128.4,131.4,18.84,,
2872,05/25/23 03:59:15 PM,128.4,131.4,18.84,,
2873,05/25/23 03:59:20 PM,128.4,131.4,18.84,,
2874,05/25/23 03:59:25 PM,128.4,131.4,18.84,,
2875,05/25/23 03:59:30 PM,128.4,131.0,18.84,,
2876,05/25/23 03:59:35 PM,128.4,131.4,18.84,,
2877,05/25/23 03:59:40 PM,128.4,131.4,18.84,,
2878,05/25/23 03:59:45 PM,128.4,131.4,18.84,,
2879,05/25/23 03:59:50 PM,128.4,131.4,18.84,,
2880,05/25/23 03:59:55 PM,128.4,131.4,18.84,,
2881,05/25/23 04:00:00 PM,128.4,131.4,18.84,,
2882,05/25/23 04:00:05 PM,128.4,131.4,18.84,,
2883,05/25/23 04:00:10 PM,128.4,131.4,18.84,,
2884,05/25/23 04:00:15 PM,128.4,131.4,18.84,,
2885,05/25/23 04:00:20 PM,128.4,131.4,18.84,,
2886,05/25/23 04:00:25 PM,128.4,131.4,18.84,,
2887,05/25/23 04:00:30 PM,128.4,131.4,18.84,,
2888,05/25/23 04:00:35 PM,128.4,131.4,18.84,,
2889,05/25/23 04:00:40 PM,128.4,131.4,18.84,,
2890,05/25/23 04:00:45 PM,128.4,131.4,18.84,,
2891,05/25/23 04:00:50 PM,128.4,131.4,18.84,,
2892,05/25/23 04:00:55 PM,128.4,131.4,18.84,,
2893,05/25/23 04:01:00 PM,128.4,131.4,18.84,,
2894,05/25/23 04:01:05 PM,128.4,131.4,18.84,,
2895,05/25/23 04:01:10 PM,128.4,131.4,18.84,,
2896,05/25/23 04:01:15 PM,128.4,131.4,18.84,,
2897,05/25/23 04:01:20 PM,128.4,131.4,18.84,,
2898,05/25/23 04:01:25 PM,128.4,131.4,18.84,,
2899,05/25/23 04:01:30 PM,128.4,131.4,18.86,,
2900,05/25/23 04:01:35 PM,128.4,131.4,18.86,,
2901,05/25/23 04:01:40 PM,128.4,131.4,18.86,,
2902,05/25/23 04:01:45 PM,128.3,131.4,18.86,,
2903,05/25/23 04:01:50 PM,128.4,131.4,18.84,,
2904,05/25/23 04:01:55 PM,128.4,131.4,18.84,,
2905,05/25/23 04:02:00 PM,128.3,131.4,18.86,,
2906,05/25/23 04:02:05 PM,128.4,131.0,18.84,,
2907,05/25/23 04:02:10 PM,128.3,131.0,18.86,,
2908,05/25/23 04:02:15 PM,128.4,131.4,18.84,,
2909,05/25/23 04:02:20 PM,128.4,131.4,18.86,,
2910,05/25/23 04:02:25 PM,128.4,131.4,18.84,,
2911,05/25/23 04:02:30 PM,128.3,131.4,18.86,,
2912,05/25/23 04:02:35 PM,128.4,131.4,18.84,,
2913,05/25/23 04:02:40 PM,128.4,131.4,18.86,,
2914,05/25/23 04:02:45 PM,128.4,131.4,18.84,,
2915,05/25/23 04:02:50 PM,128.4,131.4,18.86,,
2916,05/25/23 04:02:55 PM,128.4,131.4,18.84,,
2917,05/25/23 04:03:00 PM,128.3,131.4,18.86,,
2918,05/25/23 04:03:05 PM,128.4,131.4,18.84,,
2919,05/25/23 04:03:10 PM,128.3,131.4,18.86,,
2920,05/25/23 04:03:15 PM,128.3,131.4,18.86,,
2921,05/25/23 04:03:20 PM,128.4,131.4,18.86,,
2922,05/25/23 04:03:25 PM,128.4,131.4,18.86,,
2923,05/25/23 04:03:30 PM,128.4,131.4,18.86,,
2924,05/25/23 04:03:35 PM,128.4,131.4,18.84,,
2925,05/25/23 04:03:40 PM,128.4,131.4,18.84,,
2926,05/25/23 04:03:45 PM,128.4,131.4,18.86,,
2927,05/25/23 04:03:50 PM,128.4,131.4,18.84,,
2928,05/25/23 04:03:55 PM,128.4,131.4,18.84,,
2929,05/25/23 04:04:00 PM,128.3,131.4,18.86,,
2930,05/25/23 04:04:05 PM,128.4,131.4,18.84,,
2931,05/25/23 04:04:10 PM,128.4,131.4,18.84,,
2932,05/25/23 04:04:15 PM,128.4,131.4,18.84,,
2933,05/25/23 04:04:20 PM,128.4,131.4,18.84,,
2934,05/25/23 04:04:25 PM,128.4,131.4,18.86,,
2935,05/25/23 04:04:30 PM,128.4,131.4,18.86,,
2936,05/25/23 04:04:35 PM,128.4,131.4,18.84,,
2937,05/25/23 04:04:40 PM,128.4,131.4,18.84,,
2938,05/25/23 04:04:45 PM,128.4,131.4,18.84,,
2939,05/25/23 04:04:50 PM,128.3,131.4,18.86,,
2940,05/25/23 04:04:55 PM,128.4,131.4,18.84,,
2941,05/25/23 04:05:00 PM,128.4,131.4,18.84,,
2942,05/25/23 04:05:05 PM,128.3,131.4,18.86,,
2943,05/25/23 04:05:10 PM,128.4,131.4,18.86,,
2944,05/25/23 04:05:15 PM,128.4,131.4,18.86,,
2945,05/25/23 04:05:20 PM,128.4,131.4,18.86,,
2946,05/25/23 04:05:25 PM,128.4,131.4,18.84,,
2947,05/25/23 04:05:30 PM,128.4,131.4,18.86,,
2948,05/25/23 04:05:35 PM,128.4,131.4,18.86,,
2949,05/25/23 04:05:40 PM,128.4,131.0,18.86,,
2950,05/25/23 04:05:45 PM,128.4,131.4,18.86,,
2951,05/25/23 04:05:50 PM,128.3,131.4,18.86,,
2952,05/25/23 04:05:55 PM,128.4,131.4,18.86,,
2953,05/25/23 04:06:00 PM,128.4,131.4,18.86,,
2954,05/25/23 04:06:05 PM,128.4,131.4,18.86,,
2955,05/25/23 04:06:10 PM,128.4,131.4,18.86,,
2956,05/25/23 04:06:15 PM,128.5,131.4,18.86,,
2957,05/25/23 04:06:20 PM,128.4,131.4,18.86,,
2958,05/25/23 04:06:25 PM,128.4,131.4,18.86,,
2959,05/25/23 04:06:30 PM,128.4,131.4,18.86,,
2960,05/25/23 04:06:35 PM,128.4,131.4,18.86,,
2961,05/25/23 04:06:40 PM,128.4,131.4,18.86,,
