"Plot Title: mgas_nhc_cb_riffle_DO"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 10871155, SEN S/N: 10871155)","Temp, °C (LGR S/N: 10871155, SEN S/N: 10871155)","Coupler Attached (LGR S/N: 10871155)","Host Connected (LGR S/N: 10871155)","Coupler Detached (LGR S/N: 10871155)","Stopped (LGR S/N: 10871155)","End Of File (LGR S/N: 10871155)"
453,06/19/23 07:00:00 AM,7.30,21.00,,,,,
454,06/19/23 07:15:00 AM,7.46,20.96,,,,,
455,06/19/23 07:30:00 AM,7.49,20.94,,,,,
456,06/19/23 07:45:00 AM,7.51,20.92,,,,,
457,06/19/23 08:00:00 AM,7.52,20.92,,,,,
458,06/19/23 08:15:00 AM,7.65,20.94,,,,,
459,06/19/23 08:30:00 AM,7.56,20.96,,,,,
460,06/19/23 08:45:00 AM,7.79,21.00,,,,,
461,06/19/23 09:00:00 AM,7.87,21.02,,,,,
462,06/19/23 09:15:00 AM,7.95,21.08,,,,,
463,06/19/23 09:30:00 AM,8.03,21.12,,,,,
464,06/19/23 09:45:00 AM,8.08,21.20,,,,,
465,06/19/23 10:00:00 AM,8.24,21.26,,,,,
466,06/19/23 10:15:00 AM,8.35,21.36,,,,,
467,06/19/23 10:30:00 AM,8.46,21.46,,,,,
468,06/19/23 10:45:00 AM,8.65,21.60,,,,,
469,06/19/23 11:00:00 AM,8.69,21.74,,,,,
470,06/19/23 11:15:00 AM,8.88,21.88,,,,,
471,06/19/23 11:30:00 AM,8.97,22.06,,,,,
472,06/19/23 11:45:00 AM,9.13,22.32,,,,,
473,06/19/23 12:00:00 PM,9.14,22.48,,,,,
474,06/19/23 12:15:00 PM,9.07,22.60,,,,,
475,06/19/23 12:30:00 PM,9.10,22.80,,,,,
476,06/19/23 12:45:00 PM,9.33,23.04,,,,,
477,06/19/23 01:00:00 PM,8.44,22.96,,,,,
478,06/19/23 01:15:00 PM,8.83,23.26,,,,,
479,06/19/23 01:30:00 PM,8.18,23.24,,,,,
480,06/19/23 01:45:00 PM,8.61,23.44,,,,,
481,06/19/23 02:00:00 PM,8.11,23.26,,,,,
482,06/19/23 02:15:00 PM,8.04,23.38,,,,,
483,06/19/23 02:30:00 PM,8.53,23.36,,,,,
484,06/19/23 02:45:00 PM,8.06,23.42,,,,,
485,06/19/23 03:00:00 PM,8.34,23.56,,,,,
486,06/19/23 03:15:00 PM,8.25,23.60,,,,,
487,06/19/23 03:30:00 PM,8.69,23.76,,,,,
488,06/19/23 03:45:00 PM,8.80,23.78,,,,,
489,06/19/23 04:00:00 PM,8.81,23.80,,,,,
490,06/19/23 04:15:00 PM,8.65,23.74,,,,,
491,06/19/23 04:30:00 PM,8.52,23.66,,,,,
492,06/19/23 04:45:00 PM,8.51,23.74,,,,,
493,06/19/23 05:00:00 PM,8.30,23.68,,,,,
494,06/19/23 05:15:00 PM,8.23,23.66,,,,,
495,06/19/23 05:30:00 PM,8.22,23.62,,,,,
496,06/19/23 05:45:00 PM,8.15,23.56,,,,,
497,06/19/23 06:00:00 PM,8.09,23.48,,,,,
498,06/19/23 06:15:00 PM,8.03,23.42,,,,,
499,06/19/23 06:30:00 PM,7.95,23.38,,,,,
500,06/19/23 06:45:00 PM,7.84,23.34,,,,,
501,06/19/23 07:00:00 PM,7.77,23.30,,,,,
502,06/19/23 07:15:00 PM,7.70,23.24,,,,,
503,06/19/23 07:30:00 PM,7.65,23.22,,,,,
504,06/19/23 07:45:00 PM,7.58,23.18,,,,,
505,06/19/23 08:00:00 PM,7.49,23.12,,,,,
506,06/19/23 08:15:00 PM,7.43,23.08,,,,,
507,06/19/23 08:30:00 PM,7.44,23.02,,,,,
508,06/19/23 08:45:00 PM,7.38,22.96,,,,,
509,06/19/23 09:00:00 PM,7.32,22.90,,,,,
510,06/19/23 09:15:00 PM,7.28,22.84,,,,,
511,06/19/23 09:30:00 PM,7.32,22.78,,,,,
512,06/19/23 09:45:00 PM,7.29,22.72,,,,,
513,06/19/23 10:00:00 PM,7.28,22.66,,,,,
514,06/19/23 10:15:00 PM,7.32,22.60,,,,,
515,06/19/23 10:30:00 PM,7.32,22.54,,,,,
516,06/19/23 10:45:00 PM,7.29,22.48,,,,,
517,06/19/23 11:00:00 PM,7.33,22.42,,,,,
518,06/19/23 11:15:00 PM,7.36,22.36,,,,,
519,06/19/23 11:30:00 PM,7.39,22.30,,,,,
520,06/19/23 11:45:00 PM,7.38,22.26,,,,,
521,06/20/23 12:00:00 AM,7.41,22.20,,,,,
522,06/20/23 12:15:00 AM,7.38,22.14,,,,,
523,06/20/23 12:30:00 AM,7.41,22.10,,,,,
524,06/20/23 12:45:00 AM,7.45,22.04,,,,,
525,06/20/23 01:00:00 AM,7.45,22.00,,,,,
526,06/20/23 01:15:00 AM,7.43,21.96,,,,,
527,06/20/23 01:30:00 AM,7.45,21.92,,,,,
528,06/20/23 01:45:00 AM,7.45,21.88,,,,,
529,06/20/23 02:00:00 AM,7.46,21.84,,,,,
530,06/20/23 02:15:00 AM,7.46,21.82,,,,,
531,06/20/23 02:30:00 AM,7.45,21.78,,,,,
532,06/20/23 02:45:00 AM,7.47,21.76,,,,,
533,06/20/23 03:00:00 AM,7.48,21.72,,,,,
534,06/20/23 03:15:00 AM,7.49,21.70,,,,,
535,06/20/23 03:30:00 AM,7.49,21.66,,,,,
536,06/20/23 03:45:00 AM,7.57,21.64,,,,,
537,06/20/23 04:00:00 AM,7.61,21.62,,,,,
538,06/20/23 04:15:00 AM,7.67,21.58,,,,,
539,06/20/23 04:30:00 AM,7.72,21.56,,,,,
540,06/20/23 04:45:00 AM,7.75,21.56,,,,,
541,06/20/23 05:00:00 AM,7.77,21.56,,,,,
542,06/20/23 05:15:00 AM,7.79,21.56,,,,,
543,06/20/23 05:30:00 AM,7.81,21.56,,,,,
544,06/20/23 05:45:00 AM,7.79,21.54,,,,,
545,06/20/23 06:00:00 AM,7.80,21.54,,,,,
546,06/20/23 06:15:00 AM,7.80,21.52,,,,,
547,06/20/23 06:30:00 AM,7.82,21.50,,,,,
548,06/20/23 06:45:00 AM,7.82,21.48,,,,,
549,06/20/23 07:00:00 AM,7.83,21.46,,,,,
550,06/20/23 07:15:00 AM,7.94,21.42,,,,,
551,06/20/23 07:30:00 AM,7.91,21.38,,,,,
552,06/20/23 07:45:00 AM,8.01,21.36,,,,,
553,06/20/23 08:00:00 AM,8.01,21.32,,,,,
554,06/20/23 08:15:00 AM,7.97,21.32,,,,,
555,06/20/23 08:30:00 AM,8.03,21.32,,,,,
556,06/20/23 08:45:00 AM,8.12,21.32,,,,,
557,06/20/23 09:00:00 AM,8.12,21.34,,,,,
558,06/20/23 09:15:00 AM,8.19,21.38,,,,,
559,06/20/23 09:30:00 AM,8.27,21.42,,,,,
560,06/20/23 09:45:00 AM,8.29,21.46,,,,,
561,06/20/23 10:00:00 AM,8.25,21.48,,,,,
562,06/20/23 10:15:00 AM,8.23,21.50,,,,,
563,06/20/23 10:30:00 AM,8.28,21.50,,,,,
564,06/20/23 10:45:00 AM,8.29,21.52,,,,,
565,06/20/23 11:00:00 AM,8.29,21.54,,,,,
566,06/20/23 11:15:00 AM,8.29,21.54,,,,,
567,06/20/23 11:30:00 AM,8.28,21.54,,,,,
568,06/20/23 11:45:00 AM,8.28,21.52,,,,,
569,06/20/23 12:00:00 PM,8.27,21.52,,,,,
570,06/20/23 12:15:00 PM,8.27,21.50,,,,,
571,06/20/23 12:30:00 PM,8.28,21.48,,,,,
572,06/20/23 12:45:00 PM,8.29,21.46,,,,,
573,06/20/23 01:00:00 PM,8.35,21.44,,,,,
574,06/20/23 01:15:00 PM,8.43,21.46,,,,,
575,06/20/23 01:30:00 PM,8.47,21.48,,,,,
576,06/20/23 01:45:00 PM,8.59,21.50,,,,,
577,06/20/23 02:00:00 PM,8.59,21.52,,,,,
578,06/20/23 02:15:00 PM,8.62,21.54,,,,,
579,06/20/23 02:30:00 PM,8.65,21.56,,,,,
580,06/20/23 02:45:00 PM,8.62,21.56,,,,,
581,06/20/23 03:00:00 PM,8.58,21.58,,,,,
582,06/20/23 03:15:00 PM,8.52,21.56,,,,,
583,06/20/23 03:30:00 PM,8.54,21.54,,,,,
584,06/20/23 03:45:00 PM,8.53,21.46,,,,,
585,06/20/23 04:00:00 PM,8.52,21.38,,,,,
586,06/20/23 04:15:00 PM,8.41,21.38,,,,,
587,06/20/23 04:30:00 PM,8.48,21.34,,,,,
588,06/20/23 04:45:00 PM,8.41,21.40,,,,,
589,06/20/23 05:00:00 PM,8.40,21.48,,,,,
590,06/20/23 05:15:00 PM,8.29,21.58,,,,,
591,06/20/23 05:30:00 PM,8.29,21.64,,,,,
592,06/20/23 05:45:00 PM,8.22,21.66,,,,,
593,06/20/23 06:00:00 PM,8.15,21.68,,,,,
594,06/20/23 06:15:00 PM,8.14,21.66,,,,,
595,06/20/23 06:30:00 PM,8.19,21.64,,,,,
596,06/20/23 06:45:00 PM,8.10,21.62,,,,,
597,06/20/23 07:00:00 PM,8.09,21.58,,,,,
598,06/20/23 07:15:00 PM,8.08,21.54,,,,,
599,06/20/23 07:30:00 PM,8.04,21.52,,,,,
600,06/20/23 07:45:00 PM,8.08,21.48,,,,,
601,06/20/23 08:00:00 PM,8.10,21.46,,,,,
602,06/20/23 08:15:00 PM,8.14,21.42,,,,,
603,06/20/23 08:30:00 PM,8.13,21.40,,,,,
604,06/20/23 08:45:00 PM,8.14,21.36,,,,,
605,06/20/23 09:00:00 PM,8.19,21.34,,,,,
606,06/20/23 09:15:00 PM,8.04,21.30,,,,,
607,06/20/23 09:30:00 PM,8.11,21.26,,,,,
608,06/20/23 09:45:00 PM,8.12,21.24,,,,,
609,06/20/23 10:00:00 PM,8.12,21.20,,,,,
610,06/20/23 10:15:00 PM,8.14,21.16,,,,,
611,06/20/23 10:30:00 PM,8.12,21.12,,,,,
612,06/20/23 10:45:00 PM,8.19,21.08,,,,,
613,06/20/23 11:00:00 PM,8.23,21.04,,,,,
614,06/20/23 11:15:00 PM,8.27,21.00,,,,,
615,06/20/23 11:30:00 PM,8.27,20.98,,,,,
616,06/20/23 11:45:00 PM,8.27,20.98,,,,,
617,06/21/23 12:00:00 AM,8.28,20.96,,,,,
618,06/21/23 12:15:00 AM,8.28,20.96,,,,,
619,06/21/23 12:30:00 AM,8.25,20.94,,,,,
620,06/21/23 12:45:00 AM,8.24,20.94,,,,,
621,06/21/23 01:00:00 AM,8.28,20.92,,,,,
622,06/21/23 01:15:00 AM,8.24,20.92,,,,,
623,06/21/23 01:30:00 AM,8.19,20.92,,,,,
624,06/21/23 01:45:00 AM,8.22,20.92,,,,,
625,06/21/23 02:00:00 AM,8.16,20.92,,,,,
626,06/21/23 02:15:00 AM,8.20,20.94,,,,,
627,06/21/23 02:30:00 AM,8.16,20.96,,,,,
628,06/21/23 02:45:00 AM,8.18,20.98,,,,,
629,06/21/23 03:00:00 AM,8.21,20.98,,,,,
630,06/21/23 03:15:00 AM,8.05,20.98,,,,,
631,06/21/23 03:30:00 AM,8.14,20.98,,,,,
632,06/21/23 03:45:00 AM,8.13,20.98,,,,,
633,06/21/23 04:00:00 AM,8.18,20.98,,,,,
634,06/21/23 04:15:00 AM,8.09,20.98,,,,,
635,06/21/23 04:30:00 AM,8.18,20.96,,,,,
636,06/21/23 04:45:00 AM,8.23,20.96,,,,,
637,06/21/23 05:00:00 AM,8.22,20.94,,,,,
638,06/21/23 05:15:00 AM,8.24,20.92,,,,,
639,06/21/23 05:30:00 AM,8.20,20.90,,,,,
640,06/21/23 05:45:00 AM,8.20,20.88,,,,,
641,06/21/23 06:00:00 AM,8.28,20.86,,,,,
642,06/21/23 06:15:00 AM,8.21,20.84,,,,,
643,06/21/23 06:30:00 AM,8.20,20.84,,,,,
644,06/21/23 06:45:00 AM,8.25,20.82,,,,,
645,06/21/23 07:00:00 AM,8.19,20.80,,,,,
646,06/21/23 07:15:00 AM,8.21,20.78,,,,,
647,06/21/23 07:30:00 AM,8.20,20.76,,,,,
648,06/21/23 07:45:00 AM,8.23,20.74,,,,,
649,06/21/23 08:00:00 AM,8.20,20.74,,,,,
650,06/21/23 08:15:00 AM,8.20,20.72,,,,,
651,06/21/23 08:30:00 AM,8.22,20.72,,,,,
652,06/21/23 08:45:00 AM,8.23,20.70,,,,,
653,06/21/23 09:00:00 AM,8.30,20.68,,,,,
654,06/21/23 09:15:00 AM,8.22,20.68,,,,,
655,06/21/23 09:30:00 AM,8.27,20.68,,,,,
656,06/21/23 09:45:00 AM,8.27,20.68,,,,,
657,06/21/23 10:00:00 AM,8.30,20.68,,,,,
658,06/21/23 10:15:00 AM,8.31,20.70,,,,,
659,06/21/23 10:30:00 AM,8.35,20.72,,,,,
660,06/21/23 10:45:00 AM,8.39,20.72,,,,,
661,06/21/23 11:00:00 AM,8.41,20.74,,,,,
662,06/21/23 11:15:00 AM,8.39,20.76,,,,,
663,06/21/23 11:30:00 AM,8.40,20.78,,,,,
664,06/21/23 11:45:00 AM,8.39,20.80,,,,,
665,06/21/23 12:00:00 PM,8.40,20.82,,,,,
666,06/21/23 12:06:10 PM,,,Logged,,,,
667,06/21/23 12:06:22 PM,,,,Logged,,,
668,06/21/23 12:06:30 PM,,,,,Logged,,
669,06/21/23 12:06:33 PM,,,Logged,,,,
670,06/21/23 12:06:48 PM,,,,Logged,,,
671,06/21/23 12:06:55 PM,,,,,Logged,,
672,06/21/23 12:07:03 PM,,,Logged,,,,
673,06/21/23 12:07:17 PM,,,,Logged,,,
674,06/21/23 12:07:19 PM,,,,Logged,,,
675,06/21/23 12:07:47 PM,,,,Logged,,,
676,06/21/23 12:07:53 PM,,,,,Logged,,
677,06/21/23 12:07:58 PM,,,Logged,,,,
678,06/21/23 12:07:59 PM,,,,Logged,,,
679,06/21/23 12:08:36 PM,,,,,Logged,,
680,06/21/23 12:08:40 PM,,,Logged,,,,
681,06/21/23 12:08:48 PM,,,,Logged,,,
682,06/21/23 12:08:49 PM,,,,Logged,,,
683,06/21/23 12:08:50 PM,,,,Logged,,,
684,06/21/23 12:08:55 PM,,,,Logged,,,
685,06/21/23 12:08:57 PM,,,,,,Logged,Logged
