"Plot Title: mgas_nhc_poolDown_DO"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 10808939, SEN S/N: 10808939)","Temp, °C (LGR S/N: 10808939, SEN S/N: 10808939)","Coupler Attached (LGR S/N: 10808939)","Coupler Detached (LGR S/N: 10808939)","Host Connected (LGR S/N: 10808939)","Stopped (LGR S/N: 10808939)","End Of File (LGR S/N: 10808939)"
454,06/19/23 07:15:00 AM,7.36,20.84,,,,,
455,06/19/23 07:30:00 AM,7.39,20.82,,,,,
456,06/19/23 07:45:00 AM,7.44,20.82,,,,,
457,06/19/23 08:00:00 AM,7.49,20.84,,,,,
458,06/19/23 08:15:00 AM,7.57,20.86,,,,,
459,06/19/23 08:30:00 AM,7.66,20.88,,,,,
460,06/19/23 08:45:00 AM,7.76,20.94,,,,,
461,06/19/23 09:00:00 AM,7.87,21.02,,,,,
462,06/19/23 09:15:00 AM,7.98,21.10,,,,,
463,06/19/23 09:30:00 AM,8.11,21.18,,,,,
464,06/19/23 09:45:00 AM,8.23,21.30,,,,,
465,06/19/23 10:00:00 AM,8.30,21.40,,,,,
466,06/19/23 10:15:00 AM,8.47,21.54,,,,,
467,06/19/23 10:30:00 AM,8.62,21.68,,,,,
468,06/19/23 10:45:00 AM,8.76,21.82,,,,,
469,06/19/23 11:00:00 AM,8.92,22.00,,,,,
470,06/19/23 11:15:00 AM,9.12,22.22,,,,,
471,06/19/23 11:30:00 AM,9.25,22.40,,,,,
472,06/19/23 11:45:00 AM,9.38,22.62,,,,,
473,06/19/23 12:00:00 PM,9.56,22.82,,,,,
474,06/19/23 12:15:00 PM,9.56,23.08,,,,,
475,06/19/23 12:30:00 PM,9.61,23.20,,,,,
476,06/19/23 12:45:00 PM,9.65,23.44,,,,,
477,06/19/23 01:00:00 PM,9.71,23.70,,,,,
478,06/19/23 01:15:00 PM,9.77,23.88,,,,,
479,06/19/23 01:30:00 PM,9.77,24.02,,,,,
480,06/19/23 01:45:00 PM,9.91,24.10,,,,,
481,06/19/23 02:00:00 PM,9.90,24.18,,,,,
482,06/19/23 02:15:00 PM,9.97,24.28,,,,,
483,06/19/23 02:30:00 PM,9.97,24.34,,,,,
484,06/19/23 02:45:00 PM,9.89,24.42,,,,,
485,06/19/23 03:00:00 PM,9.79,24.42,,,,,
486,06/19/23 03:15:00 PM,9.76,24.44,,,,,
487,06/19/23 03:30:00 PM,9.59,24.40,,,,,
488,06/19/23 03:45:00 PM,9.46,24.34,,,,,
489,06/19/23 04:00:00 PM,9.23,24.28,,,,,
490,06/19/23 04:15:00 PM,9.09,24.22,,,,,
491,06/19/23 04:30:00 PM,8.92,24.16,,,,,
492,06/19/23 04:45:00 PM,8.74,24.08,,,,,
493,06/19/23 05:00:00 PM,8.47,23.92,,,,,
494,06/19/23 05:15:00 PM,8.31,23.82,,,,,
495,06/19/23 05:30:00 PM,8.14,23.72,,,,,
496,06/19/23 05:45:00 PM,7.99,23.60,,,,,
497,06/19/23 06:00:00 PM,7.81,23.50,,,,,
498,06/19/23 06:15:00 PM,7.80,23.40,,,,,
499,06/19/23 06:30:00 PM,7.69,23.32,,,,,
500,06/19/23 06:45:00 PM,7.68,23.26,,,,,
501,06/19/23 07:00:00 PM,7.63,23.18,,,,,
502,06/19/23 07:15:00 PM,7.62,23.12,,,,,
503,06/19/23 07:30:00 PM,7.58,23.04,,,,,
504,06/19/23 07:45:00 PM,7.52,22.96,,,,,
505,06/19/23 08:00:00 PM,7.45,22.88,,,,,
506,06/19/23 08:15:00 PM,7.53,22.80,,,,,
507,06/19/23 08:30:00 PM,7.54,22.74,,,,,
508,06/19/23 08:45:00 PM,7.53,22.66,,,,,
509,06/19/23 09:00:00 PM,7.50,22.60,,,,,
510,06/19/23 09:15:00 PM,7.49,22.52,,,,,
511,06/19/23 09:30:00 PM,7.49,22.46,,,,,
512,06/19/23 09:45:00 PM,7.48,22.40,,,,,
513,06/19/23 10:00:00 PM,7.48,22.34,,,,,
514,06/19/23 10:15:00 PM,7.46,22.30,,,,,
515,06/19/23 10:30:00 PM,7.46,22.24,,,,,
516,06/19/23 10:45:00 PM,7.46,22.18,,,,,
517,06/19/23 11:00:00 PM,7.45,22.14,,,,,
518,06/19/23 11:15:00 PM,7.45,22.08,,,,,
519,06/19/23 11:30:00 PM,7.44,22.04,,,,,
520,06/19/23 11:45:00 PM,7.43,22.00,,,,,
521,06/20/23 12:00:00 AM,7.44,21.96,,,,,
522,06/20/23 12:15:00 AM,7.44,21.92,,,,,
523,06/20/23 12:30:00 AM,7.43,21.88,,,,,
524,06/20/23 12:45:00 AM,7.45,21.86,,,,,
525,06/20/23 01:00:00 AM,7.43,21.82,,,,,
526,06/20/23 01:15:00 AM,7.45,21.80,,,,,
527,06/20/23 01:30:00 AM,7.45,21.76,,,,,
528,06/20/23 01:45:00 AM,7.45,21.74,,,,,
529,06/20/23 02:00:00 AM,7.44,21.72,,,,,
530,06/20/23 02:15:00 AM,7.45,21.68,,,,,
531,06/20/23 02:30:00 AM,7.44,21.66,,,,,
532,06/20/23 02:45:00 AM,7.45,21.64,,,,,
533,06/20/23 03:00:00 AM,7.45,21.62,,,,,
534,06/20/23 03:15:00 AM,7.45,21.60,,,,,
535,06/20/23 03:30:00 AM,7.49,21.58,,,,,
536,06/20/23 03:45:00 AM,7.54,21.56,,,,,
537,06/20/23 04:00:00 AM,7.60,21.54,,,,,
538,06/20/23 04:15:00 AM,7.63,21.54,,,,,
539,06/20/23 04:30:00 AM,7.65,21.56,,,,,
540,06/20/23 04:45:00 AM,7.65,21.56,,,,,
541,06/20/23 05:00:00 AM,7.62,21.56,,,,,
542,06/20/23 05:15:00 AM,7.65,21.56,,,,,
543,06/20/23 05:30:00 AM,7.63,21.54,,,,,
544,06/20/23 05:45:00 AM,7.63,21.52,,,,,
545,06/20/23 06:00:00 AM,7.63,21.48,,,,,
546,06/20/23 06:15:00 AM,7.66,21.46,,,,,
547,06/20/23 06:30:00 AM,7.68,21.44,,,,,
548,06/20/23 06:45:00 AM,7.71,21.40,,,,,
549,06/20/23 07:00:00 AM,7.75,21.38,,,,,
550,06/20/23 07:15:00 AM,7.83,21.34,,,,,
551,06/20/23 07:30:00 AM,7.90,21.32,,,,,
552,06/20/23 07:45:00 AM,7.98,21.28,,,,,
553,06/20/23 08:00:00 AM,8.00,21.26,,,,,
554,06/20/23 08:15:00 AM,7.99,21.26,,,,,
555,06/20/23 08:30:00 AM,8.00,21.28,,,,,
556,06/20/23 08:45:00 AM,8.04,21.30,,,,,
557,06/20/23 09:00:00 AM,8.09,21.32,,,,,
558,06/20/23 09:15:00 AM,8.17,21.38,,,,,
559,06/20/23 09:30:00 AM,8.25,21.42,,,,,
560,06/20/23 09:45:00 AM,8.29,21.46,,,,,
561,06/20/23 10:00:00 AM,8.27,21.48,,,,,
562,06/20/23 10:15:00 AM,8.26,21.48,,,,,
563,06/20/23 10:30:00 AM,8.26,21.50,,,,,
564,06/20/23 10:45:00 AM,8.25,21.48,,,,,
565,06/20/23 11:00:00 AM,8.25,21.48,,,,,
566,06/20/23 11:15:00 AM,8.24,21.48,,,,,
567,06/20/23 11:30:00 AM,8.24,21.46,,,,,
568,06/20/23 11:45:00 AM,8.24,21.44,,,,,
569,06/20/23 12:00:00 PM,8.25,21.44,,,,,
570,06/20/23 12:15:00 PM,8.25,21.40,,,,,
571,06/20/23 12:30:00 PM,8.28,21.38,,,,,
572,06/20/23 12:45:00 PM,8.33,21.36,,,,,
573,06/20/23 01:00:00 PM,8.38,21.34,,,,,
574,06/20/23 01:15:00 PM,8.44,21.34,,,,,
575,06/20/23 01:30:00 PM,8.51,21.36,,,,,
576,06/20/23 01:45:00 PM,8.60,21.38,,,,,
577,06/20/23 02:00:00 PM,8.65,21.40,,,,,
578,06/20/23 02:15:00 PM,8.67,21.42,,,,,
579,06/20/23 02:30:00 PM,8.68,21.44,,,,,
580,06/20/23 02:45:00 PM,8.66,21.44,,,,,
581,06/20/23 03:00:00 PM,8.65,21.38,,,,,
582,06/20/23 03:15:00 PM,8.64,21.22,,,,,
583,06/20/23 03:30:00 PM,8.63,21.16,,,,,
584,06/20/23 03:45:00 PM,8.61,21.14,,,,,
585,06/20/23 04:00:00 PM,8.61,21.18,,,,,
586,06/20/23 04:15:00 PM,8.54,21.24,,,,,
587,06/20/23 04:30:00 PM,8.44,21.50,,,,,
588,06/20/23 04:45:00 PM,8.38,21.62,,,,,
589,06/20/23 05:00:00 PM,8.29,21.64,,,,,
590,06/20/23 05:15:00 PM,8.25,21.66,,,,,
591,06/20/23 05:30:00 PM,8.21,21.66,,,,,
592,06/20/23 05:45:00 PM,8.17,21.66,,,,,
593,06/20/23 06:00:00 PM,8.19,21.60,,,,,
594,06/20/23 06:15:00 PM,8.17,21.54,,,,,
595,06/20/23 06:30:00 PM,8.17,21.50,,,,,
596,06/20/23 06:45:00 PM,8.17,21.46,,,,,
597,06/20/23 07:00:00 PM,8.19,21.44,,,,,
598,06/20/23 07:15:00 PM,8.21,21.42,,,,,
599,06/20/23 07:30:00 PM,8.23,21.40,,,,,
600,06/20/23 07:45:00 PM,8.24,21.36,,,,,
601,06/20/23 08:00:00 PM,8.26,21.34,,,,,
602,06/20/23 08:15:00 PM,8.28,21.28,,,,,
603,06/20/23 08:30:00 PM,8.28,21.26,,,,,
604,06/20/23 08:45:00 PM,8.29,21.22,,,,,
605,06/20/23 09:00:00 PM,8.29,21.18,,,,,
606,06/20/23 09:15:00 PM,8.29,21.16,,,,,
607,06/20/23 09:30:00 PM,8.31,21.10,,,,,
608,06/20/23 09:45:00 PM,8.34,21.04,,,,,
609,06/20/23 10:00:00 PM,8.35,21.00,,,,,
610,06/20/23 10:15:00 PM,8.35,20.98,,,,,
611,06/20/23 10:30:00 PM,8.36,20.94,,,,,
612,06/20/23 10:45:00 PM,8.35,20.92,,,,,
613,06/20/23 11:00:00 PM,8.36,20.92,,,,,
614,06/20/23 11:15:00 PM,8.35,20.90,,,,,
615,06/20/23 11:30:00 PM,8.34,20.90,,,,,
616,06/20/23 11:45:00 PM,8.35,20.90,,,,,
617,06/21/23 12:00:00 AM,8.35,20.90,,,,,
618,06/21/23 12:15:00 AM,8.35,20.88,,,,,
619,06/21/23 12:30:00 AM,8.34,20.88,,,,,
620,06/21/23 12:45:00 AM,8.33,20.88,,,,,
621,06/21/23 01:00:00 AM,8.31,20.88,,,,,
622,06/21/23 01:15:00 AM,8.30,20.90,,,,,
623,06/21/23 01:30:00 AM,8.30,20.90,,,,,
624,06/21/23 01:45:00 AM,8.30,20.94,,,,,
625,06/21/23 02:00:00 AM,8.29,20.96,,,,,
626,06/21/23 02:15:00 AM,8.29,20.96,,,,,
627,06/21/23 02:30:00 AM,8.30,20.98,,,,,
628,06/21/23 02:45:00 AM,8.30,20.98,,,,,
629,06/21/23 03:00:00 AM,8.31,20.98,,,,,
630,06/21/23 03:15:00 AM,8.33,20.98,,,,,
631,06/21/23 03:30:00 AM,8.33,20.96,,,,,
632,06/21/23 03:45:00 AM,8.33,20.94,,,,,
633,06/21/23 04:00:00 AM,8.35,20.92,,,,,
634,06/21/23 04:15:00 AM,8.35,20.90,,,,,
635,06/21/23 04:30:00 AM,8.36,20.88,,,,,
636,06/21/23 04:45:00 AM,8.36,20.88,,,,,
637,06/21/23 05:00:00 AM,8.37,20.84,,,,,
638,06/21/23 05:15:00 AM,8.37,20.82,,,,,
639,06/21/23 05:30:00 AM,8.38,20.80,,,,,
640,06/21/23 05:45:00 AM,8.38,20.80,,,,,
641,06/21/23 06:00:00 AM,8.38,20.78,,,,,
642,06/21/23 06:15:00 AM,8.38,20.76,,,,,
643,06/21/23 06:30:00 AM,8.37,20.74,,,,,
644,06/21/23 06:45:00 AM,8.37,20.72,,,,,
645,06/21/23 07:00:00 AM,8.37,20.70,,,,,
646,06/21/23 07:15:00 AM,8.37,20.70,,,,,
647,06/21/23 07:30:00 AM,8.37,20.68,,,,,
648,06/21/23 07:45:00 AM,8.38,20.66,,,,,
649,06/21/23 08:00:00 AM,8.38,20.66,,,,,
650,06/21/23 08:15:00 AM,8.39,20.66,,,,,
651,06/21/23 08:30:00 AM,8.39,20.64,,,,,
652,06/21/23 08:45:00 AM,8.39,20.64,,,,,
653,06/21/23 09:00:00 AM,8.40,20.62,,,,,
654,06/21/23 09:15:00 AM,8.40,20.62,,,,,
655,06/21/23 09:30:00 AM,8.41,20.62,,,,,
656,06/21/23 09:45:00 AM,8.42,20.64,,,,,
657,06/21/23 10:00:00 AM,8.43,20.64,,,,,
658,06/21/23 10:15:00 AM,8.44,20.66,,,,,
659,06/21/23 10:30:00 AM,8.44,20.66,,,,,
660,06/21/23 10:45:00 AM,8.47,20.68,,,,,
661,06/21/23 11:00:00 AM,8.48,20.70,,,,,
662,06/21/23 11:15:00 AM,8.48,20.72,,,,,
663,06/21/23 11:30:00 AM,8.49,20.74,,,,,
664,06/21/23 11:42:18 AM,,,Logged,,,,
665,06/21/23 11:42:22 AM,,,,Logged,,,
666,06/21/23 11:42:23 AM,,,,Logged,,,
667,06/21/23 11:42:29 AM,,,Logged,,,,
668,06/21/23 11:42:47 AM,,,,,Logged,,
669,06/21/23 11:42:49 AM,,,,,,Logged,Logged
