"Plot Title: mgas_wd_station_2_2023-06-06"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Full Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Temp, °C (LGR S/N: 10559459, SEN S/N: 10559459)","Host Connected (LGR S/N: 10559459)","Stopped (LGR S/N: 10559459)","End Of File (LGR S/N: 10559459)"
425,06/06/23 11:35:20 AM,129.3,129.3,9.47,,,
426,06/06/23 11:35:25 AM,128.9,128.9,9.47,,,
427,06/06/23 11:35:30 AM,128.6,128.5,9.48,,,
428,06/06/23 11:35:35 AM,128.3,128.2,9.47,,,
429,06/06/23 11:35:40 AM,127.4,127.4,9.47,,,
430,06/06/23 11:35:45 AM,127.7,127.4,9.48,,,
431,06/06/23 11:35:50 AM,128.8,128.5,9.47,,,
432,06/06/23 11:35:55 AM,127.3,127.0,9.48,,,
433,06/06/23 11:36:00 AM,126.7,126.6,9.48,,,
434,06/06/23 11:36:05 AM,127.1,127.0,9.47,,,
435,06/06/23 11:36:10 AM,127.3,127.0,9.48,,,
436,06/06/23 11:36:15 AM,126.9,126.6,9.47,,,
437,06/06/23 11:36:20 AM,127.2,127.0,9.48,,,
438,06/06/23 11:36:25 AM,126.3,126.3,9.48,,,
439,06/06/23 11:36:30 AM,125.0,124.8,9.48,,,
440,06/06/23 11:36:35 AM,125.1,124.8,9.48,,,
441,06/06/23 11:36:40 AM,124.8,124.8,9.47,,,
442,06/06/23 11:36:45 AM,124.6,124.4,9.48,,,
443,06/06/23 11:36:50 AM,124.8,124.8,9.48,,,
444,06/06/23 11:36:55 AM,125.1,124.8,9.48,,,
445,06/06/23 11:37:00 AM,125.4,125.5,9.48,,,
446,06/06/23 11:37:05 AM,125.5,125.1,9.48,,,
447,06/06/23 11:37:10 AM,124.6,124.4,9.48,,,
448,06/06/23 11:37:15 AM,125.0,124.8,9.48,,,
449,06/06/23 11:37:20 AM,123.7,123.6,9.48,,,
450,06/06/23 11:37:25 AM,123.7,123.6,9.48,,,
451,06/06/23 11:37:30 AM,124.0,123.6,9.48,,,
452,06/06/23 11:37:35 AM,123.5,123.2,9.48,,,
453,06/06/23 11:37:40 AM,123.4,123.2,9.48,,,
454,06/06/23 11:37:45 AM,123.2,122.9,9.48,,,
455,06/06/23 11:37:50 AM,122.8,122.5,9.49,,,
456,06/06/23 11:37:55 AM,122.4,122.1,9.48,,,
457,06/06/23 11:38:00 AM,122.5,122.1,9.48,,,
458,06/06/23 11:38:05 AM,122.4,121.7,9.48,,,
459,06/06/23 11:38:10 AM,122.5,122.5,9.49,,,
460,06/06/23 11:38:15 AM,122.8,122.5,9.49,,,
461,06/06/23 11:38:20 AM,122.6,122.5,9.48,,,
462,06/06/23 11:38:25 AM,122.5,122.1,9.49,,,
463,06/06/23 11:38:30 AM,122.5,122.5,9.49,,,
464,06/06/23 11:38:35 AM,122.3,122.1,9.49,,,
465,06/06/23 11:38:40 AM,121.0,120.6,9.49,,,
466,06/06/23 11:38:45 AM,121.1,121.0,9.49,,,
467,06/06/23 11:38:50 AM,121.6,121.3,9.49,,,
468,06/06/23 11:38:55 AM,120.9,120.6,9.49,,,
469,06/06/23 11:39:00 AM,121.1,120.6,9.49,,,
470,06/06/23 11:39:05 AM,120.4,119.8,9.49,,,
471,06/06/23 11:39:10 AM,120.4,119.8,9.49,,,
472,06/06/23 11:39:15 AM,120.7,120.2,9.49,,,
473,06/06/23 11:39:20 AM,121.2,120.6,9.49,,,
474,06/06/23 11:39:25 AM,120.8,120.2,9.49,,,
475,06/06/23 11:39:30 AM,120.8,120.2,9.49,,,
476,06/06/23 11:39:35 AM,120.5,120.2,9.49,,,
477,06/06/23 11:39:40 AM,120.5,120.2,9.51,,,
478,06/06/23 11:39:45 AM,120.8,120.2,9.51,,,
479,06/06/23 11:39:50 AM,120.5,119.8,9.51,,,
480,06/06/23 11:39:55 AM,120.2,119.8,9.51,,,
481,06/06/23 11:40:00 AM,119.8,119.5,9.49,,,
482,06/06/23 11:40:05 AM,120.2,119.8,9.51,,,
483,06/06/23 11:40:10 AM,120.6,120.2,9.51,,,
484,06/06/23 11:40:15 AM,120.2,119.8,9.49,,,
485,06/06/23 11:40:20 AM,120.0,119.5,9.51,,,
486,06/06/23 11:40:25 AM,120.2,119.8,9.51,,,
487,06/06/23 11:40:30 AM,119.8,119.5,9.51,,,
488,06/06/23 11:40:35 AM,119.7,119.1,9.51,,,
489,06/06/23 11:40:40 AM,120.0,119.5,9.49,,,
490,06/06/23 11:40:45 AM,119.5,119.1,9.51,,,
491,06/06/23 11:40:50 AM,119.9,119.5,9.51,,,
492,06/06/23 11:40:55 AM,119.3,119.1,9.51,,,
493,06/06/23 11:41:00 AM,119.4,119.1,9.51,,,
494,06/06/23 11:41:05 AM,119.7,119.5,9.51,,,
495,06/06/23 11:41:10 AM,119.4,119.1,9.52,,,
496,06/06/23 11:41:15 AM,119.4,119.1,9.51,,,
497,06/06/23 11:41:20 AM,119.3,119.1,9.52,,,
498,06/06/23 11:41:25 AM,118.9,118.7,9.52,,,
499,06/06/23 11:41:30 AM,119.0,118.7,9.52,,,
500,06/06/23 11:41:35 AM,119.3,119.1,9.51,,,
501,06/06/23 11:41:40 AM,118.7,117.9,9.51,,,
502,06/06/23 11:41:45 AM,118.6,117.9,9.52,,,
503,06/06/23 11:41:50 AM,118.8,117.9,9.51,,,
504,06/06/23 11:41:55 AM,118.7,118.3,9.51,,,
505,06/06/23 11:42:00 AM,118.6,118.3,9.52,,,
506,06/06/23 11:42:05 AM,118.2,117.6,9.52,,,
507,06/06/23 11:42:10 AM,118.5,117.9,9.52,,,
508,06/06/23 11:42:15 AM,118.6,118.3,9.52,,,
509,06/06/23 11:42:20 AM,118.8,118.3,9.52,,,
510,06/06/23 11:42:25 AM,118.6,118.3,9.52,,,
511,06/06/23 11:42:30 AM,118.6,118.3,9.52,,,
512,06/06/23 11:42:35 AM,118.3,117.6,9.52,,,
513,06/06/23 11:42:40 AM,118.0,117.2,9.52,,,
514,06/06/23 11:42:45 AM,118.2,117.6,9.52,,,
515,06/06/23 11:42:50 AM,118.4,117.6,9.52,,,
516,06/06/23 11:42:55 AM,118.7,118.3,9.52,,,
517,06/06/23 11:43:00 AM,118.0,117.6,9.52,,,
518,06/06/23 11:43:05 AM,118.2,117.6,9.52,,,
519,06/06/23 11:43:10 AM,118.5,118.3,9.52,,,
520,06/06/23 11:43:15 AM,118.2,117.6,9.53,,,
521,06/06/23 11:43:20 AM,118.3,117.6,9.52,,,
522,06/06/23 11:43:25 AM,118.3,117.6,9.52,,,
523,06/06/23 11:43:30 AM,118.2,117.6,9.53,,,
524,06/06/23 11:43:35 AM,117.9,117.6,9.52,,,
525,06/06/23 11:43:40 AM,118.5,117.9,9.52,,,
526,06/06/23 11:43:45 AM,118.4,117.6,9.53,,,
527,06/06/23 11:43:50 AM,118.2,117.6,9.52,,,
528,06/06/23 11:43:55 AM,117.9,117.6,9.53,,,
529,06/06/23 11:44:00 AM,118.1,117.6,9.53,,,
530,06/06/23 11:44:05 AM,117.9,117.2,9.52,,,
531,06/06/23 11:44:10 AM,117.9,117.6,9.52,,,
532,06/06/23 11:44:15 AM,117.6,117.2,9.53,,,
533,06/06/23 11:44:20 AM,117.5,116.8,9.53,,,
534,06/06/23 11:44:25 AM,117.4,116.8,9.53,,,
535,06/06/23 11:44:30 AM,117.6,117.6,9.52,,,
536,06/06/23 11:44:35 AM,117.9,117.6,9.53,,,
537,06/06/23 11:44:40 AM,117.3,116.8,9.53,,,
538,06/06/23 11:44:45 AM,117.4,116.8,9.53,,,
539,06/06/23 11:44:50 AM,117.3,116.8,9.53,,,
540,06/06/23 11:44:55 AM,117.5,116.8,9.53,,,
541,06/06/23 11:45:00 AM,117.5,116.8,9.53,,,
542,06/06/23 11:45:05 AM,117.6,116.8,9.53,,,
543,06/06/23 11:45:10 AM,117.5,117.6,9.53,,,
544,06/06/23 11:45:15 AM,117.8,117.2,9.55,,,
545,06/06/23 11:45:20 AM,117.6,117.2,9.53,,,
546,06/06/23 11:45:25 AM,117.1,116.8,9.53,,,
547,06/06/23 11:45:30 AM,117.5,117.2,9.53,,,
548,06/06/23 11:45:35 AM,117.6,116.8,9.53,,,
549,06/06/23 11:45:40 AM,117.5,117.2,9.53,,,
550,06/06/23 11:45:45 AM,117.7,117.2,9.53,,,
551,06/06/23 11:45:50 AM,117.9,117.6,9.55,,,
552,06/06/23 11:45:55 AM,117.8,117.6,9.55,,,
553,06/06/23 11:46:00 AM,117.4,116.8,9.55,,,
554,06/06/23 11:46:05 AM,117.3,116.8,9.55,,,
555,06/06/23 11:46:10 AM,117.1,116.4,9.55,,,
556,06/06/23 11:46:15 AM,117.1,116.4,9.53,,,
557,06/06/23 11:46:20 AM,117.1,116.4,9.55,,,
558,06/06/23 11:46:25 AM,117.2,116.4,9.53,,,
559,06/06/23 11:46:30 AM,117.1,116.8,9.55,,,
560,06/06/23 11:46:35 AM,117.2,116.8,9.55,,,
561,06/06/23 11:46:40 AM,117.6,116.8,9.56,,,
562,06/06/23 11:46:45 AM,117.1,116.8,9.55,,,
563,06/06/23 11:46:50 AM,117.2,116.8,9.55,,,
564,06/06/23 11:46:55 AM,117.6,116.8,9.56,,,
565,06/06/23 11:47:00 AM,117.3,116.8,9.56,,,
566,06/06/23 11:47:05 AM,117.1,116.8,9.56,,,
567,06/06/23 11:47:10 AM,117.6,116.8,9.56,,,
568,06/06/23 11:47:15 AM,117.0,116.4,9.56,,,
569,06/06/23 11:47:20 AM,117.5,116.8,9.56,,,
570,06/06/23 11:47:25 AM,117.4,116.8,9.56,,,
571,06/06/23 11:47:30 AM,117.1,116.4,9.55,,,
572,06/06/23 11:47:35 AM,116.9,116.4,9.56,,,
573,06/06/23 11:47:40 AM,117.0,116.4,9.56,,,
574,06/06/23 11:47:45 AM,117.2,116.4,9.55,,,
575,06/06/23 11:47:50 AM,117.1,116.4,9.56,,,
576,06/06/23 11:47:55 AM,117.1,116.4,9.56,,,
577,06/06/23 11:48:00 AM,117.0,116.4,9.56,,,
578,06/06/23 11:48:05 AM,117.4,117.2,9.56,,,
579,06/06/23 11:48:10 AM,117.4,116.8,9.57,,,
580,06/06/23 11:48:15 AM,116.9,116.4,9.56,,,
581,06/06/23 11:48:20 AM,117.0,116.4,9.57,,,
582,06/06/23 11:48:25 AM,117.1,116.4,9.56,,,
583,06/06/23 11:48:30 AM,116.9,116.4,9.56,,,
584,06/06/23 11:48:35 AM,117.0,116.4,9.56,,,
585,06/06/23 11:48:40 AM,117.1,116.4,9.57,,,
586,06/06/23 11:48:45 AM,116.8,116.4,9.57,,,
587,06/06/23 11:48:50 AM,116.9,116.4,9.56,,,
588,06/06/23 11:48:55 AM,117.0,116.4,9.57,,,
589,06/06/23 11:49:00 AM,117.0,116.4,9.57,,,
590,06/06/23 11:49:05 AM,116.9,116.4,9.56,,,
591,06/06/23 11:49:10 AM,117.0,116.4,9.57,,,
592,06/06/23 11:49:15 AM,117.0,116.4,9.57,,,
593,06/06/23 11:49:20 AM,117.0,116.4,9.59,,,
594,06/06/23 11:49:25 AM,117.2,116.8,9.57,,,
595,06/06/23 11:49:30 AM,116.8,116.0,9.57,,,
596,06/06/23 11:49:35 AM,117.0,116.4,9.57,,,
597,06/06/23 11:49:40 AM,116.8,116.4,9.57,,,
598,06/06/23 11:49:45 AM,116.9,116.4,9.57,,,
599,06/06/23 11:49:50 AM,116.7,116.4,9.59,,,
600,06/06/23 11:49:55 AM,117.1,116.4,9.57,,,
601,06/06/23 11:50:00 AM,116.8,116.4,9.57,,,
602,06/06/23 11:50:05 AM,116.8,116.4,9.57,,,
603,06/06/23 11:50:10 AM,116.9,116.4,9.59,,,
604,06/06/23 11:50:15 AM,117.1,116.8,9.57,,,
605,06/06/23 11:50:20 AM,117.1,116.8,9.57,,,
606,06/06/23 11:50:25 AM,117.3,116.8,9.57,,,
607,06/06/23 11:50:30 AM,116.9,116.0,9.59,,,
608,06/06/23 11:50:35 AM,116.8,116.4,9.59,,,
609,06/06/23 11:50:40 AM,117.0,116.4,9.57,,,
610,06/06/23 11:50:45 AM,116.7,116.4,9.59,,,
611,06/06/23 11:50:50 AM,116.9,116.4,9.59,,,
612,06/06/23 11:50:55 AM,117.0,116.4,9.59,,,
613,06/06/23 11:51:00 AM,116.9,116.4,9.59,,,
614,06/06/23 11:51:05 AM,116.9,116.4,9.59,,,
615,06/06/23 11:51:10 AM,117.2,116.8,9.60,,,
616,06/06/23 11:51:15 AM,116.9,116.4,9.59,,,
617,06/06/23 11:51:20 AM,116.7,116.0,9.59,,,
618,06/06/23 11:51:25 AM,116.7,116.0,9.59,,,
619,06/06/23 11:51:30 AM,116.7,116.4,9.59,,,
620,06/06/23 11:51:35 AM,117.0,116.8,9.60,,,
621,06/06/23 11:51:40 AM,117.2,116.4,9.59,,,
622,06/06/23 11:51:45 AM,116.7,116.4,9.59,,,
623,06/06/23 11:51:50 AM,116.9,116.4,9.60,,,
624,06/06/23 11:51:55 AM,117.2,116.8,9.60,,,
625,06/06/23 11:52:00 AM,116.8,116.4,9.60,,,
626,06/06/23 11:52:05 AM,116.9,116.0,9.60,,,
627,06/06/23 11:52:10 AM,117.4,116.8,9.60,,,
628,06/06/23 11:52:15 AM,116.9,116.4,9.60,,,
629,06/06/23 11:52:20 AM,116.8,116.4,9.60,,,
630,06/06/23 11:52:25 AM,116.7,116.0,9.60,,,
631,06/06/23 11:52:30 AM,116.9,116.4,9.60,,,
632,06/06/23 11:52:35 AM,116.7,116.0,9.60,,,
633,06/06/23 11:52:40 AM,117.0,116.4,9.60,,,
634,06/06/23 11:52:45 AM,116.8,116.4,9.60,,,
635,06/06/23 11:52:50 AM,116.6,116.0,9.60,,,
636,06/06/23 11:52:55 AM,116.6,116.0,9.61,,,
637,06/06/23 11:53:00 AM,116.7,116.0,9.60,,,
638,06/06/23 11:53:05 AM,117.0,116.4,9.60,,,
639,06/06/23 11:53:10 AM,116.7,116.4,9.60,,,
640,06/06/23 11:53:15 AM,116.8,116.4,9.61,,,
641,06/06/23 11:53:20 AM,116.9,116.4,9.60,,,
642,06/06/23 11:53:25 AM,116.7,116.4,9.60,,,
643,06/06/23 11:53:30 AM,116.7,116.0,9.61,,,
644,06/06/23 11:53:35 AM,117.1,116.8,9.61,,,
645,06/06/23 11:53:40 AM,116.6,116.0,9.60,,,
646,06/06/23 11:53:45 AM,116.7,116.4,9.61,,,
647,06/06/23 11:53:50 AM,116.7,116.0,9.61,,,
648,06/06/23 11:53:55 AM,117.0,116.4,9.61,,,
649,06/06/23 11:54:00 AM,116.9,116.4,9.61,,,
650,06/06/23 11:54:05 AM,117.1,116.4,9.60,,,
651,06/06/23 11:54:10 AM,116.8,116.4,9.61,,,
652,06/06/23 11:54:15 AM,117.0,116.4,9.61,,,
653,06/06/23 11:54:20 AM,117.0,116.4,9.61,,,
654,06/06/23 11:54:25 AM,116.7,116.0,9.61,,,
655,06/06/23 11:54:30 AM,116.9,116.4,9.61,,,
656,06/06/23 11:54:35 AM,116.7,116.0,9.61,,,
657,06/06/23 11:54:40 AM,116.7,116.0,9.61,,,
658,06/06/23 11:54:45 AM,116.5,116.0,9.61,,,
659,06/06/23 11:54:50 AM,116.8,116.4,9.61,,,
660,06/06/23 11:54:55 AM,116.8,116.4,9.61,,,
661,06/06/23 11:55:00 AM,116.7,116.4,9.61,,,
662,06/06/23 11:55:05 AM,116.8,116.4,9.61,,,
663,06/06/23 11:55:10 AM,116.6,116.0,9.61,,,
664,06/06/23 11:55:15 AM,116.7,116.0,9.61,,,
665,06/06/23 11:55:20 AM,116.8,116.4,9.61,,,
666,06/06/23 11:55:25 AM,116.6,116.0,9.63,,,
667,06/06/23 11:55:30 AM,117.0,116.4,9.61,,,
668,06/06/23 11:55:35 AM,116.9,116.0,9.63,,,
669,06/06/23 11:55:40 AM,116.7,116.0,9.63,,,
670,06/06/23 11:55:45 AM,116.7,116.4,9.63,,,
671,06/06/23 11:55:50 AM,116.7,116.4,9.61,,,
672,06/06/23 11:55:55 AM,116.7,116.0,9.63,,,
673,06/06/23 11:56:00 AM,116.7,116.0,9.63,,,
674,06/06/23 11:56:05 AM,117.0,116.4,9.63,,,
675,06/06/23 11:56:10 AM,117.0,116.4,9.63,,,
676,06/06/23 11:56:15 AM,116.6,116.0,9.63,,,
677,06/06/23 11:56:20 AM,116.7,116.4,9.63,,,
678,06/06/23 11:56:25 AM,117.0,116.4,9.63,,,
679,06/06/23 11:56:30 AM,116.8,116.0,9.63,,,
680,06/06/23 11:56:35 AM,116.7,116.0,9.63,,,
681,06/06/23 11:56:40 AM,117.0,116.4,9.63,,,
682,06/06/23 11:56:45 AM,117.0,116.4,9.63,,,
683,06/06/23 11:56:50 AM,116.9,116.4,9.64,,,
684,06/06/23 11:56:55 AM,116.9,116.4,9.63,,,
685,06/06/23 11:57:00 AM,116.7,116.4,9.63,,,
686,06/06/23 11:57:05 AM,116.7,116.4,9.64,,,
687,06/06/23 11:57:10 AM,116.6,116.0,9.64,,,
688,06/06/23 11:57:15 AM,116.7,116.4,9.64,,,
689,06/06/23 11:57:20 AM,116.6,116.0,9.63,,,
690,06/06/23 11:57:25 AM,117.0,116.4,9.64,,,
691,06/06/23 11:57:30 AM,116.9,116.4,9.64,,,
692,06/06/23 11:57:35 AM,116.8,116.4,9.64,,,
693,06/06/23 11:57:40 AM,116.8,116.4,9.64,,,
694,06/06/23 11:57:45 AM,116.6,116.0,9.64,,,
695,06/06/23 11:57:50 AM,116.9,116.4,9.65,,,
696,06/06/23 11:57:55 AM,116.5,116.0,9.64,,,
697,06/06/23 11:58:00 AM,116.7,116.0,9.64,,,
698,06/06/23 11:58:05 AM,116.7,116.0,9.64,,,
699,06/06/23 11:58:10 AM,117.0,116.4,9.64,,,
700,06/06/23 11:58:15 AM,117.0,116.4,9.64,,,
701,06/06/23 11:58:20 AM,117.0,116.4,9.64,,,
702,06/06/23 11:58:25 AM,116.7,116.4,9.64,,,
703,06/06/23 11:58:30 AM,117.0,116.4,9.65,,,
704,06/06/23 11:58:35 AM,116.7,116.0,9.64,,,
705,06/06/23 11:58:40 AM,116.8,116.4,9.65,,,
706,06/06/23 11:58:45 AM,116.5,116.0,9.65,,,
707,06/06/23 11:58:50 AM,116.8,116.4,9.64,,,
708,06/06/23 11:58:55 AM,117.0,116.4,9.65,,,
709,06/06/23 11:59:00 AM,117.3,116.8,9.65,,,
710,06/06/23 11:59:05 AM,116.7,116.0,9.65,,,
711,06/06/23 11:59:10 AM,116.7,116.4,9.65,,,
712,06/06/23 11:59:15 AM,116.7,116.0,9.65,,,
713,06/06/23 11:59:20 AM,116.6,116.4,9.65,,,
714,06/06/23 11:59:25 AM,116.8,116.4,9.65,,,
715,06/06/23 11:59:30 AM,116.8,116.4,9.65,,,
716,06/06/23 11:59:35 AM,117.0,116.4,9.65,,,
717,06/06/23 11:59:40 AM,117.0,116.4,9.65,,,
718,06/06/23 11:59:45 AM,117.3,116.8,9.65,,,
719,06/06/23 11:59:50 AM,117.3,116.8,9.65,,,
720,06/06/23 11:59:55 AM,117.0,116.4,9.65,,,
721,06/06/23 12:00:00 PM,117.1,116.4,9.65,,,
722,06/06/23 12:00:05 PM,117.0,116.4,9.66,,,
723,06/06/23 12:00:10 PM,116.9,116.4,9.66,,,
724,06/06/23 12:00:15 PM,117.1,116.4,9.65,,,
725,06/06/23 12:00:20 PM,116.8,116.4,9.66,,,
726,06/06/23 12:00:25 PM,116.9,116.4,9.65,,,
727,06/06/23 12:00:30 PM,116.9,116.4,9.66,,,
728,06/06/23 12:00:35 PM,116.7,116.0,9.66,,,
729,06/06/23 12:00:40 PM,116.7,116.4,9.65,,,
730,06/06/23 12:00:45 PM,116.8,116.4,9.66,,,
731,06/06/23 12:00:50 PM,117.0,116.4,9.66,,,
732,06/06/23 12:00:55 PM,116.9,116.4,9.66,,,
733,06/06/23 12:01:00 PM,116.7,116.0,9.68,,,
734,06/06/23 12:01:05 PM,116.9,116.4,9.66,,,
735,06/06/23 12:01:10 PM,116.6,116.0,9.66,,,
736,06/06/23 12:01:15 PM,116.7,116.0,9.66,,,
737,06/06/23 12:01:20 PM,116.6,116.0,9.65,,,
738,06/06/23 12:01:25 PM,117.0,116.4,9.66,,,
739,06/06/23 12:01:30 PM,117.0,116.4,9.66,,,
740,06/06/23 12:01:35 PM,117.0,116.4,9.66,,,
741,06/06/23 12:01:40 PM,116.5,116.0,9.66,,,
742,06/06/23 12:01:45 PM,116.7,116.0,9.66,,,
743,06/06/23 12:01:50 PM,116.7,116.0,9.68,,,
744,06/06/23 12:01:55 PM,116.7,116.4,9.68,,,
745,06/06/23 12:02:00 PM,117.0,116.4,9.68,,,
746,06/06/23 12:02:05 PM,116.7,116.4,9.66,,,
747,06/06/23 12:02:10 PM,116.7,116.0,9.66,,,
748,06/06/23 12:02:15 PM,116.8,116.0,9.68,,,
749,06/06/23 12:02:20 PM,116.8,116.0,9.68,,,
750,06/06/23 12:02:25 PM,116.8,116.4,9.68,,,
751,06/06/23 12:02:30 PM,116.5,116.0,9.68,,,
752,06/06/23 12:02:35 PM,116.7,116.4,9.68,,,
753,06/06/23 12:02:40 PM,116.7,116.0,9.66,,,
754,06/06/23 12:02:45 PM,116.8,116.0,9.68,,,
755,06/06/23 12:02:50 PM,116.6,116.0,9.68,,,
756,06/06/23 12:02:55 PM,116.7,116.0,9.68,,,
757,06/06/23 12:03:00 PM,116.7,116.4,9.68,,,
758,06/06/23 12:03:05 PM,116.7,116.0,9.68,,,
759,06/06/23 12:03:10 PM,116.8,116.4,9.68,,,
760,06/06/23 12:03:15 PM,117.0,116.4,9.68,,,
761,06/06/23 12:03:20 PM,116.9,116.4,9.68,,,
762,06/06/23 12:03:25 PM,116.8,116.4,9.68,,,
763,06/06/23 12:03:30 PM,116.9,116.4,9.69,,,
764,06/06/23 12:03:35 PM,117.0,116.4,9.68,,,
765,06/06/23 12:03:40 PM,117.0,116.4,9.68,,,
766,06/06/23 12:03:45 PM,116.9,116.4,9.69,,,
767,06/06/23 12:03:50 PM,116.7,116.4,9.68,,,
768,06/06/23 12:03:55 PM,117.1,116.8,9.69,,,
769,06/06/23 12:04:00 PM,116.7,116.0,9.68,,,
770,06/06/23 12:04:05 PM,116.8,116.4,9.68,,,
771,06/06/23 12:04:10 PM,116.7,116.0,9.69,,,
772,06/06/23 12:04:15 PM,116.7,116.0,9.69,,,
773,06/06/23 12:04:20 PM,116.7,116.4,9.69,,,
774,06/06/23 12:04:25 PM,116.9,116.4,9.69,,,
775,06/06/23 12:04:30 PM,117.0,116.4,9.69,,,
776,06/06/23 12:04:35 PM,116.7,116.0,9.69,,,
777,06/06/23 12:04:40 PM,116.8,116.4,9.69,,,
778,06/06/23 12:04:45 PM,116.7,116.0,9.69,,,
779,06/06/23 12:04:50 PM,116.9,116.4,9.69,,,
780,06/06/23 12:04:55 PM,116.6,116.4,9.69,,,
781,06/06/23 12:05:00 PM,116.7,116.0,9.68,,,
782,06/06/23 12:05:05 PM,116.7,116.0,9.69,,,
783,06/06/23 12:05:10 PM,116.7,116.4,9.70,,,
784,06/06/23 12:05:15 PM,116.7,116.0,9.69,,,
785,06/06/23 12:05:20 PM,116.7,116.0,9.70,,,
786,06/06/23 12:05:25 PM,116.9,116.4,9.69,,,
787,06/06/23 12:05:30 PM,116.6,116.0,9.69,,,
788,06/06/23 12:05:35 PM,116.8,116.4,9.69,,,
789,06/06/23 12:05:40 PM,117.0,116.4,9.70,,,
790,06/06/23 12:05:45 PM,116.9,116.4,9.69,,,
791,06/06/23 12:05:50 PM,117.2,116.4,9.69,,,
792,06/06/23 12:05:55 PM,116.7,116.0,9.70,,,
793,06/06/23 12:06:00 PM,116.7,116.4,9.70,,,
794,06/06/23 12:06:05 PM,116.7,116.0,9.70,,,
795,06/06/23 12:06:10 PM,117.0,116.4,9.70,,,
796,06/06/23 12:06:15 PM,117.0,116.4,9.70,,,
797,06/06/23 12:06:20 PM,116.6,116.0,9.70,,,
798,06/06/23 12:06:25 PM,116.7,116.4,9.70,,,
799,06/06/23 12:06:30 PM,117.0,116.4,9.72,,,
800,06/06/23 12:06:35 PM,116.8,116.4,9.70,,,
801,06/06/23 12:06:40 PM,117.0,116.4,9.70,,,
802,06/06/23 12:06:45 PM,116.8,116.4,9.72,,,
803,06/06/23 12:06:50 PM,116.8,116.0,9.70,,,
804,06/06/23 12:06:55 PM,116.6,116.0,9.70,,,
805,06/06/23 12:07:00 PM,116.8,116.4,9.72,,,
806,06/06/23 12:07:05 PM,116.9,116.4,9.70,,,
807,06/06/23 12:07:10 PM,116.7,116.0,9.72,,,
808,06/06/23 12:07:15 PM,117.0,116.4,9.72,,,
809,06/06/23 12:07:20 PM,116.9,116.4,9.70,,,
810,06/06/23 12:07:25 PM,117.0,116.4,9.70,,,
811,06/06/23 12:07:30 PM,116.8,116.0,9.70,,,
812,06/06/23 12:07:35 PM,116.7,116.0,9.70,,,
813,06/06/23 12:07:40 PM,116.7,116.0,9.72,,,
814,06/06/23 12:07:45 PM,116.7,116.0,9.72,,,
815,06/06/23 12:07:50 PM,116.8,116.4,9.72,,,
816,06/06/23 12:07:55 PM,116.7,116.0,9.73,,,
817,06/06/23 12:08:00 PM,117.0,116.4,9.72,,,
818,06/06/23 12:08:05 PM,116.8,116.4,9.72,,,
819,06/06/23 12:08:10 PM,116.7,116.0,9.72,,,
820,06/06/23 12:08:15 PM,116.9,116.4,9.73,,,
821,06/06/23 12:08:20 PM,117.0,116.4,9.72,,,
822,06/06/23 12:08:25 PM,116.6,116.0,9.73,,,
823,06/06/23 12:08:30 PM,116.6,116.0,9.72,,,
824,06/06/23 12:08:35 PM,116.7,116.4,9.73,,,
825,06/06/23 12:08:40 PM,116.7,116.0,9.73,,,
826,06/06/23 12:08:45 PM,116.7,116.4,9.73,,,
827,06/06/23 12:08:50 PM,116.8,116.4,9.73,,,
828,06/06/23 12:08:55 PM,116.9,116.4,9.72,,,
829,06/06/23 12:09:00 PM,116.8,116.4,9.73,,,
830,06/06/23 12:09:05 PM,116.6,116.0,9.73,,,
831,06/06/23 12:09:10 PM,116.7,116.0,9.73,,,
832,06/06/23 12:09:15 PM,117.0,116.4,9.73,,,
833,06/06/23 12:09:20 PM,117.0,116.4,9.73,,,
834,06/06/23 12:09:25 PM,116.9,116.4,9.73,,,
835,06/06/23 12:09:30 PM,116.7,116.4,9.73,,,
836,06/06/23 12:09:35 PM,116.9,116.4,9.73,,,
837,06/06/23 12:09:40 PM,116.8,116.0,9.73,,,
838,06/06/23 12:09:45 PM,116.7,116.0,9.73,,,
839,06/06/23 12:09:50 PM,116.8,116.4,9.73,,,
840,06/06/23 12:09:55 PM,117.1,116.8,9.73,,,
841,06/06/23 12:10:00 PM,117.0,116.4,9.73,,,
842,06/06/23 12:10:05 PM,117.1,116.8,9.74,,,
843,06/06/23 12:10:10 PM,117.2,116.8,9.74,,,
844,06/06/23 12:10:15 PM,117.2,116.8,9.74,,,
845,06/06/23 12:10:20 PM,117.2,116.8,9.74,,,
846,06/06/23 12:10:25 PM,117.3,116.8,9.74,,,
847,06/06/23 12:10:30 PM,117.1,116.8,9.74,,,
848,06/06/23 12:10:35 PM,116.9,116.4,9.76,,,
849,06/06/23 12:10:40 PM,117.1,116.4,9.74,,,
850,06/06/23 12:10:45 PM,117.0,116.4,9.74,,,
851,06/06/23 12:10:50 PM,116.7,116.4,9.74,,,
852,06/06/23 12:10:55 PM,116.7,116.0,9.76,,,
853,06/06/23 12:11:00 PM,116.7,116.0,9.76,,,
854,06/06/23 12:11:05 PM,117.0,116.4,9.76,,,
855,06/06/23 12:11:10 PM,116.7,116.0,9.74,,,
