"Plot Title: mgas_wd_station_4_2023-06-06"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458)","Full Range, μS/cm (LGR S/N: 10559458, SEN S/N: 10559458, LBL: SC)","Temp, °C (LGR S/N: 10559458, SEN S/N: 10559458)","Coupler Detached (LGR S/N: 10559458)","Coupler Attached (LGR S/N: 10559458)","Host Connected (LGR S/N: 10559458)","Stopped (LGR S/N: 10559458)","End Of File (LGR S/N: 10559458)"
398,06/06/23 11:34:35 AM,110.2,110.5,20.58,,,,,
399,06/06/23 11:34:40 AM,110.4,110.9,20.58,,,,,
400,06/06/23 11:34:45 AM,110.5,110.9,20.60,,,,,
401,06/06/23 11:34:50 AM,110.8,110.9,20.58,,,,,
402,06/06/23 11:34:55 AM,111.0,111.2,20.60,,,,,
403,06/06/23 11:35:00 AM,111.2,111.6,20.60,,,,,
404,06/06/23 11:35:05 AM,111.6,112.0,20.60,,,,,
405,06/06/23 11:35:10 AM,111.8,112.4,20.58,,,,,
406,06/06/23 11:35:15 AM,112.2,112.7,20.58,,,,,
407,06/06/23 11:35:20 AM,112.4,113.1,20.60,,,,,
408,06/06/23 11:35:25 AM,112.7,113.1,20.60,,,,,
409,06/06/23 11:35:30 AM,113.2,113.5,20.60,,,,,
410,06/06/23 11:35:35 AM,113.7,113.9,20.60,,,,,
411,06/06/23 11:35:40 AM,114.0,114.6,20.60,,,,,
412,06/06/23 11:35:45 AM,114.5,115.0,20.61,,,,,
413,06/06/23 11:35:50 AM,115.0,115.7,20.60,,,,,
414,06/06/23 11:35:55 AM,115.2,115.7,20.60,,,,,
415,06/06/23 11:36:00 AM,115.6,116.5,20.61,,,,,
416,06/06/23 11:36:05 AM,116.4,116.8,20.61,,,,,
417,06/06/23 11:36:10 AM,116.7,117.6,20.60,,,,,
418,06/06/23 11:36:15 AM,117.3,118.0,20.60,,,,,
419,06/06/23 11:36:20 AM,117.7,118.3,20.61,,,,,
420,06/06/23 11:36:25 AM,118.0,118.7,20.61,,,,,
421,06/06/23 11:36:30 AM,118.8,119.8,20.60,,,,,
422,06/06/23 11:36:35 AM,119.1,120.2,20.60,,,,,
423,06/06/23 11:36:40 AM,119.7,120.6,20.61,,,,,
424,06/06/23 11:36:45 AM,119.9,121.3,20.61,,,,,
425,06/06/23 11:36:50 AM,120.4,121.7,20.61,,,,,
426,06/06/23 11:36:55 AM,121.0,122.4,20.60,,,,,
427,06/06/23 11:37:00 AM,121.5,122.8,20.61,,,,,
428,06/06/23 11:37:05 AM,121.9,123.2,20.61,,,,,
429,06/06/23 11:37:10 AM,122.2,123.6,20.61,,,,,
430,06/06/23 11:37:15 AM,122.6,124.3,20.61,,,,,
431,06/06/23 11:37:20 AM,122.8,124.7,20.61,,,,,
432,06/06/23 11:37:25 AM,123.4,125.0,20.61,,,,,
433,06/06/23 11:37:30 AM,123.4,125.0,20.61,,,,,
434,06/06/23 11:37:35 AM,123.7,125.4,20.61,,,,,
435,06/06/23 11:37:40 AM,124.1,125.4,20.62,,,,,
436,06/06/23 11:37:45 AM,124.1,125.8,20.61,,,,,
437,06/06/23 11:37:50 AM,124.2,125.8,20.62,,,,,
438,06/06/23 11:37:55 AM,124.6,126.5,20.62,,,,,
439,06/06/23 11:38:00 AM,124.6,126.5,20.62,,,,,
440,06/06/23 11:38:05 AM,124.9,126.5,20.61,,,,,
441,06/06/23 11:38:10 AM,125.1,126.9,20.61,,,,,
442,06/06/23 11:38:15 AM,125.1,126.9,20.62,,,,,
443,06/06/23 11:38:20 AM,125.3,127.3,20.61,,,,,
444,06/06/23 11:38:25 AM,125.4,127.3,20.62,,,,,
445,06/06/23 11:38:30 AM,125.4,127.3,20.62,,,,,
446,06/06/23 11:38:35 AM,125.4,127.3,20.62,,,,,
447,06/06/23 11:38:40 AM,125.3,127.3,20.62,,,,,
448,06/06/23 11:38:45 AM,125.6,127.7,20.62,,,,,
449,06/06/23 11:38:50 AM,125.7,127.3,20.62,,,,,
450,06/06/23 11:38:55 AM,125.6,127.7,20.62,,,,,
451,06/06/23 11:39:00 AM,125.6,127.7,20.62,,,,,
452,06/06/23 11:39:05 AM,125.6,127.7,20.64,,,,,
453,06/06/23 11:39:10 AM,125.8,127.3,20.64,,,,,
454,06/06/23 11:39:15 AM,125.7,127.7,20.62,,,,,
455,06/06/23 11:39:20 AM,125.6,127.3,20.62,,,,,
456,06/06/23 11:39:25 AM,125.6,127.3,20.62,,,,,
457,06/06/23 11:39:30 AM,125.6,127.3,20.62,,,,,
458,06/06/23 11:39:35 AM,125.5,127.3,20.64,,,,,
459,06/06/23 11:39:40 AM,125.5,127.3,20.64,,,,,
460,06/06/23 11:39:45 AM,125.3,127.3,20.64,,,,,
461,06/06/23 11:39:50 AM,125.3,127.3,20.64,,,,,
462,06/06/23 11:39:55 AM,125.2,127.3,20.64,,,,,
463,06/06/23 11:40:00 AM,125.1,126.9,20.64,,,,,
464,06/06/23 11:40:05 AM,125.0,126.5,20.62,,,,,
465,06/06/23 11:40:10 AM,125.0,126.5,20.64,,,,,
466,06/06/23 11:40:15 AM,124.9,126.5,20.64,,,,,
467,06/06/23 11:40:20 AM,124.8,126.5,20.64,,,,,
468,06/06/23 11:40:25 AM,124.7,126.5,20.64,,,,,
469,06/06/23 11:40:30 AM,124.6,126.5,20.64,,,,,
470,06/06/23 11:40:35 AM,124.5,126.2,20.65,,,,,
471,06/06/23 11:40:40 AM,124.5,126.2,20.64,,,,,
472,06/06/23 11:40:45 AM,124.2,125.8,20.65,,,,,
473,06/06/23 11:40:50 AM,124.2,125.8,20.65,,,,,
474,06/06/23 11:40:55 AM,123.9,125.8,20.65,,,,,
475,06/06/23 11:41:00 AM,123.8,125.4,20.65,,,,,
476,06/06/23 11:41:05 AM,123.8,125.4,20.65,,,,,
477,06/06/23 11:41:10 AM,123.6,125.4,20.65,,,,,
478,06/06/23 11:41:15 AM,123.4,125.0,20.65,,,,,
479,06/06/23 11:41:20 AM,123.4,125.0,20.65,,,,,
480,06/06/23 11:41:25 AM,123.2,124.7,20.65,,,,,
481,06/06/23 11:41:30 AM,123.1,124.7,20.65,,,,,
482,06/06/23 11:41:35 AM,123.0,124.7,20.65,,,,,
483,06/06/23 11:41:40 AM,122.8,124.7,20.65,,,,,
484,06/06/23 11:41:45 AM,122.6,123.9,20.65,,,,,
485,06/06/23 11:41:50 AM,122.6,124.3,20.66,,,,,
486,06/06/23 11:41:55 AM,122.3,123.9,20.66,,,,,
487,06/06/23 11:42:00 AM,122.3,123.9,20.65,,,,,
488,06/06/23 11:42:05 AM,122.1,123.5,20.66,,,,,
489,06/06/23 11:42:10 AM,122.0,123.2,20.65,,,,,
490,06/06/23 11:42:15 AM,122.0,123.2,20.65,,,,,
491,06/06/23 11:42:20 AM,121.5,122.8,20.66,,,,,
492,06/06/23 11:42:25 AM,121.5,122.8,20.66,,,,,
493,06/06/23 11:42:30 AM,121.4,122.8,20.66,,,,,
494,06/06/23 11:42:35 AM,121.3,122.8,20.66,,,,,
495,06/06/23 11:42:40 AM,121.1,122.8,20.66,,,,,
496,06/06/23 11:42:45 AM,120.9,122.1,20.66,,,,,
497,06/06/23 11:42:50 AM,120.9,122.4,20.66,,,,,
498,06/06/23 11:42:55 AM,120.9,122.4,20.66,,,,,
499,06/06/23 11:43:00 AM,120.7,121.7,20.66,,,,,
500,06/06/23 11:43:05 AM,120.5,121.7,20.67,,,,,
501,06/06/23 11:43:10 AM,120.3,121.3,20.66,,,,,
502,06/06/23 11:43:15 AM,120.3,121.7,20.66,,,,,
503,06/06/23 11:43:20 AM,120.1,121.3,20.67,,,,,
504,06/06/23 11:43:25 AM,119.8,120.9,20.67,,,,,
505,06/06/23 11:43:30 AM,120.0,120.9,20.66,,,,,
506,06/06/23 11:43:35 AM,119.6,120.6,20.67,,,,,
507,06/06/23 11:43:40 AM,119.6,120.6,20.67,,,,,
508,06/06/23 11:43:45 AM,119.6,120.9,20.67,,,,,
509,06/06/23 11:43:50 AM,119.3,120.2,20.67,,,,,
510,06/06/23 11:43:55 AM,119.1,120.2,20.67,,,,,
511,06/06/23 11:44:00 AM,119.1,119.8,20.67,,,,,
512,06/06/23 11:44:05 AM,118.9,119.8,20.67,,,,,
513,06/06/23 11:44:10 AM,119.0,119.8,20.67,,,,,
514,06/06/23 11:44:15 AM,118.8,119.4,20.67,,,,,
515,06/06/23 11:44:20 AM,118.5,119.4,20.67,,,,,
516,06/06/23 11:44:25 AM,118.4,119.4,20.67,,,,,
517,06/06/23 11:44:30 AM,118.5,119.4,20.67,,,,,
518,06/06/23 11:44:35 AM,118.2,119.1,20.67,,,,,
519,06/06/23 11:44:40 AM,118.2,119.1,20.67,,,,,
520,06/06/23 11:44:45 AM,118.0,118.7,20.67,,,,,
521,06/06/23 11:44:50 AM,117.8,118.7,20.67,,,,,
522,06/06/23 11:44:55 AM,117.9,118.7,20.67,,,,,
523,06/06/23 11:45:00 AM,117.9,118.7,20.67,,,,,
524,06/06/23 11:45:05 AM,117.7,118.7,20.69,,,,,
525,06/06/23 11:45:10 AM,117.4,118.3,20.69,,,,,
526,06/06/23 11:45:15 AM,117.3,118.3,20.69,,,,,
527,06/06/23 11:45:20 AM,117.4,118.3,20.69,,,,,
528,06/06/23 11:45:25 AM,117.1,117.6,20.69,,,,,
529,06/06/23 11:45:30 AM,117.0,117.6,20.69,,,,,
530,06/06/23 11:45:35 AM,116.9,117.6,20.69,,,,,
531,06/06/23 11:45:40 AM,116.9,117.6,20.69,,,,,
532,06/06/23 11:45:45 AM,116.9,117.6,20.69,,,,,
533,06/06/23 11:45:50 AM,116.7,117.6,20.69,,,,,
534,06/06/23 11:45:55 AM,116.6,116.8,20.69,,,,,
535,06/06/23 11:46:00 AM,116.3,116.8,20.69,,,,,
536,06/06/23 11:46:05 AM,116.2,116.8,20.69,,,,,
537,06/06/23 11:46:10 AM,116.2,116.8,20.69,,,,,
538,06/06/23 11:46:15 AM,116.3,116.8,20.69,,,,,
539,06/06/23 11:46:20 AM,116.2,116.8,20.69,,,,,
540,06/06/23 11:46:25 AM,116.1,116.8,20.70,,,,,
541,06/06/23 11:46:30 AM,116.2,116.8,20.69,,,,,
542,06/06/23 11:46:35 AM,115.7,116.5,20.70,,,,,
543,06/06/23 11:46:40 AM,115.6,116.1,20.70,,,,,
544,06/06/23 11:46:45 AM,115.5,116.5,20.70,,,,,
545,06/06/23 11:46:50 AM,115.6,116.1,20.70,,,,,
546,06/06/23 11:46:55 AM,115.3,115.7,20.70,,,,,
547,06/06/23 11:47:00 AM,115.3,115.7,20.70,,,,,
548,06/06/23 11:47:05 AM,115.3,116.1,20.70,,,,,
549,06/06/23 11:47:10 AM,115.2,115.7,20.70,,,,,
550,06/06/23 11:47:15 AM,115.1,115.7,20.70,,,,,
551,06/06/23 11:47:20 AM,115.0,115.7,20.70,,,,,
552,06/06/23 11:47:25 AM,115.1,115.7,20.70,,,,,
553,06/06/23 11:47:30 AM,115.3,115.7,20.70,,,,,
554,06/06/23 11:47:35 AM,115.0,115.3,20.70,,,,,
555,06/06/23 11:47:40 AM,114.5,115.0,20.70,,,,,
556,06/06/23 11:47:45 AM,114.7,115.3,20.70,,,,,
557,06/06/23 11:47:50 AM,114.7,115.7,20.71,,,,,
558,06/06/23 11:47:55 AM,114.5,115.3,20.70,,,,,
559,06/06/23 11:48:00 AM,114.4,115.0,20.71,,,,,
560,06/06/23 11:48:05 AM,114.3,114.6,20.71,,,,,
561,06/06/23 11:48:10 AM,114.2,114.6,20.71,,,,,
562,06/06/23 11:48:15 AM,114.3,115.0,20.71,,,,,
563,06/06/23 11:48:20 AM,114.2,114.6,20.71,,,,,
564,06/06/23 11:48:25 AM,114.1,114.6,20.71,,,,,
565,06/06/23 11:48:30 AM,114.2,114.6,20.71,,,,,
566,06/06/23 11:48:35 AM,113.9,114.6,20.71,,,,,
567,06/06/23 11:48:40 AM,114.0,114.6,20.71,,,,,
568,06/06/23 11:48:45 AM,114.0,114.6,20.71,,,,,
569,06/06/23 11:48:50 AM,114.0,114.6,20.71,,,,,
570,06/06/23 11:48:55 AM,113.7,114.2,20.73,,,,,
571,06/06/23 11:49:00 AM,113.7,114.2,20.71,,,,,
572,06/06/23 11:49:05 AM,113.9,114.2,20.71,,,,,
573,06/06/23 11:49:10 AM,113.6,114.2,20.71,,,,,
574,06/06/23 11:49:15 AM,113.6,114.2,20.73,,,,,
575,06/06/23 11:49:20 AM,113.5,113.8,20.73,,,,,
576,06/06/23 11:49:25 AM,113.5,114.2,20.71,,,,,
577,06/06/23 11:49:30 AM,113.4,113.8,20.73,,,,,
578,06/06/23 11:49:35 AM,113.4,114.2,20.73,,,,,
579,06/06/23 11:49:40 AM,113.4,113.8,20.73,,,,,
580,06/06/23 11:49:45 AM,113.5,113.8,20.73,,,,,
581,06/06/23 11:49:50 AM,113.3,113.8,20.73,,,,,
582,06/06/23 11:49:55 AM,113.4,113.8,20.73,,,,,
583,06/06/23 11:50:00 AM,113.1,113.8,20.73,,,,,
584,06/06/23 11:50:05 AM,113.0,113.8,20.73,,,,,
585,06/06/23 11:50:10 AM,113.0,113.8,20.73,,,,,
586,06/06/23 11:50:15 AM,112.9,113.5,20.73,,,,,
587,06/06/23 11:50:20 AM,112.9,113.5,20.73,,,,,
588,06/06/23 11:50:25 AM,112.9,113.5,20.73,,,,,
589,06/06/23 11:50:30 AM,112.8,113.5,20.74,,,,,
590,06/06/23 11:50:35 AM,112.8,113.5,20.74,,,,,
591,06/06/23 11:50:40 AM,112.8,113.8,20.74,,,,,
592,06/06/23 11:50:45 AM,112.8,113.5,20.74,,,,,
593,06/06/23 11:50:50 AM,112.8,113.5,20.73,,,,,
594,06/06/23 11:50:55 AM,112.8,113.5,20.73,,,,,
595,06/06/23 11:51:00 AM,112.7,113.5,20.74,,,,,
596,06/06/23 11:51:05 AM,112.6,113.1,20.73,,,,,
597,06/06/23 11:51:10 AM,112.7,113.5,20.74,,,,,
598,06/06/23 11:51:15 AM,112.5,113.1,20.74,,,,,
599,06/06/23 11:51:20 AM,112.6,113.1,20.74,,,,,
600,06/06/23 11:51:25 AM,112.5,112.7,20.74,,,,,
601,06/06/23 11:51:30 AM,112.4,112.7,20.74,,,,,
602,06/06/23 11:51:35 AM,112.5,112.7,20.74,,,,,
603,06/06/23 11:51:40 AM,112.4,113.1,20.74,,,,,
604,06/06/23 11:51:45 AM,112.5,113.1,20.74,,,,,
605,06/06/23 11:51:50 AM,112.3,112.7,20.74,,,,,
606,06/06/23 11:51:55 AM,112.5,112.7,20.74,,,,,
607,06/06/23 11:52:00 AM,112.3,112.7,20.74,,,,,
608,06/06/23 11:52:05 AM,112.3,112.7,20.75,,,,,
609,06/06/23 11:52:10 AM,112.1,112.7,20.75,,,,,
610,06/06/23 11:52:15 AM,112.1,112.7,20.74,,,,,
611,06/06/23 11:52:20 AM,112.1,112.3,20.75,,,,,
612,06/06/23 11:52:25 AM,112.2,112.3,20.75,,,,,
613,06/06/23 11:52:30 AM,112.0,112.7,20.74,,,,,
614,06/06/23 11:52:35 AM,112.1,112.7,20.74,,,,,
615,06/06/23 11:52:40 AM,112.0,112.3,20.74,,,,,
616,06/06/23 11:52:45 AM,112.0,112.3,20.75,,,,,
617,06/06/23 11:52:50 AM,112.0,112.3,20.75,,,,,
618,06/06/23 11:52:55 AM,112.0,112.3,20.74,,,,,
619,06/06/23 11:53:00 AM,112.0,112.3,20.75,,,,,
620,06/06/23 11:53:05 AM,111.9,112.3,20.75,,,,,
621,06/06/23 11:53:10 AM,112.0,112.3,20.75,,,,,
622,06/06/23 11:53:15 AM,111.8,112.3,20.77,,,,,
623,06/06/23 11:53:20 AM,112.0,112.3,20.75,,,,,
624,06/06/23 11:53:25 AM,111.9,112.3,20.75,,,,,
625,06/06/23 11:53:30 AM,111.8,112.3,20.75,,,,,
626,06/06/23 11:53:35 AM,111.9,112.3,20.75,,,,,
627,06/06/23 11:53:40 AM,111.8,112.0,20.77,,,,,
628,06/06/23 11:53:45 AM,111.8,112.0,20.75,,,,,
629,06/06/23 11:53:50 AM,111.7,112.0,20.77,,,,,
630,06/06/23 11:53:55 AM,111.7,112.3,20.77,,,,,
631,06/06/23 11:54:00 AM,111.8,112.3,20.75,,,,,
632,06/06/23 11:54:05 AM,111.6,112.0,20.75,,,,,
633,06/06/23 11:54:10 AM,111.6,112.0,20.77,,,,,
634,06/06/23 11:54:15 AM,111.6,112.0,20.77,,,,,
635,06/06/23 11:54:20 AM,111.7,112.3,20.77,,,,,
636,06/06/23 11:54:25 AM,111.6,112.3,20.77,,,,,
637,06/06/23 11:54:30 AM,111.6,112.3,20.77,,,,,
638,06/06/23 11:54:35 AM,111.6,112.3,20.77,,,,,
639,06/06/23 11:54:40 AM,111.5,112.0,20.77,,,,,
640,06/06/23 11:54:45 AM,111.5,112.0,20.77,,,,,
641,06/06/23 11:54:50 AM,111.5,112.0,20.78,,,,,
642,06/06/23 11:54:55 AM,111.5,112.0,20.78,,,,,
643,06/06/23 11:55:00 AM,111.5,112.0,20.77,,,,,
644,06/06/23 11:55:05 AM,111.5,112.3,20.78,,,,,
645,06/06/23 11:55:10 AM,111.5,112.0,20.78,,,,,
646,06/06/23 11:55:15 AM,111.5,112.0,20.77,,,,,
647,06/06/23 11:55:20 AM,111.5,112.0,20.78,,,,,
648,06/06/23 11:55:25 AM,111.4,112.0,20.78,,,,,
649,06/06/23 11:55:30 AM,111.5,112.0,20.77,,,,,
650,06/06/23 11:55:35 AM,111.4,112.0,20.78,,,,,
651,06/06/23 11:55:40 AM,111.5,112.0,20.78,,,,,
652,06/06/23 11:55:45 AM,111.3,112.0,20.78,,,,,
653,06/06/23 11:55:50 AM,111.4,112.0,20.78,,,,,
654,06/06/23 11:55:55 AM,111.3,112.0,20.79,,,,,
655,06/06/23 11:56:00 AM,111.4,112.0,20.79,,,,,
656,06/06/23 11:56:05 AM,111.3,112.0,20.78,,,,,
657,06/06/23 11:56:10 AM,111.2,112.0,20.79,,,,,
658,06/06/23 11:56:15 AM,111.3,112.0,20.78,,,,,
659,06/06/23 11:56:20 AM,111.3,111.6,20.79,,,,,
660,06/06/23 11:56:25 AM,111.2,112.0,20.79,,,,,
661,06/06/23 11:56:30 AM,111.2,111.6,20.79,,,,,
662,06/06/23 11:56:35 AM,111.2,112.0,20.79,,,,,
663,06/06/23 11:56:40 AM,111.3,112.0,20.79,,,,,
664,06/06/23 11:56:45 AM,111.2,111.6,20.79,,,,,
665,06/06/23 11:56:50 AM,111.2,112.0,20.79,,,,,
666,06/06/23 11:56:55 AM,111.2,112.0,20.79,,,,,
667,06/06/23 11:57:00 AM,111.2,112.0,20.79,,,,,
668,06/06/23 11:57:05 AM,111.2,111.6,20.79,,,,,
669,06/06/23 11:57:10 AM,111.2,111.6,20.80,,,,,
670,06/06/23 11:57:15 AM,111.2,111.6,20.79,,,,,
671,06/06/23 11:57:20 AM,111.2,111.6,20.79,,,,,
672,06/06/23 11:57:25 AM,111.2,111.6,20.79,,,,,
673,06/06/23 11:57:30 AM,111.2,111.6,20.80,,,,,
674,06/06/23 11:57:35 AM,111.2,112.0,20.79,,,,,
675,06/06/23 11:57:40 AM,111.2,111.6,20.80,,,,,
676,06/06/23 11:57:45 AM,111.2,112.0,20.80,,,,,
677,06/06/23 11:57:50 AM,111.2,111.6,20.79,,,,,
678,06/06/23 11:57:55 AM,111.2,111.6,20.82,,,,,
679,06/06/23 11:58:00 AM,111.2,111.6,20.80,,,,,
680,06/06/23 11:58:05 AM,111.2,111.6,20.80,,,,,
681,06/06/23 11:58:10 AM,111.1,111.6,20.82,,,,,
682,06/06/23 11:58:15 AM,111.2,111.6,20.80,,,,,
683,06/06/23 11:58:20 AM,111.2,112.0,20.80,,,,,
684,06/06/23 11:58:25 AM,111.1,111.6,20.80,,,,,
685,06/06/23 11:58:30 AM,111.1,111.6,20.82,,,,,
686,06/06/23 11:58:35 AM,111.0,111.6,20.82,,,,,
687,06/06/23 11:58:40 AM,111.1,111.6,20.82,,,,,
688,06/06/23 11:58:45 AM,111.1,111.6,20.82,,,,,
689,06/06/23 11:58:50 AM,111.0,111.6,20.82,,,,,
690,06/06/23 11:58:55 AM,111.0,111.2,20.82,,,,,
691,06/06/23 11:59:00 AM,111.0,111.6,20.82,,,,,
692,06/06/23 11:59:05 AM,111.0,111.6,20.82,,,,,
693,06/06/23 11:59:10 AM,111.0,111.6,20.82,,,,,
694,06/06/23 11:59:15 AM,111.0,111.6,20.82,,,,,
695,06/06/23 11:59:20 AM,111.0,111.6,20.82,,,,,
696,06/06/23 11:59:25 AM,111.1,111.6,20.82,,,,,
697,06/06/23 11:59:30 AM,111.0,111.6,20.82,,,,,
698,06/06/23 11:59:35 AM,111.0,111.6,20.82,,,,,
699,06/06/23 11:59:40 AM,111.1,111.2,20.82,,,,,
700,06/06/23 11:59:45 AM,111.0,111.6,20.82,,,,,
701,06/06/23 11:59:50 AM,111.0,111.6,20.83,,,,,
702,06/06/23 11:59:55 AM,111.0,111.6,20.82,,,,,
703,06/06/23 12:00:00 PM,111.0,111.6,20.82,,,,,
704,06/06/23 12:00:05 PM,111.0,111.6,20.82,,,,,
705,06/06/23 12:00:10 PM,111.0,111.6,20.83,,,,,
706,06/06/23 12:00:15 PM,111.0,111.6,20.83,,,,,
707,06/06/23 12:00:20 PM,111.0,111.6,20.83,,,,,
708,06/06/23 12:00:25 PM,111.0,111.2,20.83,,,,,
709,06/06/23 12:00:30 PM,110.9,111.6,20.83,,,,,
710,06/06/23 12:00:35 PM,110.9,111.6,20.83,,,,,
711,06/06/23 12:00:40 PM,110.9,111.2,20.83,,,,,
712,06/06/23 12:00:45 PM,110.9,111.6,20.83,,,,,
713,06/06/23 12:00:50 PM,110.9,111.6,20.83,,,,,
714,06/06/23 12:00:55 PM,110.9,111.6,20.84,,,,,
715,06/06/23 12:01:00 PM,110.9,111.6,20.83,,,,,
716,06/06/23 12:01:05 PM,110.9,111.2,20.84,,,,,
717,06/06/23 12:01:10 PM,111.0,111.6,20.83,,,,,
718,06/06/23 12:01:15 PM,110.9,111.2,20.83,,,,,
719,06/06/23 12:01:20 PM,111.0,111.6,20.83,,,,,
720,06/06/23 12:01:25 PM,110.9,111.6,20.84,,,,,
721,06/06/23 12:01:30 PM,110.9,111.2,20.83,,,,,
722,06/06/23 12:01:35 PM,110.9,111.2,20.84,,,,,
723,06/06/23 12:01:40 PM,110.9,111.6,20.84,,,,,
724,06/06/23 12:01:45 PM,110.9,111.6,20.84,,,,,
725,06/06/23 12:01:50 PM,110.9,111.2,20.84,,,,,
726,06/06/23 12:01:55 PM,110.9,111.6,20.84,,,,,
727,06/06/23 12:02:00 PM,110.9,111.6,20.83,,,,,
728,06/06/23 12:02:05 PM,110.9,111.6,20.84,,,,,
729,06/06/23 12:02:10 PM,110.9,111.6,20.84,,,,,
730,06/06/23 12:02:15 PM,110.9,111.6,20.83,,,,,
731,06/06/23 12:02:20 PM,110.9,111.2,20.84,,,,,
732,06/06/23 12:02:25 PM,110.9,111.2,20.84,,,,,
733,06/06/23 12:02:30 PM,110.9,111.2,20.84,,,,,
734,06/06/23 12:02:35 PM,110.9,110.8,20.84,,,,,
735,06/06/23 12:02:40 PM,110.9,111.2,20.84,,,,,
736,06/06/23 12:02:45 PM,110.9,111.6,20.84,,,,,
737,06/06/23 12:02:50 PM,110.9,111.2,20.84,,,,,
738,06/06/23 12:02:55 PM,110.9,111.2,20.84,,,,,
739,06/06/23 12:03:00 PM,110.9,111.6,20.86,,,,,
740,06/06/23 12:03:05 PM,110.9,111.6,20.84,,,,,
741,06/06/23 12:03:10 PM,110.9,111.2,20.86,,,,,
742,06/06/23 12:03:15 PM,110.9,111.2,20.86,,,,,
743,06/06/23 12:03:20 PM,110.9,111.6,20.84,,,,,
744,06/06/23 12:03:25 PM,110.9,111.2,20.84,,,,,
745,06/06/23 12:03:30 PM,110.9,111.6,20.84,,,,,
746,06/06/23 12:03:35 PM,110.9,110.8,20.84,,,,,
747,06/06/23 12:03:40 PM,110.9,111.6,20.86,,,,,
748,06/06/23 12:03:45 PM,110.9,111.2,20.84,,,,,
749,06/06/23 12:03:50 PM,110.9,111.2,20.86,,,,,
750,06/06/23 12:03:55 PM,110.9,111.6,20.86,,,,,
751,06/06/23 12:04:00 PM,110.9,111.2,20.86,,,,,
752,06/06/23 12:04:05 PM,110.9,111.2,20.86,,,,,
753,06/06/23 12:04:10 PM,110.9,111.2,20.84,,,,,
754,06/06/23 12:04:15 PM,110.9,111.6,20.86,,,,,
755,06/06/23 12:04:20 PM,110.9,111.2,20.86,,,,,
756,06/06/23 12:04:25 PM,110.9,111.2,20.86,,,,,
757,06/06/23 12:04:30 PM,110.9,111.6,20.86,,,,,
758,06/06/23 12:04:35 PM,110.9,111.2,20.86,,,,,
759,06/06/23 12:04:40 PM,110.9,111.2,20.87,,,,,
760,06/06/23 12:04:45 PM,110.9,112.0,20.86,,,,,
761,06/06/23 12:04:50 PM,110.9,111.2,20.86,,,,,
762,06/06/23 12:04:55 PM,110.9,111.2,20.86,,,,,
763,06/06/23 12:05:00 PM,110.9,111.2,20.87,,,,,
764,06/06/23 12:05:05 PM,110.9,111.2,20.86,,,,,
765,06/06/23 12:05:10 PM,110.9,110.8,20.86,,,,,
766,06/06/23 12:05:15 PM,110.9,111.6,20.86,,,,,
767,06/06/23 12:05:20 PM,110.9,111.6,20.87,,,,,
768,06/06/23 12:05:25 PM,110.9,111.2,20.86,,,,,
769,06/06/23 12:05:30 PM,110.9,111.2,20.86,,,,,
770,06/06/23 12:05:35 PM,110.8,111.2,20.86,,,,,
771,06/06/23 12:05:40 PM,110.9,110.8,20.87,,,,,
772,06/06/23 12:05:45 PM,110.9,111.6,20.87,,,,,
773,06/06/23 12:05:50 PM,110.9,111.2,20.87,,,,,
774,06/06/23 12:05:55 PM,110.9,110.8,20.87,,,,,
775,06/06/23 12:06:00 PM,110.9,111.2,20.87,,,,,
776,06/06/23 12:06:05 PM,110.9,111.2,20.87,,,,,
777,06/06/23 12:06:10 PM,110.9,111.2,20.87,,,,,
778,06/06/23 12:06:15 PM,110.9,111.2,20.87,,,,,
779,06/06/23 12:06:20 PM,110.8,111.2,20.88,,,,,
780,06/06/23 12:06:25 PM,110.9,111.2,20.87,,,,,
781,06/06/23 12:06:30 PM,110.9,111.2,20.87,,,,,
782,06/06/23 12:06:35 PM,110.9,111.2,20.88,,,,,
783,06/06/23 12:06:40 PM,110.9,111.2,20.88,,,,,
784,06/06/23 12:06:45 PM,110.9,111.2,20.88,,,,,
785,06/06/23 12:06:50 PM,110.9,111.2,20.87,,,,,
786,06/06/23 12:06:55 PM,110.8,110.8,20.88,,,,,
787,06/06/23 12:07:00 PM,110.9,111.6,20.88,,,,,
788,06/06/23 12:07:05 PM,110.9,111.2,20.87,,,,,
789,06/06/23 12:07:10 PM,110.9,111.2,20.88,,,,,
790,06/06/23 12:07:15 PM,110.9,111.6,20.88,,,,,
791,06/06/23 12:07:20 PM,110.8,110.8,20.88,,,,,
792,06/06/23 12:07:25 PM,110.8,111.2,20.88,,,,,
793,06/06/23 12:07:30 PM,110.9,111.2,20.88,,,,,
794,06/06/23 12:07:35 PM,110.9,111.6,20.90,,,,,
795,06/06/23 12:07:40 PM,110.9,111.2,20.90,,,,,
796,06/06/23 12:07:45 PM,110.9,111.2,20.90,,,,,
797,06/06/23 12:07:50 PM,110.9,111.2,20.88,,,,,
798,06/06/23 12:07:55 PM,110.9,111.2,20.90,,,,,
799,06/06/23 12:08:00 PM,110.9,111.2,20.90,,,,,
800,06/06/23 12:08:05 PM,110.9,111.6,20.88,,,,,
801,06/06/23 12:08:10 PM,110.8,111.2,20.90,,,,,
